ano,regiao,uf,nome_municipio,localizacao,depend_administrativa,percent_fundamental_grupo1,percent_fundamental_grupo2,percent_fundamental_grupo3,percent_fundamental_grupo4,percent_fundamental_grupo5,percent_medio_grupo1,percent_medio_grupo2,percent_medio_grupo3,percent_medio_grupo4,percent_medio_grupo5,percent_eja_fundamental_grupo1,percent_eja_fundamental_grupo2,percent_eja_fundamental_grupo3,percent_eja_fundamental_grupo4,percent_eja_fundamental_grupo5,percent_eja_medio_grupo1,percent_eja_medio_grupo2,percent_eja_medio_grupo3,percent_eja_medio_grupo4,percent_eja_medio_grupo5
2021,Norte,RO,Alta Floresta D'Oeste,Urbana,Estadual,66.5,0.8,32.7,0.0,0.0,76.7,2.9,20.4,0.0,0.0,49.2,0.0,50.8,0.0,0.0,58.3,0.0,41.7,0.0,0.0
2021,Norte,RO,Alta Floresta D'Oeste,Rural,Estadual,20.8,0.0,7.1,0.0,72.1,93.6,3.7,2.7,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Alta Floresta D'Oeste,Urbana,Municipal,68.0,3.9,21.0,2.3,4.8,,,,,,,,,,,,,,,
2021,Norte,RO,Alta Floresta D'Oeste,Rural,Municipal,48.4,1.9,47.4,2.3,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Alta Floresta D'Oeste,Urbana,Privada,,,,,,,,,,,,,,,,,,,,
2021,Norte,RO,Alta Floresta D'Oeste,Urbana,Publica,67.4,2.8,25.3,1.4,3.1,76.7,2.9,20.4,0.0,0.0,49.2,0.0,50.8,0.0,0.0,58.3,0.0,41.7,0.0,0.0
2021,Norte,RO,Alta Floresta D'Oeste,Rural,Publica,31.5,0.7,22.7,0.9,44.2,93.6,3.7,2.7,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Ariquemes,Rural,Federal,,,,,,69.5,4.5,0.0,13.0,13.0,,,,,,,,,,
2021,Norte,RO,Ariquemes,Urbana,Estadual,67.3,1.8,28.7,2.2,0.0,72.6,1.0,23.0,3.4,0.0,53.4,0.0,34.2,12.4,0.0,55.0,0.0,42.6,2.4,0.0
2021,Norte,RO,Ariquemes,Rural,Estadual,61.5,0.0,38.5,0.0,0.0,45.6,0.0,54.4,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Ariquemes,Urbana,Municipal,70.7,3.9,22.0,1.2,2.2,,,,,,22.8,0.0,74.3,2.9,0.0,,,,,
2021,Norte,RO,Ariquemes,Rural,Municipal,57.3,4.7,35.2,2.2,0.6,,,,,,12.5,0.0,87.5,0.0,0.0,,,,,
2021,Norte,RO,Ariquemes,Urbana,Privada,78.4,0.0,13.8,0.0,7.8,91.7,0.0,8.3,0.0,0.0,14.3,0.0,85.7,0.0,0.0,,,,,
2021,Norte,RO,Ariquemes,Urbana,Publica,69.3,3.0,24.9,1.6,1.2,72.6,1.0,23.0,3.4,0.0,38.7,0.0,53.5,7.8,0.0,55.0,0.0,42.6,2.4,0.0
2021,Norte,RO,Ariquemes,Rural,Publica,57.9,4.1,35.6,1.9,0.5,61.4,3.0,18.4,8.6,8.6,12.5,0.0,87.5,0.0,0.0,,,,,
2021,Norte,RO,Cabixi,Urbana,Estadual,49.0,0.0,51.0,0.0,0.0,58.9,0.0,41.1,0.0,0.0,62.5,0.0,37.5,0.0,0.0,46.2,0.0,53.8,0.0,0.0
2021,Norte,RO,Cabixi,Rural,Estadual,43.8,0.0,56.2,0.0,0.0,50.0,0.0,50.0,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Cabixi,Urbana,Municipal,96.9,0.0,3.1,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Cabixi,Urbana,Publica,81.7,0.0,18.3,0.0,0.0,58.9,0.0,41.1,0.0,0.0,62.5,0.0,37.5,0.0,0.0,46.2,0.0,53.8,0.0,0.0
2021,Norte,RO,Cabixi,Rural,Publica,43.8,0.0,56.2,0.0,0.0,50.0,0.0,50.0,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Cacoal,Urbana,Federal,,,,,,77.8,14.0,8.2,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Cacoal,Urbana,Estadual,72.9,3.1,22.1,1.2,0.7,69.0,0.9,27.5,2.6,0.0,53.8,7.7,30.8,7.7,0.0,67.5,2.5,25.0,5.0,0.0
2021,Norte,RO,Cacoal,Rural,Estadual,19.6,0.0,15.4,12.5,52.5,33.0,0.0,28.6,22.0,16.4,,,,,,,,,,
2021,Norte,RO,Cacoal,Urbana,Municipal,72.4,6.4,15.5,0.1,5.6,,,,,,,,,,,,,,,
2021,Norte,RO,Cacoal,Rural,Municipal,67.5,2.8,25.5,3.5,0.7,,,,,,,,,,,,,,,
2021,Norte,RO,Cacoal,Urbana,Privada,86.9,2.4,10.7,0.0,0.0,75.2,5.3,16.2,3.3,0.0,50.0,0.0,50.0,0.0,0.0,24.0,0.0,76.0,0.0,0.0
2021,Norte,RO,Cacoal,Rural,Privada,22.2,22.2,11.1,33.3,11.2,15.4,15.4,23.1,38.5,7.6,,,,,,,,,,
2021,Norte,RO,Cacoal,Urbana,Publica,72.7,4.4,19.5,0.8,2.6,70.0,2.4,25.3,2.3,0.0,53.8,7.7,30.8,7.7,0.0,67.5,2.5,25.0,5.0,0.0
2021,Norte,RO,Cacoal,Rural,Publica,56.4,2.1,23.2,5.6,12.7,33.0,0.0,28.6,22.0,16.4,,,,,,,,,,
2021,Norte,RO,Cerejeiras,Urbana,Estadual,69.5,1.3,28.0,1.2,0.0,66.9,0.0,33.1,0.0,0.0,41.8,0.0,58.2,0.0,0.0,56.3,0.0,43.7,0.0,0.0
2021,Norte,RO,Cerejeiras,Urbana,Municipal,74.1,0.0,23.8,0.0,2.1,,,,,,,,,,,,,,,
2021,Norte,RO,Cerejeiras,Urbana,Privada,83.5,0.0,4.7,0.0,11.8,,,,,,,,,,,,,,,
2021,Norte,RO,Cerejeiras,Rural,Privada,,,,,,33.3,0.0,66.7,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Cerejeiras,Urbana,Publica,71.6,0.7,26.1,0.7,0.9,66.9,0.0,33.1,0.0,0.0,41.8,0.0,58.2,0.0,0.0,56.3,0.0,43.7,0.0,0.0
2021,Norte,RO,Colorado do Oeste,Rural,Federal,,,,,,72.0,13.2,1.6,13.2,0.0,,,,,,,,,,
2021,Norte,RO,Colorado do Oeste,Urbana,Estadual,63.5,1.5,30.7,4.3,0.0,52.3,2.4,43.1,2.2,0.0,34.5,0.0,37.9,27.6,0.0,37.9,0.0,62.1,0.0,0.0
2021,Norte,RO,Colorado do Oeste,Urbana,Municipal,83.4,8.7,5.7,0.0,2.2,,,,,,,,,,,,,,,
2021,Norte,RO,Colorado do Oeste,Rural,Municipal,40.7,6.8,45.8,3.4,3.3,,,,,,,,,,,,,,,
2021,Norte,RO,Colorado do Oeste,Urbana,Privada,70.8,0.0,29.2,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Colorado do Oeste,Urbana,Publica,74.1,5.3,17.4,2.0,1.2,52.3,2.4,43.1,2.2,0.0,34.5,0.0,37.9,27.6,0.0,37.9,0.0,62.1,0.0,0.0
2021,Norte,RO,Colorado do Oeste,Rural,Publica,40.7,6.8,45.8,3.4,3.3,72.0,13.2,1.6,13.2,0.0,,,,,,,,,,
2021,Norte,RO,Corumbiara,Urbana,Estadual,47.3,0.0,52.7,0.0,0.0,40.3,0.0,59.7,0.0,0.0,25.0,0.0,75.0,0.0,0.0,36.4,0.0,63.6,0.0,0.0
2021,Norte,RO,Corumbiara,Rural,Estadual,71.4,0.0,28.6,0.0,0.0,92.6,3.7,3.7,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Corumbiara,Urbana,Municipal,91.7,0.0,8.3,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Corumbiara,Rural,Municipal,37.3,15.7,32.4,6.9,7.7,,,,,,,,,,,,,,,
2021,Norte,RO,Corumbiara,Urbana,Publica,70.9,0.0,29.1,0.0,0.0,40.3,0.0,59.7,0.0,0.0,25.0,0.0,75.0,0.0,0.0,36.4,0.0,63.6,0.0,0.0
2021,Norte,RO,Corumbiara,Rural,Publica,55.1,7.5,30.4,3.3,3.7,92.6,3.7,3.7,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Costa Marques,Urbana,Estadual,28.6,5.3,62.4,3.7,0.0,54.0,10.4,35.6,0.0,0.0,31.9,0.0,59.4,8.7,0.0,40.0,0.0,51.1,8.9,0.0
2021,Norte,RO,Costa Marques,Rural,Estadual,35.6,0.0,64.4,0.0,0.0,60.0,1.7,38.3,0.0,0.0,,,,,,23.1,0.0,76.9,0.0,0.0
2021,Norte,RO,Costa Marques,Urbana,Municipal,46.7,3.2,7.6,7.0,35.5,,,,,,,,,,,,,,,
2021,Norte,RO,Costa Marques,Rural,Municipal,38.5,3.2,24.0,2.2,32.1,,,,,,,,,,,,,,,
2021,Norte,RO,Costa Marques,Urbana,Privada,,,,,,,,,,,8.3,0.0,58.3,0.0,33.4,,,,,
2021,Norte,RO,Costa Marques,Urbana,Publica,39.9,4.0,28.2,5.8,22.1,54.0,10.4,35.6,0.0,0.0,31.9,0.0,59.4,8.7,0.0,40.0,0.0,51.1,8.9,0.0
2021,Norte,RO,Costa Marques,Rural,Publica,38.1,2.8,29.1,2.0,28.0,60.0,1.7,38.3,0.0,0.0,,,,,,23.1,0.0,76.9,0.0,0.0
2021,Norte,RO,Espigão D'Oeste,Urbana,Estadual,82.3,3.4,14.2,0.1,0.0,78.2,2.2,19.6,0.0,0.0,59.3,0.0,40.7,0.0,0.0,55.1,0.0,44.9,0.0,0.0
2021,Norte,RO,Espigão D'Oeste,Rural,Estadual,13.0,0.0,32.3,0.0,54.7,93.2,3.4,3.4,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Espigão D'Oeste,Urbana,Municipal,81.5,0.0,12.5,2.8,3.2,,,,,,,,,,,,,,,
2021,Norte,RO,Espigão D'Oeste,Rural,Municipal,74.4,0.0,25.6,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Espigão D'Oeste,Urbana,Privada,73.0,0.0,13.5,0.0,13.5,60.5,0.0,31.6,0.0,7.9,,,,,,,,,,
2021,Norte,RO,Espigão D'Oeste,Urbana,Publica,81.9,1.7,13.4,1.5,1.5,78.2,2.2,19.6,0.0,0.0,59.3,0.0,40.7,0.0,0.0,55.1,0.0,44.9,0.0,0.0
2021,Norte,RO,Espigão D'Oeste,Rural,Publica,44.9,0.0,28.8,0.0,26.3,93.2,3.4,3.4,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Guajará-Mirim,Urbana,Federal,,,,,,87.2,1.4,5.7,5.7,0.0,,,,,,62.5,12.5,12.5,12.5,0.0
2021,Norte,RO,Guajará-Mirim,Urbana,Estadual,58.1,0.8,39.7,1.4,0.0,56.1,1.0,42.3,0.6,0.0,45.3,0.0,45.3,9.4,0.0,37.8,0.0,55.6,6.6,0.0
2021,Norte,RO,Guajará-Mirim,Rural,Estadual,1.8,0.0,11.3,16.3,70.6,63.2,2.6,34.2,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Guajará-Mirim,Urbana,Municipal,71.1,0.9,17.8,0.0,10.2,,,,,,0.0,0.0,100.0,0.0,0.0,,,,,
2021,Norte,RO,Guajará-Mirim,Urbana,Privada,64.5,3.2,20.5,4.6,7.2,39.3,7.1,46.4,7.2,0.0,,,,,,,,,,
2021,Norte,RO,Guajará-Mirim,Urbana,Publica,64.3,0.8,29.3,0.7,4.9,61.8,1.0,35.6,1.6,0.0,36.1,0.0,56.3,7.6,0.0,38.8,0.5,53.7,7.0,0.0
2021,Norte,RO,Guajará-Mirim,Rural,Publica,1.8,0.0,11.3,16.3,70.6,63.2,2.6,34.2,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Jaru,Urbana,Federal,,,,,,81.9,0.0,18.1,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Jaru,Urbana,Estadual,73.0,0.6,26.4,0.0,0.0,75.4,1.1,23.5,0.0,0.0,40.3,0.0,59.7,0.0,0.0,61.2,0.0,38.8,0.0,0.0
2021,Norte,RO,Jaru,Rural,Estadual,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,
2021,Norte,RO,Jaru,Urbana,Municipal,79.8,0.4,13.7,5.1,1.0,,,,,,,,,,,,,,,
2021,Norte,RO,Jaru,Rural,Municipal,76.4,0.0,23.6,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Jaru,Urbana,Privada,63.9,4.6,12.9,2.5,16.1,46.2,0.0,33.3,5.1,15.4,15.0,0.0,85.0,0.0,0.0,,,,,
2021,Norte,RO,Jaru,Rural,Privada,,,,,,66.0,0.0,34.0,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Jaru,Urbana,Publica,76.2,0.5,20.5,2.4,0.4,76.0,1.0,23.0,0.0,0.0,40.3,0.0,59.7,0.0,0.0,61.2,0.0,38.8,0.0,0.0
2021,Norte,RO,Jaru,Rural,Publica,74.0,0.0,22.9,0.0,3.1,,,,,,,,,,,,,,,
2021,Norte,RO,Ji-Paraná,Urbana,Federal,,,,,,71.9,12.9,15.2,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Ji-Paraná,Urbana,Estadual,73.3,2.2,20.3,2.2,2.0,64.0,1.5,30.7,2.5,1.3,41.9,0.0,54.1,4.0,0.0,66.4,0.4,30.3,2.9,0.0
2021,Norte,RO,Ji-Paraná,Rural,Estadual,22.2,0.0,9.5,27.0,41.3,41.7,0.0,20.8,33.3,4.2,,,,,,,,,,
2021,Norte,RO,Ji-Paraná,Urbana,Municipal,91.8,2.5,0.9,0.6,4.2,,,,,,21.1,0.0,76.8,0.0,2.1,,,,,
2021,Norte,RO,Ji-Paraná,Rural,Municipal,59.0,0.0,41.0,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Ji-Paraná,Urbana,Privada,62.3,4.6,13.3,1.4,18.4,60.1,5.6,29.4,2.1,2.8,3.2,0.0,96.8,0.0,0.0,,,,,
2021,Norte,RO,Ji-Paraná,Rural,Privada,,,,,,57.5,8.2,24.7,9.6,0.0,,,,,,,,,,
2021,Norte,RO,Ji-Paraná,Urbana,Publica,78.1,2.3,15.3,1.8,2.5,64.6,2.3,29.6,2.4,1.1,26.2,0.0,71.2,1.0,1.6,66.4,0.4,30.3,2.9,0.0
2021,Norte,RO,Ji-Paraná,Rural,Publica,41.9,0.0,26.4,12.5,19.2,41.7,0.0,20.8,33.3,4.2,,,,,,,,,,
2021,Norte,RO,Machadinho D'Oeste,Urbana,Estadual,65.9,3.6,19.6,2.1,8.8,73.1,1.7,25.2,0.0,0.0,44.1,0.0,53.5,2.4,0.0,59.7,0.0,40.3,0.0,0.0
2021,Norte,RO,Machadinho D'Oeste,Rural,Estadual,71.9,0.0,2.1,0.0,26.0,58.2,1.4,21.3,8.5,10.6,,,,,,,,,,
2021,Norte,RO,Machadinho D'Oeste,Urbana,Municipal,65.3,5.1,22.6,3.2,3.8,,,,,,,,,,,,,,,
2021,Norte,RO,Machadinho D'Oeste,Rural,Municipal,60.5,8.2,25.6,0.0,5.7,,,,,,,,,,,,,,,
2021,Norte,RO,Machadinho D'Oeste,Urbana,Privada,70.0,0.0,28.2,1.8,0.0,50.0,7.1,35.7,7.2,0.0,2.1,0.0,97.9,0.0,0.0,,,,,
2021,Norte,RO,Machadinho D'Oeste,Urbana,Publica,65.7,4.3,21.0,2.6,6.4,73.1,1.7,25.2,0.0,0.0,44.1,0.0,53.5,2.4,0.0,59.7,0.0,40.3,0.0,0.0
2021,Norte,RO,Machadinho D'Oeste,Rural,Publica,62.4,6.8,21.7,0.0,9.1,58.2,1.4,21.3,8.5,10.6,,,,,,,,,,
2021,Norte,RO,Nova Brasilândia D'Oeste,Urbana,Estadual,56.3,0.0,43.7,0.0,0.0,58.5,0.0,41.5,0.0,0.0,66.7,0.0,33.3,0.0,0.0,58.8,0.0,41.2,0.0,0.0
2021,Norte,RO,Nova Brasilândia D'Oeste,Urbana,Municipal,83.7,0.0,16.3,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Nova Brasilândia D'Oeste,Rural,Municipal,70.9,2.4,24.2,0.0,2.5,,,,,,,,,,,,,,,
2021,Norte,RO,Nova Brasilândia D'Oeste,Urbana,Publica,73.9,0.0,26.1,0.0,0.0,58.5,0.0,41.5,0.0,0.0,66.7,0.0,33.3,0.0,0.0,58.8,0.0,41.2,0.0,0.0
2021,Norte,RO,Nova Brasilândia D'Oeste,Rural,Publica,70.9,2.4,24.2,0.0,2.5,,,,,,,,,,,,,,,
2021,Norte,RO,Ouro Preto do Oeste,Urbana,Estadual,65.9,1.8,32.3,0.0,0.0,77.2,6.1,16.7,0.0,0.0,63.2,0.0,36.8,0.0,0.0,60.2,0.0,39.8,0.0,0.0
2021,Norte,RO,Ouro Preto do Oeste,Urbana,Municipal,87.9,2.0,9.0,0.0,1.1,,,,,,,,,,,,,,,
2021,Norte,RO,Ouro Preto do Oeste,Rural,Municipal,82.1,6.3,11.6,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Ouro Preto do Oeste,Urbana,Privada,44.5,0.0,10.9,2.3,42.3,20.5,0.0,35.9,20.5,23.1,12.7,0.0,57.7,9.9,19.7,,,,,
2021,Norte,RO,Ouro Preto do Oeste,Urbana,Publica,77.1,1.9,20.4,0.0,0.6,77.2,6.1,16.7,0.0,0.0,63.2,0.0,36.8,0.0,0.0,60.2,0.0,39.8,0.0,0.0
2021,Norte,RO,Ouro Preto do Oeste,Rural,Publica,82.1,6.3,11.6,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Pimenta Bueno,Urbana,Estadual,60.1,0.3,36.9,2.7,0.0,64.0,3.5,29.0,3.5,0.0,37.3,9.0,37.3,4.5,11.9,43.9,6.1,43.0,7.0,0.0
2021,Norte,RO,Pimenta Bueno,Rural,Estadual,,,,,,77.8,0.0,22.2,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Pimenta Bueno,Urbana,Municipal,74.6,3.0,13.1,2.0,7.3,,,,,,,,,,,,,,,
2021,Norte,RO,Pimenta Bueno,Rural,Municipal,57.4,8.2,34.4,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Pimenta Bueno,Urbana,Privada,91.8,8.2,0.0,0.0,0.0,41.7,0.0,58.3,0.0,0.0,,,,,,44.4,0.0,55.6,0.0,0.0
2021,Norte,RO,Pimenta Bueno,Urbana,Publica,67.7,1.7,24.3,2.4,3.9,64.0,3.5,29.0,3.5,0.0,37.3,9.0,37.3,4.5,11.9,43.9,6.1,43.0,7.0,0.0
2021,Norte,RO,Pimenta Bueno,Rural,Publica,57.4,8.2,34.4,0.0,0.0,77.8,0.0,22.2,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Porto Velho,Urbana,Federal,,,,,,85.5,8.4,4.2,1.9,0.0,,,,,,,,,,
2021,Norte,RO,Porto Velho,Urbana,Estadual,71.1,3.3,20.6,2.3,2.7,67.7,2.8,26.3,2.8,0.4,58.0,0.6,34.4,3.5,3.5,60.8,2.3,31.9,3.3,1.7
2021,Norte,RO,Porto Velho,Rural,Estadual,40.7,1.4,27.3,7.1,23.5,49.8,1.2,37.9,4.1,7.0,33.3,0.0,48.6,4.5,13.6,62.8,0.0,37.2,0.0,0.0
2021,Norte,RO,Porto Velho,Urbana,Municipal,86.8,2.8,5.2,1.3,3.9,,,,,,36.3,2.1,56.5,3.4,1.7,,,,,
2021,Norte,RO,Porto Velho,Rural,Municipal,66.6,1.7,23.8,2.7,5.2,,,,,,49.2,0.0,50.8,0.0,0.0,,,,,
2021,Norte,RO,Porto Velho,Urbana,Privada,76.0,2.9,8.8,3.7,8.6,74.4,2.7,19.0,2.6,1.3,36.4,0.0,18.2,0.0,45.4,,,,,
2021,Norte,RO,Porto Velho,Rural,Privada,67.5,0.0,17.9,9.5,5.1,,,,,,,,,,,,,,,
2021,Norte,RO,Porto Velho,Urbana,Publica,78.9,3.1,12.9,1.8,3.3,68.3,3.0,25.5,2.7,0.5,49.9,1.2,42.6,3.5,2.8,60.8,2.3,31.9,3.3,1.7
2021,Norte,RO,Porto Velho,Rural,Publica,59.4,1.6,24.8,3.9,10.3,49.8,1.2,37.9,4.1,7.0,37.6,0.0,49.2,3.3,9.9,62.8,0.0,37.2,0.0,0.0
2021,Norte,RO,Presidente Médici,Urbana,Estadual,71.2,1.2,25.0,0.0,2.6,66.9,1.5,28.5,0.0,3.1,66.0,0.0,34.0,0.0,0.0,62.7,0.0,37.3,0.0,0.0
2021,Norte,RO,Presidente Médici,Rural,Estadual,78.9,0.0,21.1,0.0,0.0,89.7,3.4,6.9,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Presidente Médici,Urbana,Municipal,81.9,4.9,6.9,3.8,2.5,,,,,,,,,,,,,,,
2021,Norte,RO,Presidente Médici,Rural,Municipal,25.5,5.5,47.3,16.4,5.3,,,,,,,,,,,,,,,
2021,Norte,RO,Presidente Médici,Urbana,Privada,,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,,,,,
2021,Norte,RO,Presidente Médici,Urbana,Publica,74.8,2.4,19.0,1.3,2.5,66.9,1.5,28.5,0.0,3.1,66.0,0.0,34.0,0.0,0.0,62.7,0.0,37.3,0.0,0.0
2021,Norte,RO,Presidente Médici,Rural,Publica,42.3,3.7,39.0,11.2,3.8,89.7,3.4,6.9,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Rio Crespo,Urbana,Estadual,58.9,5.4,35.7,0.0,0.0,51.5,0.0,48.5,0.0,0.0,,,,,,,,,,
2021,Norte,RO,Rio Crespo,Urbana,Municipal,93.8,0.0,6.2,0.0,0.0,,,,,,33.3,0.0,66.7,0.0,0.0,,,,,
2021,Norte,RO,Rio Crespo,Urbana,Publica,83.2,1.6,15.2,0.0,0.0,51.5,0.0,48.5,0.0,0.0,33.3,0.0,66.7,0.0,0.0,,,,,
2021,Norte,RO,Rolim de Moura,Urbana,Estadual,64.0,0.0,31.1,4.9,0.0,59.1,0.3,39.6,1.0,0.0,52.5,3.8,43.7,0.0,0.0,51.3,5.6,42.5,0.6,0.0
2021,Norte,RO,Rolim de Moura,Urbana,Municipal,98.3,1.3,0.4,0.0,0.0,,,,,,0.0,0.0,100.0,0.0,0.0,,,,,
2021,Norte,RO,Rolim de Moura,Rural,Municipal,62.5,0.3,35.4,1.8,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Rolim de Moura,Urbana,Privada,86.2,0.0,13.8,0.0,0.0,62.8,0.0,26.9,10.3,0.0,,,,,,,,,,
2021,Norte,RO,Rolim de Moura,Urbana,Publica,80.9,0.6,16.0,2.5,0.0,59.1,0.3,39.6,1.0,0.0,50.6,3.6,45.8,0.0,0.0,51.3,5.6,42.5,0.6,0.0
2021,Norte,RO,Rolim de Moura,Rural,Publica,62.5,0.3,35.4,1.8,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Santa Luzia D'Oeste,Urbana,Estadual,52.1,6.3,34.7,6.9,0.0,68.0,1.8,26.6,3.6,0.0,55.6,0.0,44.4,0.0,0.0,61.5,0.0,38.5,0.0,0.0
2021,Norte,RO,Santa Luzia D'Oeste,Urbana,Municipal,71.3,2.9,17.5,1.7,6.6,,,,,,,,,,,,,,,
2021,Norte,RO,Santa Luzia D'Oeste,Urbana,Publica,64.1,4.2,24.0,3.6,4.1,68.0,1.8,26.6,3.6,0.0,55.6,0.0,44.4,0.0,0.0,61.5,0.0,38.5,0.0,0.0
2021,Norte,RO,Vilhena,Urbana,Federal,,,,,,61.3,22.6,11.6,0.0,4.5,,,,,,,,,,
2021,Norte,RO,Vilhena,Urbana,Estadual,57.6,4.9,33.4,4.1,0.0,65.5,0.4,31.6,2.5,0.0,46.7,5.6,36.7,11.0,0.0,58.0,0.0,37.3,4.7,0.0
2021,Norte,RO,Vilhena,Rural,Estadual,9.7,0.0,43.5,21.0,25.8,15.9,0.0,65.1,19.0,0.0,,,,,,,,,,
2021,Norte,RO,Vilhena,Urbana,Municipal,88.2,2.3,8.9,0.3,0.3,,,,,,32.5,0.0,67.5,0.0,0.0,,,,,
2021,Norte,RO,Vilhena,Rural,Municipal,63.9,0.0,32.8,0.0,3.3,,,,,,,,,,,,,,,
2021,Norte,RO,Vilhena,Urbana,Privada,83.3,2.0,12.7,0.0,2.0,64.6,0.0,33.5,1.9,0.0,25.0,0.0,75.0,0.0,0.0,,,,,
2021,Norte,RO,Vilhena,Urbana,Publica,76.1,3.3,18.6,1.8,0.2,65.0,3.1,29.2,2.1,0.6,41.0,3.3,49.0,6.7,0.0,58.0,0.0,37.3,4.7,0.0
2021,Norte,RO,Vilhena,Rural,Publica,52.9,0.0,35.0,4.2,7.9,15.9,0.0,65.1,19.0,0.0,,,,,,,,,,
2021,Norte,RO,São Miguel do Guaporé,Urbana,Estadual,45.6,2.4,51.2,0.8,0.0,69.4,0.0,30.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,59.1,0.0,40.9,0.0,0.0
2021,Norte,RO,São Miguel do Guaporé,Urbana,Municipal,84.6,0.0,15.4,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,São Miguel do Guaporé,Rural,Municipal,67.4,3.0,29.6,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,São Miguel do Guaporé,Urbana,Privada,67.1,8.9,24.0,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,São Miguel do Guaporé,Urbana,Publica,69.3,0.9,29.4,0.4,0.0,69.4,0.0,30.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,59.1,0.0,40.9,0.0,0.0
2021,Norte,RO,São Miguel do Guaporé,Rural,Publica,67.4,3.0,29.6,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Nova Mamoré,Urbana,Estadual,45.8,1.7,52.5,0.0,0.0,45.2,2.8,52.0,0.0,0.0,35.6,0.0,64.4,0.0,0.0,32.2,0.0,62.8,5.0,0.0
2021,Norte,RO,Nova Mamoré,Rural,Estadual,1.0,0.0,4.7,0.0,94.3,,,,,,,,,,,,,,,
2021,Norte,RO,Nova Mamoré,Urbana,Municipal,78.0,4.6,4.6,0.0,12.8,,,,,,26.9,0.0,50.0,23.1,0.0,,,,,
2021,Norte,RO,Nova Mamoré,Rural,Municipal,67.9,0.0,11.9,2.5,17.7,,,,,,,,,,,,,,,
2021,Norte,RO,Nova Mamoré,Urbana,Privada,50.0,8.8,17.5,0.0,23.7,,,,,,7.1,0.0,92.9,0.0,0.0,,,,,
2021,Norte,RO,Nova Mamoré,Urbana,Publica,62.5,3.2,27.6,0.0,6.7,45.2,2.8,52.0,0.0,0.0,30.5,0.0,55.9,13.6,0.0,32.2,0.0,62.8,5.0,0.0
2021,Norte,RO,Nova Mamoré,Rural,Publica,54.9,0.0,10.5,2.0,32.6,,,,,,,,,,,,,,,
2021,Norte,RO,Alvorada D'Oeste,Urbana,Estadual,57.7,3.5,31.2,7.6,0.0,39.1,10.2,48.0,2.7,0.0,27.2,0.0,65.2,0.0,7.6,40.3,0.0,59.7,0.0,0.0
2021,Norte,RO,Alvorada D'Oeste,Urbana,Municipal,69.0,0.0,31.0,0.0,0.0,,,,,,,,,,,,,,,
2021,Norte,RO,Alvorada D'Oeste,Rural,Municipal,50.5,0.0,44.1,3.2,2.2,,,,,,,,,,,,,,,
2021,Norte,RO,Alvorada D'Oeste,Urbana,Publica,62.7,2.0,31.1,4.2,0.0,39.1,10.2,48.0,2.7,0.0,27.2,0.0,65.2,0.0,7.6,40.3,0.0,59.7,0.0,0.0
2021,Norte,RO,Alvorada D'Oeste,Rural,Publica,50.5,0.0,44.1,3.2,2.2,,,,,,,,,,,,,,,
