ano,regiao,uf,nome_municipio,localizacao,depend_administrativa,percent_fundamental_nivel1,percent_fundamental_nivel2,percent_fundamental_nivel3,percent_fundamental_nivel4,percent_fundamental_nivel5,percent_fundamental_nivel6,percent_medio_nivel1,percent_medio_nivel2,percent_medio_nivel3,percent_medio_nivel4,percent_medio_nivel5,percent_medio_nivel6
2021,Norte,AM,Boa Vista do Ramos,Urbana,Estadual,8.9,21.4,16.1,41.1,8.9,3.6,0.0,4.0,40.0,40.0,12.0,4.0
2021,Norte,AM,Boa Vista do Ramos,Rural,Estadual,,,,,,,20.5,0.0,0.0,79.5,0.0,0.0
2021,Norte,AM,Boa Vista do Ramos,Urbana,Municipal,34.8,38.1,4.8,17.5,4.8,0.0,,,,,,
2021,Norte,AM,Boa Vista do Ramos,Rural,Municipal,52.3,13.2,16.6,17.9,0.0,0.0,,,,,,
2021,Norte,AM,Boa Vista do Ramos,Urbana,Privada,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021,Norte,AM,Boa Vista do Ramos,Urbana,Publica,24.4,32.4,10.8,25.2,5.4,1.8,0.0,4.0,40.0,40.0,12.0,4.0
2021,Norte,AM,Boa Vista do Ramos,Rural,Publica,52.3,13.2,16.6,17.9,0.0,0.0,20.5,0.0,0.0,79.5,0.0,0.0
2021,Norte,AM,Boca do Acre,Urbana,Estadual,7.9,16.8,28.3,36.3,8.0,2.7,0.0,16.0,23.2,39.1,17.4,4.3
2021,Norte,AM,Boca do Acre,Rural,Estadual,0.0,33.4,0.0,33.3,33.3,0.0,40.8,0.0,0.0,48.1,11.1,0.0
2021,Norte,AM,Boca do Acre,Urbana,Municipal,25.4,24.1,25.3,19.5,2.3,3.4,,,,,,
2021,Norte,AM,Boca do Acre,Rural,Municipal,59.0,10.8,21.6,8.0,0.6,0.0,,,,,,
2021,Norte,AM,Boca do Acre,Urbana,Privada,40.0,30.0,20.0,0.0,10.0,0.0,,,,,,
2021,Norte,AM,Boca do Acre,Urbana,Publica,16.9,21.7,28.8,25.0,6.0,1.6,0.0,16.0,23.2,39.1,17.4,4.3
2021,Norte,AM,Boca do Acre,Rural,Publica,55.9,12.4,20.4,9.1,2.2,0.0,40.8,0.0,0.0,48.1,11.1,0.0
2021,Norte,AM,Borba,Urbana,Estadual,4.1,18.8,33.3,36.5,4.2,3.1,0.0,2.5,53.7,34.1,2.4,7.3
2021,Norte,AM,Borba,Rural,Estadual,4.0,10.2,28.6,44.9,8.2,4.1,19.5,3.0,10.4,53.7,10.4,3.0
2021,Norte,AM,Borba,Urbana,Municipal,25.0,32.5,17.5,21.7,0.0,3.3,,,,,,
2021,Norte,AM,Borba,Rural,Municipal,54.4,24.6,8.1,11.1,1.8,0.0,,,,,,
2021,Norte,AM,Borba,Urbana,Publica,17.6,29.7,24.5,24.0,2.1,2.1,0.0,2.5,53.7,34.1,2.4,7.3
2021,Norte,AM,Borba,Rural,Publica,49.8,23.6,10.1,14.1,1.9,0.5,19.5,3.0,10.4,53.7,10.4,3.0
2021,Norte,AM,Caapiranga,Urbana,Estadual,18.4,10.5,21.1,34.2,13.2,2.6,0.0,12.4,37.5,25.0,18.8,6.3
2021,Norte,AM,Caapiranga,Rural,Estadual,10.0,0.0,10.0,70.0,10.0,0.0,33.3,4.2,0.0,50.0,8.3,4.2
2021,Norte,AM,Caapiranga,Urbana,Municipal,17.5,39.1,13.0,30.4,0.0,0.0,,,,,,
2021,Norte,AM,Caapiranga,Rural,Municipal,42.1,25.6,11.6,18.2,2.5,0.0,,,,,,
2021,Norte,AM,Caapiranga,Urbana,Publica,19.2,22.8,19.3,28.1,8.8,1.8,0.0,12.4,37.5,25.0,18.8,6.3
2021,Norte,AM,Caapiranga,Rural,Publica,40.7,24.2,10.9,21.1,3.1,0.0,33.3,4.2,0.0,50.0,8.3,4.2
2021,Norte,AM,Canutama,Urbana,Estadual,0.0,16.2,25.8,38.7,16.1,3.2,0.0,5.8,35.3,47.1,11.8,0.0
2021,Norte,AM,Canutama,Rural,Estadual,,,,,,,75.0,12.5,0.0,12.5,0.0,0.0
2021,Norte,AM,Canutama,Urbana,Municipal,8.5,34.3,25.7,22.9,5.7,2.9,,,,,,
2021,Norte,AM,Canutama,Rural,Municipal,63.0,28.4,3.7,4.9,0.0,0.0,,,,,,
2021,Norte,AM,Canutama,Urbana,Publica,4.9,27.4,27.4,29.0,9.7,1.6,0.0,5.8,35.3,47.1,11.8,0.0
2021,Norte,AM,Canutama,Rural,Publica,63.0,28.4,3.7,4.9,0.0,0.0,75.0,12.5,0.0,12.5,0.0,0.0
2021,Norte,AM,Carauari,Urbana,Estadual,4.2,26.4,32.9,27.9,5.7,2.9,0.0,20.0,36.7,30.0,10.0,3.3
2021,Norte,AM,Carauari,Rural,Estadual,,,,,,,25.0,5.0,0.0,40.0,30.0,0.0
2021,Norte,AM,Carauari,Urbana,Municipal,43.4,20.7,16.3,16.3,1.1,2.2,,,,,,
2021,Norte,AM,Carauari,Rural,Municipal,49.5,2.4,28.9,12.0,7.2,0.0,,,,,,
2021,Norte,AM,Carauari,Urbana,Publica,21.5,26.3,26.8,19.7,3.8,1.9,0.0,20.0,36.7,30.0,10.0,3.3
2021,Norte,AM,Carauari,Rural,Publica,49.5,2.4,28.9,12.0,7.2,0.0,25.0,5.0,0.0,40.0,30.0,0.0
2021,Norte,AM,Careiro,Urbana,Estadual,9.6,13.5,32.7,30.8,9.6,3.8,0.0,13.7,40.9,31.8,9.1,4.5
2021,Norte,AM,Careiro,Rural,Estadual,4.7,2.4,16.7,66.7,7.1,2.4,12.3,2.7,9.6,68.5,5.5,1.4
2021,Norte,AM,Careiro,Urbana,Municipal,16.6,33.3,18.5,27.8,1.9,1.9,,,,,,
2021,Norte,AM,Careiro,Rural,Municipal,37.0,23.8,14.1,23.8,1.3,0.0,,,,,,
2021,Norte,AM,Careiro,Urbana,Publica,13.7,24.5,26.5,28.4,4.9,2.0,0.0,13.7,40.9,31.8,9.1,4.5
2021,Norte,AM,Careiro,Rural,Publica,32.6,20.8,14.8,29.5,1.9,0.4,12.3,2.7,9.6,68.5,5.5,1.4
2021,Norte,AM,Careiro da Várzea,Urbana,Estadual,8.7,17.4,17.4,56.5,0.0,0.0,2.7,9.9,14.1,29.6,15.5,28.2
2021,Norte,AM,Careiro da Várzea,Rural,Estadual,8.9,1.0,13.9,36.6,13.9,25.7,10.6,4.3,3.2,41.5,19.1,21.3
2021,Norte,AM,Careiro da Várzea,Urbana,Municipal,21.4,10.7,28.6,28.6,7.1,3.6,,,,,,
2021,Norte,AM,Careiro da Várzea,Rural,Municipal,21.7,9.4,28.3,34.8,5.8,0.0,,,,,,
2021,Norte,AM,Careiro da Várzea,Urbana,Publica,15.7,13.7,23.5,41.2,3.9,2.0,2.7,9.9,14.1,29.6,15.5,28.2
2021,Norte,AM,Careiro da Várzea,Rural,Publica,16.8,5.6,22.8,34.1,9.5,11.2,10.6,4.3,3.2,41.5,19.1,21.3
2021,Norte,AM,Coari,Urbana,Federal,,,,,,,0.0,0.0,35.5,54.8,9.7,0.0
2021,Norte,AM,Coari,Urbana,Estadual,2.0,11.9,26.2,40.6,9.9,9.4,0.0,3.4,35.3,39.7,6.9,14.7
2021,Norte,AM,Coari,Rural,Estadual,,,,,,,16.4,2.4,0.0,77.6,2.4,1.2
2021,Norte,AM,Coari,Urbana,Municipal,11.6,22.8,29.1,28.0,5.3,3.2,,,,,,
2021,Norte,AM,Coari,Rural,Municipal,44.0,25.4,8.2,21.5,0.6,0.3,,,,,,
2021,Norte,AM,Coari,Urbana,Privada,19.4,19.4,29.0,29.0,3.2,0.0,0.0,0.0,66.7,22.2,11.1,0.0
2021,Norte,AM,Coari,Urbana,Publica,7.3,18.9,30.1,31.0,6.5,6.2,0.0,2.6,35.4,42.9,7.5,11.6
2021,Norte,AM,Coari,Rural,Publica,44.0,25.4,8.2,21.5,0.6,0.3,16.4,2.4,0.0,77.6,2.4,1.2
2021,Norte,AM,Codajás,Urbana,Estadual,10.4,22.9,32.3,31.3,1.0,2.1,2.3,7.0,11.6,39.5,14.0,25.6
2021,Norte,AM,Codajás,Rural,Estadual,,,,,,,16.3,0.0,0.0,48.6,10.8,24.3
2021,Norte,AM,Codajás,Urbana,Municipal,19.5,35.4,30.5,13.4,0.0,1.2,,,,,,
2021,Norte,AM,Codajás,Rural,Municipal,54.4,8.9,17.8,16.7,1.1,1.1,,,,,,
2021,Norte,AM,Codajás,Urbana,Publica,15.0,29.5,32.4,20.8,0.6,1.7,2.3,7.0,11.6,39.5,14.0,25.6
2021,Norte,AM,Codajás,Rural,Publica,54.4,8.9,17.8,16.7,1.1,1.1,16.3,0.0,0.0,48.6,10.8,24.3
2021,Norte,AM,Eirunepé,Urbana,Federal,,,,,,,0.0,0.0,19.2,80.8,0.0,0.0
2021,Norte,AM,Eirunepé,Urbana,Estadual,1.5,16.8,37.2,36.5,5.1,2.9,0.0,4.2,42.6,40.4,8.5,4.3
2021,Norte,AM,Eirunepé,Urbana,Municipal,16.6,50.0,16.7,14.9,0.9,0.9,,,,,,
2021,Norte,AM,Eirunepé,Rural,Municipal,67.0,5.8,23.4,1.9,1.9,0.0,,,,,,
2021,Norte,AM,Eirunepé,Urbana,Privada,20.0,20.0,0.0,60.0,0.0,0.0,,,,,,
2021,Norte,AM,Eirunepé,Urbana,Publica,8.7,33.2,28.6,24.9,2.9,1.7,0.0,2.8,34.2,54.8,5.5,2.7
2021,Norte,AM,Eirunepé,Rural,Publica,67.0,5.8,23.4,1.9,1.9,0.0,,,,,,
2021,Norte,AM,Envira,Urbana,Estadual,8.8,12.3,29.8,33.3,12.3,3.5,0.0,4.6,50.0,22.7,13.6,9.1
2021,Norte,AM,Envira,Urbana,Municipal,20.2,42.9,19.0,14.3,2.4,1.2,,,,,,
2021,Norte,AM,Envira,Rural,Municipal,72.6,25.5,1.9,0.0,0.0,0.0,,,,,,
2021,Norte,AM,Envira,Urbana,Publica,17.1,33.3,24.8,17.8,5.4,1.6,0.0,4.6,50.0,22.7,13.6,9.1
2021,Norte,AM,Envira,Rural,Publica,72.6,25.5,1.9,0.0,0.0,0.0,,,,,,
2021,Norte,AM,Fonte Boa,Urbana,Estadual,5.9,19.4,23.9,40.3,4.5,6.0,2.1,14.6,33.3,37.5,4.2,8.3
2021,Norte,AM,Fonte Boa,Rural,Estadual,,,,,,,61.1,0.0,0.0,27.8,11.1,0.0
2021,Norte,AM,Fonte Boa,Urbana,Municipal,26.0,45.5,13.6,13.0,1.3,0.6,,,,,,
2021,Norte,AM,Fonte Boa,Rural,Municipal,40.7,11.1,45.4,1.9,0.9,0.0,,,,,,
2021,Norte,AM,Fonte Boa,Urbana,Publica,21.3,40.1,17.4,17.4,1.9,1.9,2.1,14.6,33.3,37.5,4.2,8.3
2021,Norte,AM,Fonte Boa,Rural,Publica,40.7,11.1,45.4,1.9,0.9,0.0,61.1,0.0,0.0,27.8,11.1,0.0
2021,Norte,AM,Guajará,Urbana,Estadual,0.0,22.2,28.9,42.2,6.7,0.0,0.0,3.9,34.6,53.8,7.7,0.0
2021,Norte,AM,Guajará,Rural,Estadual,31.1,6.3,31.3,25.0,6.3,0.0,11.1,0.0,11.1,55.6,22.2,0.0
2021,Norte,AM,Guajará,Urbana,Municipal,62.5,12.5,10.0,15.0,0.0,0.0,,,,,,
2021,Norte,AM,Guajará,Rural,Municipal,69.6,6.5,6.5,15.2,2.2,0.0,,,,,,
2021,Norte,AM,Guajará,Urbana,Publica,29.7,17.9,20.2,28.6,3.6,0.0,0.0,3.9,34.6,53.8,7.7,0.0
2021,Norte,AM,Guajará,Rural,Publica,66.1,7.1,12.5,12.5,1.8,0.0,11.1,0.0,11.1,55.6,22.2,0.0
2021,Norte,AM,Humaitá,Rural,Federal,,,,,,,0.0,25.0,27.8,47.2,0.0,0.0
2021,Norte,AM,Humaitá,Urbana,Estadual,0.0,12.2,29.3,41.4,13.1,4.0,1.2,14.8,34.6,34.6,9.9,4.9
2021,Norte,AM,Humaitá,Rural,Estadual,33.4,33.3,8.3,8.3,16.7,0.0,5.0,0.0,5.0,20.0,25.0,45.0
2021,Norte,AM,Humaitá,Urbana,Municipal,5.3,23.5,33.3,29.5,6.1,2.3,,,,,,
2021,Norte,AM,Humaitá,Rural,Municipal,30.0,16.0,31.0,21.5,1.5,0.0,,,,,,
2021,Norte,AM,Humaitá,Urbana,Privada,8.9,23.5,55.9,8.8,2.9,0.0,0.0,37.5,62.5,0.0,0.0,0.0
2021,Norte,AM,Humaitá,Urbana,Publica,3.3,19.6,33.3,32.9,8.2,2.7,1.2,14.8,34.6,34.6,9.9,4.9
2021,Norte,AM,Humaitá,Rural,Publica,30.8,17.3,29.8,20.7,1.4,0.0,1.8,16.1,19.6,37.5,8.9,16.1
2021,Norte,AM,Ipixuna,Urbana,Estadual,1.8,12.3,17.5,57.9,7.0,3.5,0.0,5.0,27.5,57.5,7.5,2.5
2021,Norte,AM,Ipixuna,Rural,Estadual,24.9,6.3,25.0,31.3,12.5,0.0,62.5,0.0,0.0,12.5,25.0,0.0
2021,Norte,AM,Ipixuna,Urbana,Municipal,33.2,5.0,46.7,11.7,1.7,1.7,,,,,,
2021,Norte,AM,Ipixuna,Rural,Municipal,63.9,3.4,19.0,10.3,3.4,0.0,,,,,,
2021,Norte,AM,Ipixuna,Urbana,Publica,19.2,9.2,34.9,31.2,3.7,1.8,0.0,5.0,27.5,57.5,7.5,2.5
2021,Norte,AM,Ipixuna,Rural,Publica,65.0,4.8,17.5,9.5,3.2,0.0,62.5,0.0,0.0,12.5,25.0,0.0
2021,Norte,AM,Iranduba,Urbana,Estadual,0.0,3.9,26.9,50.0,7.7,11.5,0.0,6.9,27.9,34.9,23.3,7.0
2021,Norte,AM,Iranduba,Rural,Estadual,0.0,12.3,38.5,27.7,12.3,9.2,22.0,0.7,19.3,27.6,13.8,16.6
2021,Norte,AM,Iranduba,Urbana,Municipal,12.0,14.5,37.6,24.8,6.0,5.1,,,,,,
2021,Norte,AM,Iranduba,Rural,Municipal,14.5,20.9,20.5,35.8,6.7,1.6,,,,,,
2021,Norte,AM,Iranduba,Urbana,Privada,11.1,22.2,55.6,11.1,0.0,0.0,,,,,,
2021,Norte,AM,Iranduba,Urbana,Publica,10.1,13.0,37.0,29.0,5.8,5.1,0.0,6.9,27.9,34.9,23.3,7.0
2021,Norte,AM,Iranduba,Rural,Publica,11.7,19.4,24.1,34.0,7.6,3.2,22.0,0.7,19.3,27.6,13.8,16.6
2021,Norte,AM,Itacoatiara,Rural,Federal,,,,,,,0.0,11.2,44.4,44.4,0.0,0.0
2021,Norte,AM,Itacoatiara,Urbana,Estadual,1.4,12.3,33.8,38.3,9.7,4.5,0.0,9.3,33.6,43.8,9.4,3.9
2021,Norte,AM,Itacoatiara,Rural,Estadual,3.4,10.0,33.3,40.0,3.3,10.0,30.2,6.3,6.3,50.0,6.3,0.9
2021,Norte,AM,Itacoatiara,Urbana,Municipal,7.1,43.1,21.1,23.0,3.5,2.2,,,,,,
2021,Norte,AM,Itacoatiara,Rural,Municipal,37.9,22.0,14.8,23.0,2.3,0.0,,,,,,
2021,Norte,AM,Itacoatiara,Urbana,Privada,21.6,18.9,29.7,28.4,0.0,1.4,0.0,11.1,22.2,55.6,0.0,11.1
2021,Norte,AM,Itacoatiara,Urbana,Publica,5.3,34.5,26.5,25.8,5.4,2.5,0.0,9.3,33.6,43.8,9.4,3.9
2021,Norte,AM,Itacoatiara,Rural,Publica,36.0,21.4,15.8,23.8,2.4,0.6,24.5,7.2,13.7,48.9,5.0,0.7
2021,Norte,AM,Itamarati,Urbana,Estadual,13.3,0.0,20.0,56.7,10.0,0.0,5.1,21.1,21.1,42.1,5.3,5.3
2021,Norte,AM,Itamarati,Urbana,Municipal,6.8,44.1,22.0,20.3,5.1,1.7,,,,,,
2021,Norte,AM,Itamarati,Rural,Municipal,69.2,19.1,8.8,2.9,0.0,0.0,,,,,,
2021,Norte,AM,Itamarati,Urbana,Publica,9.5,31.0,20.2,32.1,6.0,1.2,5.1,21.1,21.1,42.1,5.3,5.3
2021,Norte,AM,Itamarati,Rural,Publica,69.2,19.1,8.8,2.9,0.0,0.0,,,,,,
2021,Norte,AM,Itapiranga,Urbana,Estadual,3.6,7.1,32.1,39.3,14.3,3.6,0.0,0.0,21.0,42.1,21.1,15.8
2021,Norte,AM,Itapiranga,Rural,Estadual,,,,,,,25.0,0.0,0.0,62.5,12.5,0.0
2021,Norte,AM,Itapiranga,Urbana,Municipal,24.9,22.2,16.7,27.8,2.8,5.6,,,,,,
2021,Norte,AM,Itapiranga,Rural,Municipal,43.4,10.9,17.4,19.6,8.7,0.0,,,,,,
2021,Norte,AM,Itapiranga,Urbana,Publica,16.7,16.7,25.0,28.3,8.3,5.0,0.0,0.0,21.0,42.1,21.1,15.8
2021,Norte,AM,Itapiranga,Rural,Publica,43.4,10.9,17.4,19.6,8.7,0.0,25.0,0.0,0.0,62.5,12.5,0.0
2021,Norte,AM,Japurá,Urbana,Estadual,3.0,6.3,9.4,53.1,18.8,9.4,0.0,16.0,4.0,56.0,16.0,8.0
2021,Norte,AM,Japurá,Rural,Estadual,7.6,0.0,46.2,46.2,0.0,0.0,14.3,0.0,21.4,50.0,14.3,0.0
2021,Norte,AM,Japurá,Urbana,Municipal,13.4,42.3,13.5,21.2,7.7,1.9,,,,,,
2021,Norte,AM,Japurá,Rural,Municipal,50.0,6.0,32.1,9.5,2.4,0.0,,,,,,
2021,Norte,AM,Japurá,Urbana,Publica,11.1,33.3,12.5,30.6,8.3,4.2,0.0,16.0,4.0,56.0,16.0,8.0
2021,Norte,AM,Japurá,Rural,Publica,46.2,5.4,34.4,11.8,2.2,0.0,14.3,0.0,21.4,50.0,14.3,0.0
2021,Norte,AM,Juruá,Urbana,Estadual,0.0,19.6,15.2,54.3,8.7,2.2,0.0,0.0,10.0,80.0,5.0,5.0
2021,Norte,AM,Juruá,Rural,Estadual,0.0,6.7,13.3,20.0,6.7,53.3,17.8,0.0,3.6,39.3,10.7,28.6
2021,Norte,AM,Juruá,Urbana,Municipal,20.5,48.7,10.3,20.5,0.0,0.0,,,,,,
2021,Norte,AM,Juruá,Rural,Municipal,42.7,20.7,18.3,15.9,2.4,0.0,,,,,,
2021,Norte,AM,Juruá,Urbana,Publica,9.8,34.1,13.4,36.6,4.9,1.2,0.0,0.0,10.0,80.0,5.0,5.0
2021,Norte,AM,Juruá,Rural,Publica,36.1,18.6,17.5,16.5,3.1,8.2,17.8,0.0,3.6,39.3,10.7,28.6
2021,Norte,AM,Jutaí,Urbana,Estadual,0.0,18.1,27.3,45.5,6.8,2.3,0.0,0.0,17.5,47.5,15.0,20.0
2021,Norte,AM,Jutaí,Rural,Estadual,10.0,50.0,10.0,30.0,0.0,0.0,8.8,3.5,1.8,33.3,14.0,38.6
2021,Norte,AM,Jutaí,Urbana,Municipal,10.2,49.1,23.1,14.8,1.9,0.9,,,,,,
2021,Norte,AM,Jutaí,Rural,Municipal,50.6,11.2,29.8,7.3,1.1,0.0,,,,,,
2021,Norte,AM,Jutaí,Urbana,Publica,7.6,42.4,25.7,21.5,2.1,0.7,0.0,0.0,17.5,47.5,15.0,20.0
2021,Norte,AM,Jutaí,Rural,Publica,48.9,13.4,28.5,8.1,1.1,0.0,8.8,3.5,1.8,33.3,14.0,38.6
2021,Norte,AM,Lábrea,Urbana,Federal,,,,,,,0.0,30.8,35.9,33.3,0.0,0.0
2021,Norte,AM,Lábrea,Urbana,Estadual,3.7,30.9,29.1,32.7,3.6,0.0,0.0,32.8,45.9,18.0,3.3,0.0
2021,Norte,AM,Lábrea,Rural,Estadual,,,,,,,78.5,3.6,0.0,17.9,0.0,0.0
2021,Norte,AM,Lábrea,Urbana,Municipal,18.3,57.3,17.1,7.3,0.0,0.0,,,,,,
2021,Norte,AM,Lábrea,Rural,Municipal,87.0,4.6,6.3,2.1,0.0,0.0,,,,,,
2021,Norte,AM,Lábrea,Urbana,Publica,13.1,49.0,22.2,14.2,1.5,0.0,0.0,32.0,42.0,24.0,2.0,0.0
2021,Norte,AM,Lábrea,Rural,Publica,87.0,4.6,6.3,2.1,0.0,0.0,78.5,3.6,0.0,17.9,0.0,0.0
2021,Norte,AM,Manacapuru,Urbana,Federal,,,,,,,0.0,27.3,27.3,40.9,4.5,0.0
2021,Norte,AM,Manacapuru,Urbana,Estadual,3.5,19.4,29.5,35.7,8.8,3.1,0.0,1.4,28.5,46.7,19.0,4.4
2021,Norte,AM,Manacapuru,Rural,Estadual,6.0,17.6,20.6,38.2,17.6,0.0,29.6,12.5,9.1,42.0,5.7,1.1
2021,Norte,AM,Manacapuru,Urbana,Municipal,12.5,38.2,26.7,20.4,2.2,0.0,,,,,,
2021,Norte,AM,Manacapuru,Rural,Municipal,35.8,36.3,12.5,14.8,0.3,0.3,,,,,,
2021,Norte,AM,Manacapuru,Urbana,Privada,9.2,4.5,72.7,13.6,0.0,0.0,,,,,,
2021,Norte,AM,Manacapuru,Rural,Privada,50.0,0.0,0.0,50.0,0.0,0.0,,,,,,
2021,Norte,AM,Manacapuru,Urbana,Publica,8.2,29.5,28.8,26.5,5.4,1.6,0.0,5.0,28.3,45.9,17.0,3.8
2021,Norte,AM,Manacapuru,Rural,Publica,33.2,34.8,13.0,16.8,1.9,0.3,29.6,12.5,9.1,42.0,5.7,1.1
2021,Norte,AM,Manaquiri,Urbana,Estadual,0.0,11.8,17.6,52.9,11.8,5.9,0.0,0.0,9.2,72.7,13.6,4.5
2021,Norte,AM,Manaquiri,Rural,Estadual,,,,,,,16.0,2.7,1.3,44.0,16.0,20.0
2021,Norte,AM,Manaquiri,Urbana,Municipal,17.0,48.8,7.3,22.0,4.9,0.0,,,,,,
2021,Norte,AM,Manaquiri,Rural,Municipal,48.5,17.4,9.9,21.1,3.1,0.0,,,,,,
2021,Norte,AM,Manaquiri,Urbana,Publica,12.9,40.7,11.1,27.8,5.6,1.9,0.0,0.0,9.2,72.7,13.6,4.5
2021,Norte,AM,Manaquiri,Rural,Publica,48.5,17.4,9.9,21.1,3.1,0.0,16.0,2.7,1.3,44.0,16.0,20.0
2021,Norte,AM,Manaus,Urbana,Federal,0.0,80.3,17.9,1.8,0.0,0.0,1.1,44.3,28.9,24.6,1.1,0.0
2021,Norte,AM,Manaus,Urbana,Estadual,2.0,13.5,28.4,42.1,8.0,6.0,0.0,3.0,26.4,43.5,15.0,12.1
2021,Norte,AM,Manaus,Rural,Estadual,0.0,0.0,50.0,50.0,0.0,0.0,35.6,3.2,4.8,27.4,25.8,3.2
2021,Norte,AM,Manaus,Urbana,Municipal,4.6,13.4,33.6,40.1,3.9,4.4,,,,,,
2021,Norte,AM,Manaus,Rural,Municipal,6.2,6.9,41.9,34.6,7.7,2.7,,,,,,
2021,Norte,AM,Manaus,Urbana,Privada,19.1,12.8,39.9,24.0,2.6,1.6,0.4,7.5,33.8,44.9,7.9,5.5
2021,Norte,AM,Manaus,Urbana,Publica,3.7,14.8,33.3,38.3,5.3,4.6,0.2,6.2,26.6,42.0,13.9,11.1
2021,Norte,AM,Manaus,Rural,Publica,6.1,6.9,42.0,34.7,7.6,2.7,35.6,3.2,4.8,27.4,25.8,3.2
2021,Norte,AM,Manicoré,Urbana,Estadual,2.6,31.4,20.3,34.7,9.3,1.7,3.2,9.5,30.2,46.0,9.5,1.6
2021,Norte,AM,Manicoré,Rural,Estadual,27.7,6.6,28.9,26.3,9.2,1.3,20.6,3.9,10.8,54.9,8.8,1.0
2021,Norte,AM,Manicoré,Urbana,Municipal,4.2,21.3,20.2,43.6,9.6,1.1,,,,,,
2021,Norte,AM,Manicoré,Rural,Municipal,40.1,16.4,13.9,28.1,1.5,0.0,,,,,,
2021,Norte,AM,Manicoré,Urbana,Privada,40.0,0.0,0.0,60.0,0.0,0.0,,,,,,
2021,Norte,AM,Manicoré,Urbana,Publica,3.8,29.8,22.0,36.1,7.3,1.0,3.2,9.5,30.2,46.0,9.5,1.6
2021,Norte,AM,Manicoré,Rural,Publica,39.3,15.1,16.2,26.6,2.6,0.2,20.6,3.9,10.8,54.9,8.8,1.0
2021,Norte,AM,Maraã,Urbana,Estadual,0.0,7.6,23.1,43.6,15.4,10.3,0.0,8.8,21.7,34.8,13.0,21.7
2021,Norte,AM,Maraã,Rural,Estadual,,,,,,,54.3,0.0,5.7,31.4,8.6,0.0
2021,Norte,AM,Maraã,Urbana,Municipal,46.1,32.3,6.2,10.8,0.0,4.6,,,,,,
2021,Norte,AM,Maraã,Rural,Municipal,51.5,1.2,42.6,3.5,1.2,0.0,,,,,,
2021,Norte,AM,Maraã,Urbana,Publica,30.0,24.0,13.0,21.0,6.0,6.0,0.0,8.8,21.7,34.8,13.0,21.7
2021,Norte,AM,Maraã,Rural,Publica,51.5,1.2,42.6,3.5,1.2,0.0,54.3,0.0,5.7,31.4,8.6,0.0
2021,Norte,AM,Maués,Urbana,Federal,,,,,,,0.0,15.8,28.9,55.3,0.0,0.0
2021,Norte,AM,Maués,Urbana,Estadual,9.1,9.0,37.8,33.3,7.2,3.6,0.0,7.2,34.3,35.7,17.1,5.7
2021,Norte,AM,Maués,Rural,Estadual,0.0,42.9,0.0,57.1,0.0,0.0,32.6,9.6,0.0,38.6,7.2,12.0
2021,Norte,AM,Maués,Urbana,Municipal,26.1,42.4,10.9,15.8,2.4,2.4,,,,,,
2021,Norte,AM,Maués,Rural,Municipal,70.0,7.7,13.5,8.0,0.8,0.0,,,,,,
2021,Norte,AM,Maués,Urbana,Privada,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021,Norte,AM,Maués,Urbana,Publica,21.1,31.9,21.5,18.7,4.0,2.8,0.0,10.2,32.4,42.6,11.1,3.7
2021,Norte,AM,Maués,Rural,Publica,68.9,8.4,13.3,8.6,0.8,0.0,32.6,9.6,0.0,38.6,7.2,12.0
2021,Norte,AM,Nhamundá,Urbana,Estadual,14.5,33.3,18.8,29.2,2.1,2.1,0.0,31.3,37.5,28.1,0.0,3.1
2021,Norte,AM,Nhamundá,Rural,Estadual,0.0,31.2,56.3,12.5,0.0,0.0,16.7,8.3,16.7,50.0,8.3,0.0
2021,Norte,AM,Nhamundá,Urbana,Municipal,21.9,34.4,15.6,28.1,0.0,0.0,,,,,,
2021,Norte,AM,Nhamundá,Rural,Municipal,47.9,27.0,8.0,14.1,1.8,1.2,,,,,,
2021,Norte,AM,Nhamundá,Urbana,Publica,18.0,34.6,17.9,26.9,1.3,1.3,0.0,31.3,37.5,28.1,0.0,3.1
2021,Norte,AM,Nhamundá,Rural,Publica,43.5,27.4,12.3,14.0,1.7,1.1,16.7,8.3,16.7,50.0,8.3,0.0
2021,Norte,AM,Nova Olinda do Norte,Urbana,Estadual,4.4,20.3,37.7,29.0,7.2,1.4,3.7,14.5,47.3,30.9,1.8,1.8
2021,Norte,AM,Nova Olinda do Norte,Rural,Estadual,,,,,,,33.3,11.9,0.0,52.4,2.4,0.0
2021,Norte,AM,Nova Olinda do Norte,Urbana,Municipal,25.9,32.5,20.8,19.2,0.8,0.8,,,,,,
2021,Norte,AM,Nova Olinda do Norte,Rural,Municipal,52.8,27.5,5.0,14.2,0.5,0.0,,,,,,
2021,Norte,AM,Nova Olinda do Norte,Urbana,Privada,50.0,0.0,50.0,0.0,0.0,0.0,,,,,,
2021,Norte,AM,Nova Olinda do Norte,Urbana,Publica,19.0,29.8,27.0,20.8,2.8,0.6,3.7,14.5,47.3,30.9,1.8,1.8
2021,Norte,AM,Nova Olinda do Norte,Rural,Publica,52.8,27.5,5.0,14.2,0.5,0.0,33.3,11.9,0.0,52.4,2.4,0.0
