ANO,REGIAO,SIGLA_UF,COD_MUNICIPIO,NOME_MUNICIPIO,LOCALIZACAO,DEPEND_ADMINSTRATIVA,INFANTIL_1,INFANTIL_2,INFANTIL_3,INFANTIL_4,INFANTIL_5,FUNDAMENTAL_1,FUNDAMENTAL_2,FUNDAMENTAL_3,FUNDAMENTAL_4,FUNDAMENTAL_5,MEDIO_1,MEDIO_2,MEDIO_3,MEDIO_4,MEDIO_5,EJA_FUNDAMENTAL_1,EJA_FUNDAMENTAL_2,EJA_FUNDAMENTAL_3,EJA_FUNDAMENTAL_4,EJA_FUNDAMENTAL_5,EJA_MEDIO_1,EJA_MEDIO_2,EJA_MEDIO_3,EJA_MEDIO_4,EJA_MEDIO_5
2020,Norte,PA,1506138,Redenção,Rural,Municipal,"100,0","0,0","0,0","0,0","0,0","68,9","0,0","26,1","0,0","5,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506138,Redenção,Urbana,Privada,"48,4","0,0","22,6","0,0","29,0","40,4","2,2","22,7","1,1","33,6","46,1","0,0","35,2","5,5","13,2","30,4","0,0","52,2","0,0","17,4","41,6","0,0","42,4","1,6","14,4"
2020,Norte,PA,1506138,Redenção,Urbana,Pública,"87,6","0,7","4,4","0,0","7,3","73,9","0,0","22,6","1,6","1,9","82,3","2,6","15,1","0,0","0,0","56,8","0,0","43,2","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506138,Redenção,Rural,Pública,"100,0","0,0","0,0","0,0","0,0","68,9","0,0","26,1","0,0","5,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506161,Rio Maria,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"93,9","0,0","6,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506161,Rio Maria,Urbana,Municipal,"82,8","0,0","3,4","3,4","10,4","65,3","0,5","26,4","6,2","1,6",--,--,--,--,--,"37,0","0,0","55,6","7,4","0,0","58,3","0,0","41,7","0,0","0,0"
2020,Norte,PA,1506161,Rio Maria,Rural,Municipal,"66,7","0,0","33,3","0,0","0,0","29,9","0,0","45,5","16,2","8,4",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506161,Rio Maria,Urbana,Privada,"77,8","0,0","0,0","0,0","22,2","56,3","2,2","21,5","2,2","17,8","33,3","7,4","44,4","14,9","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506161,Rio Maria,Urbana,Pública,"82,8","0,0","3,4","3,4","10,4","65,3","0,5","26,4","6,2","1,6","93,9","0,0","6,1","0,0","0,0","37,0","0,0","55,6","7,4","0,0","58,3","0,0","41,7","0,0","0,0"
2020,Norte,PA,1506161,Rio Maria,Rural,Pública,"66,7","0,0","33,3","0,0","0,0","29,9","0,0","45,5","16,2","8,4",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506187,Rondon do Pará,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"84,5","0,0","15,5","0,0","0,0",--,--,--,--,--,"70,8","0,0","29,2","0,0","0,0"
2020,Norte,PA,1506187,Rondon do Pará,Urbana,Municipal,"97,6","0,0","0,0","0,0","2,4","78,2","0,0","19,4","0,7","1,7",--,--,--,--,--,"41,3","0,0","58,7","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506187,Rondon do Pará,Rural,Municipal,"66,7","0,0","5,6","0,0","27,7","17,8","0,0","55,0","0,0","27,2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506187,Rondon do Pará,Urbana,Privada,"66,7","0,0","16,7","0,0","16,6","89,2","0,0","10,8","0,0","0,0","61,8","0,0","38,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506187,Rondon do Pará,Urbana,Pública,"97,6","0,0","0,0","0,0","2,4","78,2","0,0","19,4","0,7","1,7","84,5","0,0","15,5","0,0","0,0","41,3","0,0","58,7","0,0","0,0","70,8","0,0","29,2","0,0","0,0"
2020,Norte,PA,1506187,Rondon do Pará,Rural,Pública,"66,7","0,0","5,6","0,0","27,7","17,8","0,0","55,0","0,0","27,2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506195,Rurópolis,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"81,6","0,0","18,4","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506195,Rurópolis,Rural,Estadual,--,--,--,--,--,--,--,--,--,--,"77,4","0,0","22,6","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506195,Rurópolis,Urbana,Municipal,"84,6","0,0","5,1","0,0","10,3","66,4","0,0","26,1","3,0","4,5",--,--,--,--,--,"58,8","0,0","41,2","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506195,Rurópolis,Rural,Municipal,"70,6","0,0","11,8","0,0","17,6","30,5","0,0","29,7","0,0","39,8",--,--,--,--,--,"35,0","0,0","65,0","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506195,Rurópolis,Urbana,Pública,"84,6","0,0","5,1","0,0","10,3","66,4","0,0","26,1","3,0","4,5","81,6","0,0","18,4","0,0","0,0","58,8","0,0","41,2","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506195,Rurópolis,Rural,Pública,"70,6","0,0","11,8","0,0","17,6","30,5","0,0","29,7","0,0","39,8","77,4","0,0","22,6","0,0","0,0","35,0","0,0","65,0","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506203,Salinópolis,Urbana,Estadual,--,--,--,--,--,"66,3","7,3","23,7","1,0","1,7","83,2","1,6","15,2","0,0","0,0","57,1","0,0","42,9","0,0","0,0","79,6","0,0","20,4","0,0","0,0"
2020,Norte,PA,1506203,Salinópolis,Urbana,Municipal,"74,7","0,0","3,8","1,3","20,2","77,3","1,1","13,8","0,6","7,2",--,--,--,--,--,"55,4","0,0","40,5","0,0","4,1",--,--,--,--,--
2020,Norte,PA,1506203,Salinópolis,Rural,Municipal,"75,0","0,0","0,0","0,0","25,0","40,3","0,0","41,2","0,0","18,5",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506203,Salinópolis,Urbana,Privada,"100,0","0,0","0,0","0,0","0,0","67,1","5,7","12,9","10,0","4,3","66,7","0,0","8,3","25,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506203,Salinópolis,Rural,Privada,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"54,2","0,0","45,8","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506203,Salinópolis,Urbana,Pública,"74,7","0,0","3,8","1,3","20,2","73,8","3,1","16,9","0,7","5,5","83,2","1,6","15,2","0,0","0,0","55,6","0,0","40,7","0,0","3,7","79,6","0,0","20,4","0,0","0,0"
2020,Norte,PA,1506203,Salinópolis,Rural,Pública,"75,0","0,0","0,0","0,0","25,0","40,3","0,0","41,2","0,0","18,5",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506302,Salvaterra,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"71,6","10,3","14,5","3,6","0,0",--,--,--,--,--,"87,3","5,1","7,6","0,0","0,0"
2020,Norte,PA,1506302,Salvaterra,Urbana,Municipal,"18,2","0,0","4,5","0,0","77,3","54,2","2,9","24,7","1,9","16,3",--,--,--,--,--,"56,4","2,6","20,5","0,0","20,5",--,--,--,--,--
2020,Norte,PA,1506302,Salvaterra,Rural,Municipal,"22,7","0,0","9,1","0,0","68,2","39,0","0,8","25,5","2,6","32,1",--,--,--,--,--,"54,8","0,0","23,8","4,8","16,6",--,--,--,--,--
2020,Norte,PA,1506302,Salvaterra,Urbana,Pública,"18,2","0,0","4,5","0,0","77,3","54,2","2,9","24,7","1,9","16,3","71,6","10,3","14,5","3,6","0,0","56,4","2,6","20,5","0,0","20,5","87,3","5,1","7,6","0,0","0,0"
2020,Norte,PA,1506302,Salvaterra,Rural,Pública,"22,7","0,0","9,1","0,0","68,2","39,0","0,8","25,5","2,6","32,1",--,--,--,--,--,"54,8","0,0","23,8","4,8","16,6",--,--,--,--,--
2020,Norte,PA,1506351,Santa Bárbara do Pará,Urbana,Estadual,--,--,--,--,--,"56,5","4,0","39,5","0,0","0,0","74,8","8,4","16,8","0,0","0,0","70,4","1,9","27,7","0,0","0,0","72,5","4,9","22,6","0,0","0,0"
2020,Norte,PA,1506351,Santa Bárbara do Pará,Rural,Estadual,--,--,--,--,--,"88,4","0,0","11,6","0,0","0,0","64,5","0,0","35,5","0,0","0,0",--,--,--,--,--,"66,7","0,0","33,3","0,0","0,0"
2020,Norte,PA,1506351,Santa Bárbara do Pará,Urbana,Municipal,"81,8","0,0","6,1","0,0","12,1","72,1","4,6","16,0","2,5","4,8",--,--,--,--,--,"0,0","0,0","100,0","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506351,Santa Bárbara do Pará,Rural,Municipal,"82,1","7,1","3,6","0,0","7,2","53,2","0,0","28,1","3,7","15,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506351,Santa Bárbara do Pará,Urbana,Pública,"81,8","0,0","6,1","0,0","12,1","64,3","4,3","27,7","1,2","2,5","74,8","8,4","16,8","0,0","0,0","61,3","1,6","37,1","0,0","0,0","72,5","4,9","22,6","0,0","0,0"
2020,Norte,PA,1506351,Santa Bárbara do Pará,Rural,Pública,"82,1","7,1","3,6","0,0","7,2","58,7","0,0","25,5","3,2","12,6","64,5","0,0","35,5","0,0","0,0",--,--,--,--,--,"66,7","0,0","33,3","0,0","0,0"
2020,Norte,PA,1506401,Santa Cruz do Arari,Urbana,Estadual,--,--,--,--,--,"79,2","0,0","7,5","0,0","13,3","59,7","0,0","36,4","0,0","3,9","71,4","0,0","14,3","0,0","14,3",--,--,--,--,--
2020,Norte,PA,1506401,Santa Cruz do Arari,Rural,Estadual,--,--,--,--,--,"57,1","0,0","28,6","0,0","14,3","47,6","0,0","47,6","0,0","4,8",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506401,Santa Cruz do Arari,Urbana,Municipal,"77,8","0,0","0,0","0,0","22,2","82,9","0,0","17,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506401,Santa Cruz do Arari,Rural,Municipal,"38,5","0,0","15,4","0,0","46,1","57,8","0,0","19,0","1,3","21,9",--,--,--,--,--,"85,7","0,0","14,3","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506401,Santa Cruz do Arari,Urbana,Pública,"77,8","0,0","0,0","0,0","22,2","82,0","0,0","14,6","0,0","3,4","59,7","0,0","36,4","0,0","3,9","71,4","0,0","14,3","0,0","14,3",--,--,--,--,--
2020,Norte,PA,1506401,Santa Cruz do Arari,Rural,Pública,"38,5","0,0","15,4","0,0","46,1","57,7","0,0","20,0","1,2","21,1","47,6","0,0","47,6","0,0","4,8","85,7","0,0","14,3","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506500,Santa Izabel do Pará,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"74,7","0,0","24,5","0,8","0,0","79,0","0,0","21,0","0,0","0,0","87,1","0,0","12,9","0,0","0,0"
2020,Norte,PA,1506500,Santa Izabel do Pará,Rural,Estadual,--,--,--,--,--,--,--,--,--,--,"82,6","0,0","17,4","0,0","0,0",--,--,--,--,--,"72,7","0,0","27,3","0,0","0,0"
2020,Norte,PA,1506500,Santa Izabel do Pará,Urbana,Municipal,"98,3","0,0","0,0","0,0","1,7","83,7","1,8","7,0","1,3","6,2",--,--,--,--,--,"70,6","0,0","20,0","3,8","5,6",--,--,--,--,--
2020,Norte,PA,1506500,Santa Izabel do Pará,Rural,Municipal,"85,5","0,0","1,8","0,0","12,7","71,4","1,7","13,7","2,6","10,6",--,--,--,--,--,"47,6","0,0","28,6","4,8","19,0",--,--,--,--,--
2020,Norte,PA,1506500,Santa Izabel do Pará,Urbana,Privada,"66,7","0,0","16,7","0,0","16,6","73,9","0,0","10,5","1,8","13,8","88,0","0,0","9,3","2,7","0,0","100,0","0,0","0,0","0,0","0,0","100,0","0,0","0,0","0,0","0,0"
2020,Norte,PA,1506500,Santa Izabel do Pará,Urbana,Pública,"98,3","0,0","0,0","0,0","1,7","83,7","1,8","7,0","1,3","6,2","74,7","0,0","24,5","0,8","0,0","75,7","0,0","20,6","1,5","2,2","87,1","0,0","12,9","0,0","0,0"
2020,Norte,PA,1506500,Santa Izabel do Pará,Rural,Pública,"85,5","0,0","1,8","0,0","12,7","71,4","1,7","13,7","2,6","10,6","82,6","0,0","17,4","0,0","0,0","47,6","0,0","28,6","4,8","19,0","72,7","0,0","27,3","0,0","0,0"
2020,Norte,PA,1506559,Santa Luzia do Pará,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"69,1","0,0","18,8","12,1","0,0",--,--,--,--,--,"60,0","0,0","25,7","14,3","0,0"
2020,Norte,PA,1506559,Santa Luzia do Pará,Urbana,Municipal,"85,7","0,0","0,0","0,0","14,3","63,9","7,8","22,3","0,9","5,1",--,--,--,--,--,"46,0","0,0","54,0","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506559,Santa Luzia do Pará,Rural,Municipal,"36,4","27,3","9,1","0,0","27,2","38,4","9,6","30,9","6,1","15,0",--,--,--,--,--,"34,1","0,0","25,0","4,5","36,4",--,--,--,--,--
2020,Norte,PA,1506559,Santa Luzia do Pará,Urbana,Privada,"100,0","0,0","0,0","0,0","0,0","87,5","0,0","12,5","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506559,Santa Luzia do Pará,Urbana,Pública,"85,7","0,0","0,0","0,0","14,3","63,9","7,8","22,3","0,9","5,1","69,1","0,0","18,8","12,1","0,0","46,0","0,0","54,0","0,0","0,0","60,0","0,0","25,7","14,3","0,0"
2020,Norte,PA,1506559,Santa Luzia do Pará,Rural,Pública,"36,4","27,3","9,1","0,0","27,2","38,4","9,6","30,9","6,1","15,0",--,--,--,--,--,"34,1","0,0","25,0","4,5","36,4",--,--,--,--,--
2020,Norte,PA,1506583,Santa Maria das Barreiras,Urbana,Estadual,--,--,--,--,--,"25,0","0,0","66,7","0,0","8,3","38,8","0,0","60,0","0,0","1,2",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506583,Santa Maria das Barreiras,Urbana,Municipal,"66,7","0,0","33,3","0,0","0,0","67,1","0,0","21,9","0,0","11,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506583,Santa Maria das Barreiras,Rural,Municipal,"42,9","0,0","5,7","0,0","51,4","33,6","0,4","35,2","2,2","28,6",--,--,--,--,--,"50,0","0,0","31,3","6,3","12,4",--,--,--,--,--
2020,Norte,PA,1506583,Santa Maria das Barreiras,Rural,Privada,--,--,--,--,--,--,--,--,--,--,"8,3","0,0","69,4","0,0","22,3",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506583,Santa Maria das Barreiras,Urbana,Pública,"66,7","0,0","33,3","0,0","0,0","50,4","0,0","39,7","0,0","9,9","38,8","0,0","60,0","0,0","1,2",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506583,Santa Maria das Barreiras,Rural,Pública,"42,9","0,0","5,7","0,0","51,4","33,6","0,4","35,2","2,2","28,6",--,--,--,--,--,"50,0","0,0","31,3","6,3","12,4",--,--,--,--,--
2020,Norte,PA,1506609,Santa Maria do Pará,Urbana,Estadual,--,--,--,--,--,"61,7","0,0","36,4","0,0","1,9","68,9","0,0","31,1","0,0","0,0","72,4","0,0","27,6","0,0","0,0","62,9","0,0","37,1","0,0","0,0"
2020,Norte,PA,1506609,Santa Maria do Pará,Rural,Estadual,--,--,--,--,--,"73,3","0,0","26,7","0,0","0,0","71,1","0,0","28,9","0,0","0,0","78,6","0,0","21,4","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506609,Santa Maria do Pará,Urbana,Municipal,"57,7","0,0","0,0","0,0","42,3","69,0","3,2","5,3","2,5","20,0",--,--,--,--,--,"3,6","0,0","96,4","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1506609,Santa Maria do Pará,Rural,Municipal,"63,0","0,0","0,0","0,0","37,0","42,6","0,0","32,0","1,7","23,7",--,--,--,--,--,"0,0","0,0","33,3","66,7","0,0",--,--,--,--,--
2020,Norte,PA,1506609,Santa Maria do Pará,Urbana,Privada,--,--,--,--,--,"47,5","0,0","37,5","0,0","15,0",--,--,--,--,--,--,--,--,--,--,"46,7","0,0","33,3","20,0","0,0"
2020,Norte,PA,1506609,Santa Maria do Pará,Urbana,Pública,"57,7","0,0","0,0","0,0","42,3","65,5","1,7","20,1","1,3","11,4","68,9","0,0","31,1","0,0","0,0","55,7","0,0","44,3","0,0","0,0","62,9","0,0","37,1","0,0","0,0"
2020,Norte,PA,1506609,Santa Maria do Pará,Rural,Pública,"63,0","0,0","0,0","0,0","37,0","49,4","0,0","30,8","1,3","18,5","71,1","0,0","28,9","0,0","0,0","44,9","0,0","26,5","28,6","0,0",--,--,--,--,--
2020,Norte,PA,1506708,Santana do Araguaia,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"49,9","0,0","50,1","0,0","0,0",--,--,--,--,--,"63,6","0,0","36,4","0,0","0,0"
2020,Norte,PA,1506708,Santana do Araguaia,Urbana,Municipal,"61,2","2,0","0,0","0,0","36,8","57,3","0,0","24,1","0,0","18,6",--,--,--,--,--,"9,8","0,0","70,0","3,1","17,1",--,--,--,--,--
2020,Norte,PA,1506708,Santana do Araguaia,Rural,Municipal,"58,3","0,0","0,0","0,0","41,7","27,0","0,0","41,3","0,0","31,7",--,--,--,--,--,"3,9","0,0","58,0","0,0","38,1",--,--,--,--,--
2020,Norte,PA,1506708,Santana do Araguaia,Urbana,Privada,"22,2","0,0","22,2","0,0","55,6","29,8","4,5","19,2","0,0","46,5",--,--,--,--,--,--,--,--,--,--,"16,7","8,3","75,0","0,0","0,0"
2020,Norte,PA,1506708,Santana do Araguaia,Urbana,Pública,"61,2","2,0","0,0","0,0","36,8","57,3","0,0","24,1","0,0","18,6","49,9","0,0","50,1","0,0","0,0","9,8","0,0","70,0","3,1","17,1","63,6","0,0","36,4","0,0","0,0"
2020,Norte,PA,1506708,Santana do Araguaia,Rural,Pública,"58,3","0,0","0,0","0,0","41,7","27,0","0,0","41,3","0,0","31,7",--,--,--,--,--,"3,9","0,0","58,0","0,0","38,1",--,--,--,--,--
2020,Norte,PA,1506807,Santarém,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,"81,7","3,7","11,9","2,7","0,0",--,--,--,--,--,"81,1","8,1","8,1","2,7","0,0"
2020,Norte,PA,1506807,Santarém,Urbana,Estadual,--,--,--,--,--,"71,8","4,1","22,8","1,3","0,0","73,1","1,9","23,3","1,2","0,5","72,4","2,9","24,7","0,0","0,0","63,5","5,4","30,0","1,1","0,0"
2020,Norte,PA,1506807,Santarém,Rural,Estadual,--,--,--,--,--,--,--,--,--,--,"59,1","0,0","39,6","1,3","0,0",--,--,--,--,--,"53,5","0,0","46,5","0,0","0,0"
2020,Norte,PA,1506807,Santarém,Urbana,Municipal,"52,0","2,1","9,2","2,2","34,5","64,7","4,3","17,9","3,8","9,3",--,--,--,--,--,"73,9","0,0","23,1","0,0","3,0",--,--,--,--,--
2020,Norte,PA,1506807,Santarém,Rural,Municipal,"47,3","1,5","19,8","1,5","29,9","35,7","1,2","45,2","1,7","16,2",--,--,--,--,--,"52,1","0,0","33,3","8,5","6,1",--,--,--,--,--
2020,Norte,PA,1506807,Santarém,Urbana,Privada,"44,5","1,8","26,3","3,9","23,5","57,9","3,2","14,7","3,9","20,3","72,9","2,1","20,3","2,3","2,4","100,0","0,0","0,0","0,0","0,0","59,2","5,7","27,6","6,6","0,9"
2020,Norte,PA,1506807,Santarém,Rural,Privada,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"32,4","2,7","62,2","2,7","0,0"
2020,Norte,PA,1506807,Santarém,Urbana,Pública,"52,0","2,1","9,2","2,2","34,5","66,0","4,3","18,9","3,3","7,5","73,3","2,0","23,0","1,3","0,4","73,3","1,2","23,8","0,0","1,7","64,4","5,6","28,9","1,1","0,0"
2020,Norte,PA,1506807,Santarém,Rural,Pública,"47,3","1,5","19,8","1,5","29,9","35,7","1,2","45,2","1,7","16,2","59,1","0,0","39,6","1,3","0,0","52,1","0,0","33,3","8,5","6,1","53,5","0,0","46,5","0,0","0,0"
2020,Norte,PA,1506906,Santarém Novo,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"62,5","0,0","37,5","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1506906,Santarém Novo,Urbana,Municipal,"45,5","0,0","0,0","0,0","54,5","56,1","3,7","28,0","0,0","12,2",--,--,--,--,--,"50,0","0,0","25,0","0,0","25,0",--,--,--,--,--
2020,Norte,PA,1506906,Santarém Novo,Rural,Municipal,"66,7","0,0","0,0","0,0","33,3","40,6","2,9","19,7","1,7","35,1",--,--,--,--,--,"27,6","1,7","55,2","0,0","15,5",--,--,--,--,--
2020,Norte,PA,1506906,Santarém Novo,Urbana,Pública,"45,5","0,0","0,0","0,0","54,5","56,1","3,7","28,0","0,0","12,2","62,5","0,0","37,5","0,0","0,0","50,0","0,0","25,0","0,0","25,0",--,--,--,--,--
2020,Norte,PA,1506906,Santarém Novo,Rural,Pública,"66,7","0,0","0,0","0,0","33,3","40,6","2,9","19,7","1,7","35,1",--,--,--,--,--,"27,6","1,7","55,2","0,0","15,5",--,--,--,--,--
2020,Norte,PA,1507003,Santo Antônio do Tauá,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"77,2","0,0","22,5","0,3","0,0",--,--,--,--,--,"33,3","0,0","54,8","11,9","0,0"
2020,Norte,PA,1507003,Santo Antônio do Tauá,Urbana,Municipal,"61,9","0,0","14,3","0,0","23,8","64,9","0,0","21,7","3,7","9,7",--,--,--,--,--,"70,7","0,0","19,5","3,7","6,1",--,--,--,--,--
2020,Norte,PA,1507003,Santo Antônio do Tauá,Rural,Municipal,"34,5","0,0","17,2","1,7","46,6","51,8","0,0","24,9","1,7","21,6",--,--,--,--,--,"60,0","0,0","20,0","0,0","20,0",--,--,--,--,--
2020,Norte,PA,1507003,Santo Antônio do Tauá,Urbana,Privada,"0,0","0,0","16,7","0,0","83,3","43,6","0,0","29,2","0,0","27,2","72,2","0,0","27,8","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1507003,Santo Antônio do Tauá,Urbana,Pública,"61,9","0,0","14,3","0,0","23,8","64,9","0,0","21,7","3,7","9,7","77,2","0,0","22,5","0,3","0,0","70,7","0,0","19,5","3,7","6,1","33,3","0,0","54,8","11,9","0,0"
2020,Norte,PA,1507003,Santo Antônio do Tauá,Rural,Pública,"34,5","0,0","17,2","1,7","46,6","51,8","0,0","24,9","1,7","21,6",--,--,--,--,--,"60,0","0,0","20,0","0,0","20,0",--,--,--,--,--
2020,Norte,PA,1507102,São Caetano de Odivelas,Urbana,Estadual,--,--,--,--,--,"69,9","0,0","27,7","2,4","0,0","59,9","2,2","32,3","5,6","0,0","61,1","0,0","38,9","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1507102,São Caetano de Odivelas,Urbana,Municipal,"3,4","0,0","6,9","0,0","89,7","26,3","0,0","11,0","0,0","62,7",--,--,--,--,--,"12,5","0,0","50,0","0,0","37,5",--,--,--,--,--
2020,Norte,PA,1507102,São Caetano de Odivelas,Rural,Municipal,"12,5","0,0","0,0","0,0","87,5","10,6","0,0","9,6","0,0","79,8",--,--,--,--,--,"12,5","0,0","87,5","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1507102,São Caetano de Odivelas,Urbana,Pública,"3,4","0,0","6,9","0,0","89,7","32,8","0,0","13,5","0,4","53,3","59,9","2,2","32,3","5,6","0,0","38,2","0,0","44,1","0,0","17,7",--,--,--,--,--
2020,Norte,PA,1507102,São Caetano de Odivelas,Rural,Pública,"12,5","0,0","0,0","0,0","87,5","10,6","0,0","9,6","0,0","79,8",--,--,--,--,--,"12,5","0,0","87,5","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1507151,São Domingos do Araguaia,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"51,1","0,0","48,9","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1507151,São Domingos do Araguaia,Urbana,Municipal,"51,9","0,0","7,8","1,3","39,0","35,2","0,7","35,9","3,9","24,3",--,--,--,--,--,"21,1","0,0","74,3","0,0","4,6",--,--,--,--,--
2020,Norte,PA,1507151,São Domingos do Araguaia,Rural,Municipal,"44,8","0,0","13,8","3,4","38,0","26,3","0,2","45,8","4,2","23,5",--,--,--,--,--,"1,8","0,0","50,9","0,0","47,3",--,--,--,--,--
2020,Norte,PA,1507151,São Domingos do Araguaia,Urbana,Privada,"0,0","0,0","0,0","0,0","100,0","62,5","5,6","15,3","0,0","16,6","45,5","0,0","54,5","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1507151,São Domingos do Araguaia,Urbana,Pública,"51,9","0,0","7,8","1,3","39,0","35,2","0,7","35,9","3,9","24,3","51,1","0,0","48,9","0,0","0,0","21,1","0,0","74,3","0,0","4,6",--,--,--,--,--
2020,Norte,PA,1507151,São Domingos do Araguaia,Rural,Pública,"44,8","0,0","13,8","3,4","38,0","26,3","0,2","45,8","4,2","23,5",--,--,--,--,--,"1,8","0,0","50,9","0,0","47,3",--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Urbana,Estadual,--,--,--,--,--,"70,0","11,8","18,2","0,0","0,0","56,7","0,0","36,2","7,1","0,0","87,5","0,0","12,5","0,0","0,0",--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Rural,Estadual,--,--,--,--,--,"71,4","0,0","28,6","0,0","0,0","32,0","6,8","51,5","9,7","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Urbana,Municipal,"57,6","3,0","9,1","0,0","30,3","54,8","6,2","29,2","0,0","9,8",--,--,--,--,--,"33,3","0,0","53,3","8,3","5,1",--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Rural,Municipal,"47,9","1,4","6,8","0,0","43,9","18,5","0,4","46,7","1,7","32,7",--,--,--,--,--,"8,7","0,0","25,7","2,0","63,6",--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Urbana,Privada,"0,0","0,0","0,0","0,0","100,0","70,8","0,0","29,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Urbana,Pública,"57,6","3,0","9,1","0,0","30,3","58,2","7,4","26,8","0,0","7,6","56,7","0,0","36,2","7,1","0,0","39,7","0,0","48,5","7,4","4,4",--,--,--,--,--
2020,Norte,PA,1507201,São Domingos do Capim,Rural,Pública,"47,9","1,4","6,8","0,0","43,9","19,4","0,4","46,4","1,6","32,2","32,0","6,8","51,5","9,7","0,0","8,7","0,0","25,7","2,0","63,6",--,--,--,--,--
2020,Norte,PA,1507300,São Félix do Xingu,Urbana,Estadual,--,--,--,--,--,--,--,--,--,--,"44,0","0,0","56,0","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,PA,1507300,São Félix do Xingu,Rural,Estadual,--,--,--,--,--,--,--,--,--,--,"32,3","0,0","67,7","0,0","0,0",--,--,--,--,--,--,--,--,--,--
