ANO,REGIAO,SIGLA_UF,COD_MUNICIPIO,NOME_MUNICIPIO,LOCALIZACAO,DEPEND_ADMINSTRATIVA,INFANTIL_1,INFANTIL_2,INFANTIL_3,INFANTIL_4,INFANTIL_5,FUNDAMENTAL_1,FUNDAMENTAL_2,FUNDAMENTAL_3,FUNDAMENTAL_4,FUNDAMENTAL_5,MEDIO_1,MEDIO_2,MEDIO_3,MEDIO_4,MEDIO_5,EJA_FUNDAMENTAL_1,EJA_FUNDAMENTAL_2,EJA_FUNDAMENTAL_3,EJA_FUNDAMENTAL_4,EJA_FUNDAMENTAL_5,EJA_MEDIO_1,EJA_MEDIO_2,EJA_MEDIO_3,EJA_MEDIO_4,EJA_MEDIO_5
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Estadual,--,--,--,--,--,"81,5","1,1","16,9","0,5","0,0","72,2","3,1","24,5","0,2","0,0","53,8","0,0","46,2","0,0","0,0","47,2","0,0","52,8","0,0","0,0"
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Estadual,--,--,--,--,--,"21,9","0,0","7,5","0,0","70,6","84,4","3,8","11,8","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Municipal,"91,5","2,1","0,0","2,1","4,3","74,6","1,2","18,1","0,0","6,1",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Municipal,"100,0","0,0","0,0","0,0","0,0","52,3","0,0","47,7","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Pública,"91,5","2,1","0,0","2,1","4,3","77,3","1,2","17,6","0,2","3,7","72,2","3,1","24,5","0,2","0,0","53,8","0,0","46,2","0,0","0,0","47,2","0,0","52,8","0,0","0,0"
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Pública,"100,0","0,0","0,0","0,0","0,0","34,3","0,0","23,9","0,0","41,8","84,4","3,8","11,8","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100023,Ariquemes,Rural,Federal,--,--,--,--,--,--,--,--,--,--,"84,6","5,0","5,4","4,1","0,9",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100023,Ariquemes,Urbana,Estadual,--,--,--,--,--,"68,6","3,0","24,0","3,9","0,5","67,9","1,3","25,8","5,0","0,0","52,5","0,0","32,1","15,4","0,0","55,0","0,0","37,1","7,9","0,0"
2020,Norte,RO,1100023,Ariquemes,Rural,Estadual,--,--,--,--,--,"63,0","0,0","37,0","0,0","0,0","36,6","0,0","63,4","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100023,Ariquemes,Urbana,Municipal,"92,2","2,2","2,2","1,1","2,3","72,6","2,6","23,1","0,2","1,5",--,--,--,--,--,"18,8","0,0","81,2","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100023,Ariquemes,Rural,Municipal,"77,8","5,6","16,6","0,0","0,0","58,4","5,1","35,2","0,4","0,9",--,--,--,--,--,"10,0","0,0","90,0","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100023,Ariquemes,Urbana,Privada,"50,9","0,0","43,8","0,0","5,3","83,0","0,0","13,6","0,0","3,4","84,6","0,0","15,4","0,0","0,0","6,3","0,0","93,7","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100023,Ariquemes,Urbana,Pública,"92,2","2,2","2,2","1,1","2,3","70,9","2,8","23,5","1,8","1,0","67,9","1,3","25,8","5,0","0,0","36,1","0,0","56,0","7,9","0,0","55,0","0,0","37,1","7,9","0,0"
2020,Norte,RO,1100023,Ariquemes,Rural,Pública,"77,8","5,6","16,6","0,0","0,0","59,1","4,4","35,5","0,3","0,7","67,4","3,2","26,2","2,6","0,6","10,0","0,0","90,0","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100031,Cabixi,Urbana,Estadual,--,--,--,--,--,"50,0","0,0","50,0","0,0","0,0","58,3","0,0","41,7","0,0","0,0","60,0","0,0","40,0","0,0","0,0","53,8","0,0","46,2","0,0","0,0"
2020,Norte,RO,1100031,Cabixi,Rural,Estadual,--,--,--,--,--,"43,8","0,0","56,2","0,0","0,0","44,4","0,0","55,6","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100031,Cabixi,Urbana,Municipal,"90,0","0,0","10,0","0,0","0,0","91,4","0,0","8,6","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100031,Cabixi,Urbana,Pública,"90,0","0,0","10,0","0,0","0,0","78,2","0,0","21,8","0,0","0,0","58,3","0,0","41,7","0,0","0,0","60,0","0,0","40,0","0,0","0,0","53,8","0,0","46,2","0,0","0,0"
2020,Norte,RO,1100031,Cabixi,Rural,Pública,--,--,--,--,--,"43,8","0,0","56,2","0,0","0,0","44,4","0,0","55,6","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100049,Cacoal,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,"81,2","10,9","5,8","2,1","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100049,Cacoal,Urbana,Estadual,--,--,--,--,--,"74,3","3,4","20,1","1,4","0,8","64,2","1,1","29,2","5,5","0,0","28,9","2,6","68,5","0,0","0,0","44,0","2,0","54,0","0,0","0,0"
2020,Norte,RO,1100049,Cacoal,Rural,Estadual,--,--,--,--,--,"22,0","0,0","10,2","15,5","52,3","33,3","0,0","25,0","33,3","8,4",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100049,Cacoal,Urbana,Municipal,"71,2","10,8","9,9","3,6","4,5","71,4","6,6","16,5","0,0","5,5",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100049,Cacoal,Rural,Municipal,"80,0","20,0","0,0","0,0","0,0","64,6","1,5","27,0","4,7","2,2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100049,Cacoal,Urbana,Privada,"64,2","1,1","30,5","2,1","2,1","79,9","6,8","11,6","1,6","0,1","73,5","6,7","13,4","6,4","0,0","19,8","0,0","26,7","53,5","0,0","33,3","0,0","66,7","0,0","0,0"
2020,Norte,RO,1100049,Cacoal,Rural,Privada,--,--,--,--,--,"33,3","22,2","11,1","33,4","0,0","25,0","16,7","25,0","33,3","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100049,Cacoal,Urbana,Pública,"71,2","10,8","9,9","3,6","4,5","73,2","4,6","18,8","0,9","2,5","65,9","2,1","26,9","5,1","0,0","28,9","2,6","68,5","0,0","0,0","44,0","2,0","54,0","0,0","0,0"
2020,Norte,RO,1100049,Cacoal,Rural,Pública,"80,0","20,0","0,0","0,0","0,0","54,5","1,2","23,0","7,3","14,0","33,3","0,0","25,0","33,3","8,4",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100056,Cerejeiras,Urbana,Estadual,--,--,--,--,--,"75,1","0,0","24,9","0,0","0,0","52,6","0,0","41,1","6,3","0,0","43,4","0,0","56,6","0,0","0,0","55,7","0,0","44,3","0,0","0,0"
2020,Norte,RO,1100056,Cerejeiras,Urbana,Municipal,"90,7","0,0","7,0","2,3","0,0","70,4","0,0","27,1","0,0","2,5",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100056,Cerejeiras,Urbana,Privada,"66,7","0,0","33,3","0,0","0,0","91,3","0,0","4,3","0,0","4,4",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100056,Cerejeiras,Urbana,Pública,"90,7","0,0","7,0","2,3","0,0","73,0","0,0","25,9","0,0","1,1","52,6","0,0","41,1","6,3","0,0","43,4","0,0","56,6","0,0","0,0","55,7","0,0","44,3","0,0","0,0"
2020,Norte,RO,1100064,Colorado do Oeste,Rural,Federal,--,--,--,--,--,--,--,--,--,--,"76,1","8,6","3,7","11,6","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Estadual,--,--,--,--,--,"60,4","0,9","34,3","4,4","0,0","53,1","0,0","40,1","6,8","0,0","25,0","0,0","25,0","50,0","0,0","47,6","0,0","52,4","0,0","0,0"
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Municipal,"83,8","2,7","10,8","2,7","0,0","82,3","8,3","7,3","0,0","2,1",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100064,Colorado do Oeste,Rural,Municipal,"75,0","0,0","0,0","0,0","25,0","46,2","6,3","41,1","3,2","3,2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Privada,"100,0","0,0","0,0","0,0","0,0","100,0","0,0","0,0","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Pública,"83,8","2,7","10,8","2,7","0,0","72,0","4,8","19,9","2,1","1,2","53,1","0,0","40,1","6,8","0,0","25,0","0,0","25,0","50,0","0,0","47,6","0,0","52,4","0,0","0,0"
2020,Norte,RO,1100064,Colorado do Oeste,Rural,Pública,"75,0","0,0","0,0","0,0","25,0","46,2","6,3","41,1","3,2","3,2","76,1","8,6","3,7","11,6","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100072,Corumbiara,Urbana,Estadual,--,--,--,--,--,"52,8","0,0","47,2","0,0","0,0","52,6","1,0","46,4","0,0","0,0","42,9","0,0","57,1","0,0","0,0","41,7","0,0","58,3","0,0","0,0"
2020,Norte,RO,1100072,Corumbiara,Rural,Estadual,--,--,--,--,--,"75,0","0,0","25,0","0,0","0,0","83,7","4,1","12,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100072,Corumbiara,Urbana,Municipal,"77,8","0,0","11,1","11,1","0,0","91,7","0,0","8,3","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100072,Corumbiara,Rural,Municipal,"33,3","0,0","0,0","0,0","66,7","33,9","13,6","39,8","5,9","6,8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100072,Corumbiara,Urbana,Pública,"77,8","0,0","11,1","11,1","0,0","73,7","0,0","26,3","0,0","0,0","52,6","1,0","46,4","0,0","0,0","42,9","0,0","57,1","0,0","0,0","41,7","0,0","58,3","0,0","0,0"
2020,Norte,RO,1100072,Corumbiara,Rural,Pública,"33,3","0,0","0,0","0,0","66,7","53,9","7,0","32,6","3,0","3,5","83,7","4,1","12,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100080,Costa Marques,Urbana,Estadual,--,--,--,--,--,"39,3","5,1","50,9","4,7","0,0","49,0","9,2","26,0","15,8","0,0","32,9","0,0","67,1","0,0","0,0","47,7","0,0","52,3","0,0","0,0"
2020,Norte,RO,1100080,Costa Marques,Rural,Estadual,--,--,--,--,--,"36,4","0,0","63,6","0,0","0,0","59,2","2,0","38,8","0,0","0,0",--,--,--,--,--,"29,2","0,0","70,8","0,0","0,0"
2020,Norte,RO,1100080,Costa Marques,Urbana,Municipal,"68,4","0,0","0,0","0,0","31,6","54,1","3,0","11,9","6,7","24,3",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100080,Costa Marques,Rural,Municipal,"42,9","0,0","0,0","0,0","57,1","37,9","2,3","23,9","1,0","34,9",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100080,Costa Marques,Urbana,Privada,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"8,3","0,0","58,3","0,0","33,4",--,--,--,--,--
2020,Norte,RO,1100080,Costa Marques,Urbana,Pública,"68,4","0,0","0,0","0,0","31,6","48,0","3,9","28,1","5,9","14,1","49,0","9,2","26,0","15,8","0,0","32,9","0,0","67,1","0,0","0,0","47,7","0,0","52,3","0,0","0,0"
2020,Norte,RO,1100080,Costa Marques,Rural,Pública,"42,9","0,0","0,0","0,0","57,1","37,6","2,0","30,1","0,8","29,5","59,2","2,0","38,8","0,0","0,0",--,--,--,--,--,"29,2","0,0","70,8","0,0","0,0"
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Estadual,--,--,--,--,--,"77,6","5,6","15,4","0,2","1,2","68,7","1,6","29,7","0,0","0,0","56,6","0,0","43,4","0,0","0,0","54,8","0,0","45,2","0,0","0,0"
2020,Norte,RO,1100098,Espigão D'Oeste,Rural,Estadual,--,--,--,--,--,"11,1","0,0","25,8","1,5","61,6","79,4","4,1","16,5","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Municipal,"87,2","0,0","10,3","0,0","2,5","81,1","0,0","14,3","2,6","2,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100098,Espigão D'Oeste,Rural,Municipal,"60,0","0,0","40,0","0,0","0,0","76,9","0,0","23,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Privada,"80,0","0,0","20,0","0,0","0,0","70,8","0,0","15,3","0,0","13,9","66,7","0,0","33,3","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Pública,"87,2","0,0","10,3","0,0","2,5","79,0","3,4","15,0","1,1","1,5","68,7","1,6","29,7","0,0","0,0","56,6","0,0","43,4","0,0","0,0","54,8","0,0","45,2","0,0","0,0"
2020,Norte,RO,1100098,Espigão D'Oeste,Rural,Pública,"60,0","0,0","40,0","0,0","0,0","44,8","0,0","24,4","0,7","30,1","79,4","4,1","16,5","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,"72,8","12,5","8,8","5,9","0,0",--,--,--,--,--,"62,5","18,8","6,3","12,4","0,0"
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Estadual,--,--,--,--,--,"63,0","0,8","35,5","0,7","0,0","44,4","0,0","55,6","0,0","0,0","52,7","0,0","43,2","4,1","0,0","42,1","0,0","55,9","2,0","0,0"
2020,Norte,RO,1100106,Guajará-Mirim,Rural,Estadual,--,--,--,--,--,"1,7","0,0","10,8","16,8","70,7","59,0","2,6","38,4","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Municipal,"82,8","1,6","10,9","0,0","4,7","74,6","0,0","15,4","0,0","10,0",--,--,--,--,--,"0,0","0,0","100,0","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Privada,"92,3","0,0","0,0","0,0","7,7","68,0","4,9","14,9","4,6","7,6","33,3","7,7","59,0","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Pública,"82,8","1,6","10,9","0,0","4,7","69,2","0,4","24,8","0,3","5,3","49,7","2,4","46,8","1,1","0,0","36,8","0,0","60,4","2,8","0,0","44,0","1,8","51,2","3,0","0,0"
2020,Norte,RO,1100106,Guajará-Mirim,Rural,Pública,--,--,--,--,--,"1,7","0,0","10,8","16,8","70,7","59,0","2,6","38,4","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,"90,9","0,0","9,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Urbana,Estadual,--,--,--,--,--,"72,9","0,0","27,1","0,0","0,0","71,0","0,8","28,2","0,0","0,0","42,9","0,0","57,1","0,0","0,0","53,4","0,0","46,6","0,0","0,0"
2020,Norte,RO,1100114,Jaru,Rural,Estadual,--,--,--,--,--,"0,0","0,0","0,0","0,0","100,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Urbana,Municipal,"89,2","0,0","6,8","0,0","4,0","75,6","0,8","22,7","0,9","0,0",--,--,--,--,--,"70,0","0,0","30,0","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Rural,Municipal,"100,0","0,0","0,0","0,0","0,0","77,5","3,4","19,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Urbana,Privada,"48,6","5,4","43,2","0,0","2,8","63,2","1,6","20,2","1,6","13,4","48,7","0,0","41,0","5,1","5,2","12,5","0,0","62,5","25,0","0,0",--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Rural,Privada,--,--,--,--,--,--,--,--,--,--,"66,0","0,0","34,0","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100114,Jaru,Urbana,Pública,"89,2","0,0","6,8","0,0","4,0","74,1","0,4","25,2","0,3","0,0","72,6","0,8","26,6","0,0","0,0","46,3","0,0","53,7","0,0","0,0","53,4","0,0","46,6","0,0","0,0"
2020,Norte,RO,1100114,Jaru,Rural,Pública,"100,0","0,0","0,0","0,0","0,0","75,3","3,3","18,5","0,0","2,9",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,"72,1","10,0","8,9","9,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Estadual,--,--,--,--,--,"75,0","2,8","18,9","2,1","1,2","63,7","1,8","31,2","2,5","0,8","49,0","0,0","48,0","3,0","0,0","59,5","0,0","38,3","2,2","0,0"
2020,Norte,RO,1100122,Ji-Paraná,Rural,Estadual,--,--,--,--,--,"21,5","0,0","10,2","26,9","41,4","37,5","0,0","45,8","12,5","4,2",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Municipal,"86,5","0,0","12,8","0,0","0,7","90,4","2,6","1,9","0,6","4,5",--,--,--,--,--,"16,1","0,0","76,3","0,0","7,6",--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Rural,Municipal,"81,8","0,0","18,2","0,0","0,0","62,7","0,0","34,7","0,0","2,6",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Privada,"47,6","0,8","23,4","0,8","27,4","62,5","3,4","12,0","2,0","20,1","60,8","4,2","33,6","0,0","1,4","6,2","0,0","93,8","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Rural,Privada,--,--,--,--,--,--,--,--,--,--,"53,9","0,0","46,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Pública,"86,5","0,0","12,8","0,0","0,7","79,0","2,7","14,5","1,7","2,1","64,5","2,5","29,2","3,1","0,7","31,4","0,0","63,2","1,4","4,0","59,5","0,0","38,3","2,2","0,0"
2020,Norte,RO,1100122,Ji-Paraná,Rural,Pública,"81,8","0,0","18,2","0,0","0,0","43,8","0,0","23,4","12,4","20,4","37,5","0,0","45,8","12,5","4,2",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Estadual,--,--,--,--,--,"60,5","4,1","22,7","1,4","11,3","64,2","1,6","29,9","1,6","2,7","26,8","0,0","64,8","0,6","7,8","58,4","0,0","32,7","2,0","6,9"
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Municipal,"90,0","0,0","8,6","0,0","1,4","65,8","1,1","25,8","4,1","3,2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100130,Machadinho D'Oeste,Rural,Municipal,"50,0","0,0","0,0","0,0","50,0","60,3","7,4","24,2","0,0","8,1",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Privada,"100,0","0,0","0,0","0,0","0,0","68,9","0,0","31,1","0,0","0,0","42,9","7,1","42,9","7,1","0,0","2,1","0,0","97,9","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Pública,"90,0","0,0","8,6","0,0","1,4","62,9","2,7","24,1","2,6","7,7","64,2","1,6","29,9","1,6","2,7","26,8","0,0","64,8","0,6","7,8","58,4","0,0","32,7","2,0","6,9"
2020,Norte,RO,1100130,Machadinho D'Oeste,Rural,Pública,"50,0","0,0","0,0","0,0","50,0","60,3","7,4","24,2","0,0","8,1",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Urbana,Estadual,--,--,--,--,--,"59,0","0,0","34,4","6,6","0,0","67,2","0,0","32,8","0,0","0,0","70,0","0,0","30,0","0,0","0,0","60,6","0,0","39,4","0,0","0,0"
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Urbana,Municipal,"82,6","4,3","4,3","0,0","8,8","84,9","2,1","13,0","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Rural,Municipal,"100,0","0,0","0,0","0,0","0,0","67,8","2,4","27,3","0,0","2,5",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Urbana,Pública,"82,6","4,3","4,3","0,0","8,8","74,5","1,2","21,6","2,7","0,0","67,2","0,0","32,8","0,0","0,0","70,0","0,0","30,0","0,0","0,0","60,6","0,0","39,4","0,0","0,0"
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Rural,Pública,"100,0","0,0","0,0","0,0","0,0","67,8","2,4","27,3","0,0","2,5",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Estadual,--,--,--,--,--,"64,8","1,4","33,8","0,0","0,0","65,2","3,5","31,3","0,0","0,0","74,2","0,0","25,8","0,0","0,0","71,2","0,0","28,8","0,0","0,0"
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Municipal,"90,6","1,9","1,9","1,9","3,7","93,6","2,2","3,2","0,0","1,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100155,Ouro Preto do Oeste,Rural,Municipal,"100,0","0,0","0,0","0,0","0,0","85,7","7,1","7,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Privada,"53,8","0,0","23,1","0,0","23,1","62,4","3,2","10,4","5,6","18,4","46,2","7,7","30,8","15,3","0,0","13,2","0,0","86,8","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Pública,"90,6","1,9","1,9","1,9","3,7","79,8","1,8","17,9","0,0","0,5","65,2","3,5","31,3","0,0","0,0","74,2","0,0","25,8","0,0","0,0","71,2","0,0","28,8","0,0","0,0"
2020,Norte,RO,1100155,Ouro Preto do Oeste,Rural,Pública,"100,0","0,0","0,0","0,0","0,0","85,7","7,1","7,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Estadual,--,--,--,--,--,"60,6","3,8","34,1","1,5","0,0","64,4","4,2","29,1","2,3","0,0","34,0","15,4","39,1","7,1","4,4","37,5","9,5","42,2","10,8","0,0"
2020,Norte,RO,1100189,Pimenta Bueno,Rural,Estadual,--,--,--,--,--,--,--,--,--,--,"76,8","0,0","23,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Municipal,"74,3","0,0","12,2","1,4","12,1","73,1","3,3","15,6","1,7","6,3",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100189,Pimenta Bueno,Rural,Municipal,"100,0","0,0","0,0","0,0","0,0","60,1","7,9","28,9","3,1","0,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Privada,"50,0","0,0","50,0","0,0","0,0","86,1","8,3","5,6","0,0","0,0","50,0","0,0","50,0","0,0","0,0",--,--,--,--,--,"58,3","0,0","33,3","8,4","0,0"
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Pública,"74,3","0,0","12,2","1,4","12,1","67,3","3,5","24,3","1,6","3,3","64,4","4,2","29,1","2,3","0,0","34,0","15,4","39,1","7,1","4,4","37,5","9,5","42,2","10,8","0,0"
2020,Norte,RO,1100189,Pimenta Bueno,Rural,Pública,"100,0","0,0","0,0","0,0","0,0","60,1","7,9","28,9","3,1","0,0","76,8","0,0","23,2","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100205,Porto Velho,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,"85,4","9,5","2,8","2,3","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100205,Porto Velho,Urbana,Estadual,"100,0","0,0","0,0","0,0","0,0","71,0","3,7","20,5","2,8","2,0","65,4","2,8","28,4","2,7","0,7","56,1","2,8","35,2","3,6","2,3","61,6","2,6","31,1","3,5","1,2"
2020,Norte,RO,1100205,Porto Velho,Rural,Estadual,--,--,--,--,--,"44,3","1,4","26,6","4,9","22,8","55,5","2,1","32,1","5,0","5,3","29,7","0,0","45,1","8,6","16,6","60,6","0,0","39,4","0,0","0,0"
2020,Norte,RO,1100205,Porto Velho,Urbana,Municipal,"86,4","2,8","5,8","1,0","4,0","86,0","3,1","5,3","1,2","4,4",--,--,--,--,--,"43,9","2,5","48,3","3,9","1,4",--,--,--,--,--
2020,Norte,RO,1100205,Porto Velho,Rural,Municipal,"77,5","1,4","14,1","0,0","7,0","72,4","1,3","18,6","1,7","6,0",--,--,--,--,--,"50,0","0,0","50,0","0,0","0,0",--,--,--,--,--
2020,Norte,RO,1100205,Porto Velho,Urbana,Privada,"47,8","1,4","32,7","5,0","13,1","74,6","2,4","10,5","3,7","8,8","72,7","1,4","21,7","3,2","1,0","16,7","0,0","8,3","41,7","33,3",--,--,--,--,--
2020,Norte,RO,1100205,Porto Velho,Rural,Privada,"100,0","0,0","0,0","0,0","0,0","65,3","0,0","16,8","11,9","6,0",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100205,Porto Velho,Urbana,Pública,"86,5","2,8","5,8","1,0","3,9","77,9","3,4","13,5","2,1","3,1","66,2","3,0","27,4","2,7","0,7","52,1","2,7","39,5","3,7","2,0","61,6","2,6","31,1","3,5","1,2"
2020,Norte,RO,1100205,Porto Velho,Rural,Pública,"77,5","1,4","14,1","0,0","7,0","65,7","1,3","20,5","2,5","10,0","55,5","2,1","32,1","5,0","5,3","35,1","0,0","46,4","6,3","12,2","60,6","0,0","39,4","0,0","0,0"
2020,Norte,RO,1100254,Presidente Médici,Urbana,Estadual,--,--,--,--,--,"66,5","2,3","28,6","0,8","1,8","66,3","1,5","32,2","0,0","0,0","63,0","0,0","37,0","0,0","0,0","63,6","0,0","36,4","0,0","0,0"
2020,Norte,RO,1100254,Presidente Médici,Rural,Estadual,--,--,--,--,--,"78,9","0,0","21,1","0,0","0,0","85,2","3,7","11,1","0,0","0,0",--,--,--,--,--,--,--,--,--,--
2020,Norte,RO,1100254,Presidente Médici,Urbana,Municipal,"97,4","0,0","2,6","0,0","0,0","79,0","6,6","8,2","4,1","2,1",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
