ano,regiao,uf,cod_municipio,nome_municipio,localizacao,depend_administrativa,percent_infantil,percent_fundamental,percent_medio,percent_educ_profissional,percent_eja,percent_educ_especial
2021,Norte,RO,1100924,Chupinguaia,Rural,Publica,83.3,77.6,96.6,,,
2021,Norte,RO,1100940,Cujubim,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1100940,Cujubim,Urbana,Municipal,100.0,90.7,,,100.0,
2021,Norte,RO,1100940,Cujubim,Urbana,Privada,100.0,100.0,,,,
2021,Norte,RO,1100940,Cujubim,Urbana,Publica,100.0,94.1,100.0,,100.0,
2021,Norte,RO,1100940,Cujubim,Rural,Municipal,75.0,89.7,,,,
2021,Norte,RO,1100940,Cujubim,Rural,Publica,75.0,89.7,,,,
2021,Norte,RO,1101005,Governador Jorge Teixeira,Urbana,Estadual,,100.0,100.0,,,
2021,Norte,RO,1101005,Governador Jorge Teixeira,Urbana,Municipal,100.0,100.0,,,100.0,
2021,Norte,RO,1101005,Governador Jorge Teixeira,Urbana,Publica,100.0,100.0,100.0,,100.0,
2021,Norte,RO,1101005,Governador Jorge Teixeira,Rural,Estadual,,0.0,,,,
2021,Norte,RO,1101005,Governador Jorge Teixeira,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101005,Governador Jorge Teixeira,Rural,Publica,100.0,91.2,,,,
2021,Norte,RO,1101104,Itapuã do Oeste,Urbana,Estadual,,92.6,100.0,,100.0,
2021,Norte,RO,1101104,Itapuã do Oeste,Urbana,Municipal,83.3,71.9,,,92.3,
2021,Norte,RO,1101104,Itapuã do Oeste,Urbana,Publica,83.3,81.4,100.0,,95.7,
2021,Norte,RO,1101104,Itapuã do Oeste,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101104,Itapuã do Oeste,Rural,Publica,100.0,100.0,,,,
2021,Norte,RO,1101203,Ministro Andreazza,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101203,Ministro Andreazza,Urbana,Municipal,91.7,96.8,,,100.0,
2021,Norte,RO,1101203,Ministro Andreazza,Urbana,Publica,91.7,97.8,100.0,,100.0,
2021,Norte,RO,1101203,Ministro Andreazza,Rural,Estadual,,0.0,,,,
2021,Norte,RO,1101203,Ministro Andreazza,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101203,Ministro Andreazza,Rural,Publica,100.0,89.5,,,,
2021,Norte,RO,1101302,Mirante da Serra,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101302,Mirante da Serra,Urbana,Municipal,90.0,90.9,,,,
2021,Norte,RO,1101302,Mirante da Serra,Urbana,Publica,90.0,95.6,100.0,,100.0,
2021,Norte,RO,1101302,Mirante da Serra,Rural,Estadual,,71.4,,,,
2021,Norte,RO,1101302,Mirante da Serra,Rural,Municipal,100.0,94.7,,,,
2021,Norte,RO,1101302,Mirante da Serra,Rural,Privada,,91.7,100.0,,,
2021,Norte,RO,1101302,Mirante da Serra,Rural,Publica,100.0,88.5,,,,
2021,Norte,RO,1101401,Monte Negro,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101401,Monte Negro,Urbana,Municipal,100.0,95.5,,,,
2021,Norte,RO,1101401,Monte Negro,Urbana,Publica,100.0,98.2,100.0,,100.0,
2021,Norte,RO,1101401,Monte Negro,Rural,Municipal,100.0,97.8,,,,
2021,Norte,RO,1101401,Monte Negro,Rural,Publica,100.0,97.8,,,,
2021,Norte,RO,1101435,Nova União,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101435,Nova União,Urbana,Municipal,80.0,100.0,,,,
2021,Norte,RO,1101435,Nova União,Urbana,Publica,80.0,100.0,100.0,,100.0,
2021,Norte,RO,1101435,Nova União,Rural,Municipal,66.7,96.0,,,,
2021,Norte,RO,1101435,Nova União,Rural,Publica,66.7,96.0,,,,
2021,Norte,RO,1101450,Parecis,Urbana,Estadual,,100.0,100.0,,,
2021,Norte,RO,1101450,Parecis,Urbana,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101450,Parecis,Urbana,Publica,100.0,100.0,100.0,,,
2021,Norte,RO,1101450,Parecis,Rural,Estadual,,33.3,100.0,,,
2021,Norte,RO,1101450,Parecis,Rural,Municipal,,100.0,,,,
2021,Norte,RO,1101450,Parecis,Rural,Publica,,69.2,100.0,,,
2021,Norte,RO,1101468,Pimenteiras do Oeste,Urbana,Estadual,,100.0,100.0,,,
2021,Norte,RO,1101468,Pimenteiras do Oeste,Urbana,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101468,Pimenteiras do Oeste,Urbana,Publica,100.0,100.0,100.0,,,
2021,Norte,RO,1101476,Primavera de Rondônia,Urbana,Estadual,,100.0,100.0,,,
2021,Norte,RO,1101476,Primavera de Rondônia,Urbana,Municipal,88.9,100.0,,,,
2021,Norte,RO,1101476,Primavera de Rondônia,Urbana,Publica,88.9,100.0,100.0,,,
2021,Norte,RO,1101476,Primavera de Rondônia,Rural,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101476,Primavera de Rondônia,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101476,Primavera de Rondônia,Rural,Publica,100.0,100.0,100.0,,100.0,
2021,Norte,RO,1101484,São Felipe D'Oeste,Urbana,Estadual,,96.0,95.8,,100.0,
2021,Norte,RO,1101484,São Felipe D'Oeste,Urbana,Municipal,100.0,100.0,,,100.0,
2021,Norte,RO,1101484,São Felipe D'Oeste,Urbana,Publica,100.0,97.7,95.8,,100.0,
2021,Norte,RO,1101492,São Francisco do Guaporé,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101492,São Francisco do Guaporé,Urbana,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101492,São Francisco do Guaporé,Urbana,Publica,100.0,100.0,100.0,,100.0,
2021,Norte,RO,1101492,São Francisco do Guaporé,Rural,Estadual,,83.3,,,,
2021,Norte,RO,1101492,São Francisco do Guaporé,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101492,São Francisco do Guaporé,Rural,Privada,,,66.7,,,
2021,Norte,RO,1101492,São Francisco do Guaporé,Rural,Publica,100.0,98.0,,,,
2021,Norte,RO,1101500,Seringueiras,Urbana,Estadual,,100.0,100.0,,100.0,
2021,Norte,RO,1101500,Seringueiras,Urbana,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101500,Seringueiras,Urbana,Privada,,,,83.3,,
2021,Norte,RO,1101500,Seringueiras,Urbana,Publica,100.0,100.0,100.0,,100.0,
2021,Norte,RO,1101500,Seringueiras,Rural,Estadual,,0.0,,,,
2021,Norte,RO,1101500,Seringueiras,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101500,Seringueiras,Rural,Publica,100.0,88.2,,,,
2021,Norte,RO,1101559,Teixeirópolis,Urbana,Estadual,,100.0,100.0,,,
2021,Norte,RO,1101559,Teixeirópolis,Urbana,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101559,Teixeirópolis,Urbana,Publica,100.0,100.0,100.0,,,
2021,Norte,RO,1101559,Teixeirópolis,Rural,Municipal,100.0,100.0,,,,
2021,Norte,RO,1101559,Teixeirópolis,Rural,Publica,100.0,100.0,,,,
2021,Norte,RO,1101609,Theobroma,Urbana,Estadual,,100.0,100.0,,100.0,
