ANO,REGIAO,SIGLA_UF,COD_MUNICIPIOS,NOME_MUNICIPIO,LOCALIZACAO,DEPEND_ADMINISTRATIVA,FUNDAMENTAL_TOTAL_NIVEL_1,FUNDAMENTAL_TOTAL_NIVEL_2,FUNDAMENTAL_TOTAL_NIVEL_3,FUNDAMENTAL_TOTAL_NIVEL_4,FUNDAMENTAL_TOTAL_NIVEL_5,FUNDAMENTAL_TOTAL_NIVEL_6,FUNDAMENTAL_ANOS_INICIAIS_NIVEL_1,FUNDAMENTAL_ANOS_INICIAIS_NIVEL_2,FUNDAMENTAL_ANOS_INICIAIS_NIVEL_3,FUNDAMENTAL_ANOS_INICIAIS_NIVEL_4,FUNDAMENTAL_ANOS_INICIAIS_NIVEL_5,FUNDAMENTAL_ANOS_INICIAIS_NIVEL_6,FUNDAMENTAL_ANOS_FINAIS_NIVEL_1,FUNDAMENTAL_ANOS_FINAIS_NIVEL_2,FUNDAMENTAL_ANOS_FINAIS_NIVEL_3,FUNDAMENTAL_ANOS_FINAIS_NIVEL_4,FUNDAMENTAL_ANOS_FINAIS_NIVEL_5,FUNDAMENTAL_ANOS_FINAIS_NIVEL_6,MEDIO_NIVEL_1,MEDIO_NIVEL_2,MEDIO_NIVEL_3,MEDIO_NIVEL_4,MEDIO_NIVEL_5,MEDIO_NIVEL_6
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Estadual,15.1,1.5,36.4,22.7,18.2,6.1,66.6,6.7,6.7,6.7,13.3,0.0,0.0,0.0,43.6,27.3,21.8,7.3,0.0,2.8,21.1,18.3,46.5,11.3
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Estadual,52.0,0.0,20.0,28.0,0.0,0.0,86.6,0.0,6.7,6.7,0.0,0.0,0.0,0.0,36.4,63.6,0.0,0.0,0.0,0.0,3.4,6.9,75.9,13.8
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Municipal,55.1,13.5,5.6,20.2,3.4,2.2,80.3,12.5,3.6,3.6,0.0,0.0,11.4,14.3,8.6,51.4,8.6,5.7,,,,,,
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Municipal,35.0,10.0,7.5,35.0,10.0,2.5,100.0,0.0,0.0,0.0,0.0,0.0,23.5,11.8,8.8,41.2,11.8,2.9,,,,,,
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Pública,38.7,8.6,19.1,21.7,8.6,3.3,77.5,11.3,4.2,4.2,2.8,0.0,4.8,5.7,31.0,37.9,14.9,5.7,0.0,2.8,21.1,18.3,46.5,11.3
2020,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Pública,41.5,6.2,12.3,32.3,6.2,1.5,90.4,0.0,4.8,4.8,0.0,0.0,17.7,8.9,15.6,46.7,8.9,2.2,0.0,0.0,3.4,6.9,75.9,13.8
2020,Norte,RO,1100023,Ariquemes,Rural,Federal,,,,,,,,,,,,,,,,,,,0.0,46.0,49.2,4.8,0.0,0.0
2020,Norte,RO,1100023,Ariquemes,Urbana,Estadual,6.9,4.7,30.0,42.1,14.2,2.1,50.1,30.8,3.8,11.5,0.0,3.8,0.0,0.6,33.3,47.6,16.1,2.4,0.0,2.3,30.2,38.5,24.0,5.0
2020,Norte,RO,1100023,Ariquemes,Rural,Estadual,0.0,0.0,15.4,61.5,23.1,0.0,,,,,,,0.0,0.0,15.4,61.5,23.1,0.0,7.7,0.0,0.0,69.2,23.1,0.0
2020,Norte,RO,1100023,Ariquemes,Urbana,Municipal,31.2,31.1,21.7,10.7,4.1,1.2,36.0,34.1,18.5,10.4,0.5,0.5,0.0,7.4,35.2,35.2,18.5,3.7,,,,,,
2020,Norte,RO,1100023,Ariquemes,Rural,Municipal,33.6,7.5,20.0,33.8,3.8,1.3,44.6,3.6,14.3,37.5,0.0,0.0,5.0,10.0,25.0,50.0,7.5,2.5,,,,,,
2020,Norte,RO,1100023,Ariquemes,Urbana,Privada,10.7,17.0,47.9,22.3,0.0,2.1,18.2,5.5,54.5,21.8,0.0,0.0,0.0,26.0,36.0,34.0,0.0,4.0,0.0,18.7,56.3,25.0,0.0,0.0
2020,Norte,RO,1100023,Ariquemes,Urbana,Pública,20.9,19.9,25.5,24.6,7.7,1.4,37.8,33.9,16.5,10.6,0.4,0.8,0.0,2.3,34.7,45.4,15.3,2.3,0.0,2.3,30.2,38.5,24.0,5.0
2020,Norte,RO,1100023,Ariquemes,Rural,Pública,28.9,6.5,19.4,37.6,6.5,1.1,44.6,3.6,14.3,37.5,0.0,0.0,3.9,7.5,22.6,52.8,11.3,1.9,1.3,38.2,40.8,15.8,3.9,0.0
2020,Norte,RO,1100031,Cabixi,Urbana,Estadual,0.0,0.0,11.7,47.1,29.4,11.8,,,,,,,0.0,0.0,11.7,47.1,29.4,11.8,0.0,0.0,0.0,50.0,35.7,14.3
2020,Norte,RO,1100031,Cabixi,Rural,Estadual,0.0,0.0,0.0,90.0,0.0,10.0,,,,,,,0.0,0.0,0.0,90.0,0.0,10.0,28.6,0.0,0.0,71.4,0.0,0.0
2020,Norte,RO,1100031,Cabixi,Urbana,Municipal,93.4,3.3,0.0,0.0,0.0,3.3,93.4,3.3,0.0,0.0,0.0,3.3,,,,,,,,,,,,
2020,Norte,RO,1100031,Cabixi,Urbana,Pública,60.9,2.2,4.3,17.4,10.9,4.3,93.4,3.3,0.0,0.0,0.0,3.3,0.0,0.0,11.7,47.1,29.4,11.8,0.0,0.0,0.0,50.0,35.7,14.3
2020,Norte,RO,1100031,Cabixi,Rural,Pública,0.0,0.0,0.0,90.0,0.0,10.0,,,,,,,0.0,0.0,0.0,90.0,0.0,10.0,28.6,0.0,0.0,71.4,0.0,0.0
2020,Norte,RO,1100049,Cacoal,Urbana,Federal,,,,,,,,,,,,,,,,,,,0.0,32.2,46.4,21.4,0.0,0.0
2020,Norte,RO,1100049,Cacoal,Urbana,Estadual,25.5,13.2,26.9,23.1,4.7,6.6,65.1,21.7,1.2,10.8,0.0,1.2,0.0,7.2,41.2,34.6,7.4,9.6,0.0,10.4,30.1,29.4,21.7,8.4
2020,Norte,RO,1100049,Cacoal,Rural,Estadual,40.9,0.0,38.6,18.2,2.3,0.0,83.3,0.0,16.7,0.0,0.0,0.0,33.3,0.0,43.6,20.5,2.6,0.0,0.0,0.0,64.0,32.0,4.0,0.0
2020,Norte,RO,1100049,Cacoal,Urbana,Municipal,13.3,7.2,72.3,3.6,2.4,1.2,15.1,8.2,71.2,4.1,0.0,1.4,0.0,0.0,72.7,9.1,18.2,0.0,,,,,,
2020,Norte,RO,1100049,Cacoal,Rural,Municipal,17.3,2.7,24.0,50.7,1.3,4.0,29.0,4.4,33.3,33.3,0.0,0.0,0.0,0.0,7.2,83.3,2.4,7.1,,,,,,
2020,Norte,RO,1100049,Cacoal,Urbana,Privada,18.0,15.0,33.1,30.7,1.6,1.6,34.4,20.3,20.3,25.0,0.0,0.0,1.4,8.1,43.2,41.9,2.7,2.7,2.8,2.8,42.3,40.8,2.8,8.5
2020,Norte,RO,1100049,Cacoal,Rural,Privada,0.0,0.0,77.8,22.2,0.0,0.0,,,,,,,0.0,0.0,77.8,22.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2020,Norte,RO,1100049,Cacoal,Urbana,Pública,22.2,11.6,39.9,17.7,3.8,4.8,41.6,15.4,34.0,7.7,0.0,1.3,0.0,6.9,43.8,32.9,7.5,8.9,0.0,16.6,34.7,27.1,15.6,6.0
2020,Norte,RO,1100049,Cacoal,Rural,Pública,26.0,1.7,29.4,38.7,1.7,2.5,35.3,3.9,31.4,29.4,0.0,0.0,16.0,0.0,24.7,53.1,2.5,3.7,0.0,0.0,64.0,32.0,4.0,0.0
2020,Norte,RO,1100056,Cerejeiras,Urbana,Estadual,18.7,10.4,29.2,35.4,6.3,0.0,64.4,21.4,0.0,7.1,7.1,0.0,0.0,5.7,40.0,48.6,5.7,0.0,0.0,0.0,30.4,52.2,17.4,0.0
2020,Norte,RO,1100056,Cerejeiras,Urbana,Municipal,72.0,23.3,4.7,0.0,0.0,0.0,72.0,23.3,4.7,0.0,0.0,0.0,,,,,,,,,,,,
2020,Norte,RO,1100056,Cerejeiras,Urbana,Privada,30.7,15.4,0.0,38.5,15.4,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,28.5,0.0,42.9,28.6,0.0,,,,,,
2020,Norte,RO,1100056,Cerejeiras,Urbana,Pública,43.9,16.5,17.6,18.7,3.3,0.0,70.1,22.8,3.5,1.8,1.8,0.0,0.0,5.7,40.0,48.6,5.7,0.0,0.0,0.0,30.4,52.2,17.4,0.0
2020,Norte,RO,1100064,Colorado do Oeste,Rural,Federal,,,,,,,,,,,,,,,,,,,0.0,45.3,52.8,1.9,0.0,0.0
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Estadual,0.0,0.0,31.6,52.6,10.5,5.3,,,,,,,0.0,0.0,31.6,52.6,10.5,5.3,2.8,8.3,16.7,58.3,8.3,5.6
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Municipal,93.7,6.3,0.0,0.0,0.0,0.0,93.7,6.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2020,Norte,RO,1100064,Colorado do Oeste,Rural,Municipal,43.7,37.5,12.5,6.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,16.7,8.3,0.0,0.0,,,,,,
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Privada,12.5,12.5,75.0,0.0,0.0,0.0,12.5,12.5,75.0,0.0,0.0,0.0,,,,,,,,,,,,
2020,Norte,RO,1100064,Colorado do Oeste,Urbana,Pública,52.2,3.5,14.0,23.3,4.7,2.3,93.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,31.6,52.6,10.5,5.3,2.8,8.3,16.7,58.3,8.3,5.6
2020,Norte,RO,1100064,Colorado do Oeste,Rural,Pública,43.7,37.5,12.5,6.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,16.7,8.3,0.0,0.0,0.0,45.3,52.8,1.9,0.0,0.0
2020,Norte,RO,1100072,Corumbiara,Urbana,Estadual,0.0,10.0,50.0,20.0,20.0,0.0,,,,,,,0.0,10.0,50.0,20.0,20.0,0.0,0.0,0.0,0.0,18.2,69.7,12.1
2020,Norte,RO,1100072,Corumbiara,Rural,Estadual,26.6,13.3,20.0,26.7,6.7,6.7,57.1,0.0,0.0,14.3,14.3,14.3,0.0,20.0,30.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,81.5,18.5
2020,Norte,RO,1100072,Corumbiara,Urbana,Municipal,72.7,27.3,0.0,0.0,0.0,0.0,72.7,27.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2020,Norte,RO,1100072,Corumbiara,Rural,Municipal,66.7,33.3,0.0,0.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100072,Corumbiara,Urbana,Pública,38.2,19.0,23.8,9.5,9.5,0.0,72.7,27.3,0.0,0.0,0.0,0.0,0.0,10.0,50.0,20.0,20.0,0.0,0.0,0.0,0.0,18.2,69.7,12.1
2020,Norte,RO,1100072,Corumbiara,Rural,Pública,46.8,23.3,10.0,13.3,3.3,3.3,73.6,10.5,0.0,5.3,5.3,5.3,0.0,38.4,23.1,23.1,7.7,7.7,0.0,0.0,0.0,0.0,81.5,18.5
2020,Norte,RO,1100080,Costa Marques,Urbana,Estadual,0.0,0.0,39.3,32.1,17.9,10.7,,,,,,,0.0,0.0,39.3,32.1,17.9,10.7,0.0,2.5,2.5,25.0,50.0,20.0
2020,Norte,RO,1100080,Costa Marques,Rural,Estadual,0.0,0.0,0.0,44.4,55.6,0.0,,,,,,,0.0,0.0,0.0,44.4,55.6,0.0,0.0,0.0,0.0,8.8,79.4,11.8
2020,Norte,RO,1100080,Costa Marques,Urbana,Municipal,70.3,18.9,5.4,5.4,0.0,0.0,76.5,20.6,0.0,2.9,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,,,,,,
2020,Norte,RO,1100080,Costa Marques,Rural,Municipal,48.7,27.0,18.9,0.0,2.7,2.7,81.8,18.2,0.0,0.0,0.0,0.0,0.0,39.9,46.7,0.0,6.7,6.7,,,,,,
2020,Norte,RO,1100080,Costa Marques,Urbana,Pública,40.0,10.8,20.0,16.9,7.7,4.6,76.5,20.6,0.0,2.9,0.0,0.0,0.0,0.0,41.9,32.3,16.1,9.7,0.0,2.5,2.5,25.0,50.0,20.0
2020,Norte,RO,1100080,Costa Marques,Rural,Pública,39.2,21.7,15.2,8.7,13.0,2.2,81.8,18.2,0.0,0.0,0.0,0.0,0.0,24.9,29.2,16.7,25.0,4.2,0.0,0.0,0.0,8.8,79.4,11.8
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Estadual,17.2,17.1,25.7,32.9,5.7,1.4,40.8,40.7,3.7,7.4,7.4,0.0,2.1,2.1,37.5,47.9,8.3,2.1,0.0,8.4,30.0,28.3,30.0,3.3
2020,Norte,RO,1100098,Espigão D'Oeste,Rural,Estadual,72.0,16.0,8.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,58.8,23.5,11.8,5.9,0.0,0.0,0.0,0.0,0.0,7.4,81.5,11.1
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Municipal,21.6,2.0,52.9,17.6,5.9,0.0,24.4,2.2,46.7,20.0,6.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100098,Espigão D'Oeste,Rural,Municipal,16.7,20.0,26.7,30.0,3.3,3.3,33.3,6.7,40.0,13.3,6.7,0.0,0.0,29.3,11.8,47.1,5.9,5.9,,,,,,
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Privada,6.7,20.0,20.0,53.3,0.0,0.0,12.5,0.0,12.5,75.0,0.0,0.0,0.0,23.1,15.4,61.5,0.0,0.0,0.0,18.2,18.2,63.6,0.0,0.0
2020,Norte,RO,1100098,Espigão D'Oeste,Urbana,Pública,19.6,11.0,38.1,26.3,4.2,0.8,31.0,16.9,31.0,15.5,5.6,0.0,1.8,1.9,44.4,42.6,7.4,1.9,0.0,8.4,30.0,28.3,30.0,3.3
2020,Norte,RO,1100098,Espigão D'Oeste,Rural,Pública,42.5,18.5,18.5,16.7,1.9,1.9,56.6,4.3,26.1,8.7,4.3,0.0,30.4,27.3,12.1,24.2,3.0,3.0,0.0,0.0,0.0,7.4,81.5,11.1
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Federal,,,,,,,,,,,,,,,,,,,0.0,25.0,44.4,30.6,0.0,0.0
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Estadual,13.4,4.4,34.4,33.3,7.8,6.7,63.1,5.3,5.3,26.3,0.0,0.0,0.0,4.1,41.1,37.0,9.6,8.2,9.1,4.5,39.4,30.3,7.6,9.1
2020,Norte,RO,1100106,Guajará-Mirim,Rural,Estadual,36.8,18.9,43.4,0.9,0.0,0.0,58.4,19.4,22.2,0.0,0.0,0.0,24.6,17.8,56.2,1.4,0.0,0.0,0.0,3.5,0.0,3.6,75.0,17.9
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Municipal,43.8,25.4,20.2,7.9,0.9,1.8,40.6,27.4,21.7,7.5,0.9,1.9,87.5,0.0,0.0,12.5,0.0,0.0,,,,,,
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Privada,41.4,5.2,25.9,24.1,0.0,3.4,43.3,6.7,33.3,16.7,0.0,0.0,32.4,2.9,17.6,41.2,0.0,5.9,0.0,19.9,6.7,66.7,0.0,6.7
2020,Norte,RO,1100106,Guajará-Mirim,Urbana,Pública,30.8,16.4,26.4,18.9,4.0,3.5,44.4,24.2,18.5,10.5,0.8,1.6,8.6,3.8,37.5,33.8,8.8,7.5,5.8,11.8,41.2,30.4,4.9,5.9
2020,Norte,RO,1100106,Guajará-Mirim,Rural,Pública,36.8,18.9,43.4,0.9,0.0,0.0,58.4,19.4,22.2,0.0,0.0,0.0,24.6,17.8,56.2,1.4,0.0,0.0,0.0,3.5,0.0,3.6,75.0,17.9
2020,Norte,RO,1100114,Jaru,Urbana,Federal,,,,,,,,,,,,,,,,,,,0.0,14.8,55.6,29.6,0.0,0.0
2020,Norte,RO,1100114,Jaru,Urbana,Estadual,3.7,8.5,26.8,43.9,12.2,4.9,50.1,8.3,0.0,33.3,8.3,0.0,0.0,8.4,28.6,44.8,13.0,5.2,0.0,2.7,15.1,43.2,30.8,8.2
2020,Norte,RO,1100114,Jaru,Rural,Estadual,50.0,0.0,50.0,0.0,0.0,0.0,,,,,,,50.0,0.0,50.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100114,Jaru,Urbana,Municipal,34.6,53.4,6.9,1.7,1.7,1.7,34.6,53.4,6.9,1.7,1.7,1.7,,,,,,,,,,,,
2020,Norte,RO,1100114,Jaru,Rural,Municipal,33.3,2.8,22.2,16.7,11.1,13.9,78.6,0.0,14.3,7.1,0.0,0.0,4.4,4.3,26.1,26.1,17.4,21.7,,,,,,
2020,Norte,RO,1100114,Jaru,Urbana,Privada,18.7,9.3,37.2,30.2,2.3,2.3,20.8,4.2,58.3,12.5,0.0,4.2,12.0,12.0,32.0,40.0,4.0,0.0,9.0,9.1,45.5,27.3,9.1,0.0
2020,Norte,RO,1100114,Jaru,Rural,Privada,,,,,,,,,,,,,,,,,,,0.0,91.7,8.3,0.0,0.0,0.0
2020,Norte,RO,1100114,Jaru,Urbana,Pública,16.8,27.6,18.9,26.5,7.3,2.9,35.9,49.2,6.3,4.7,2.3,1.6,0.0,8.4,28.6,44.8,13.0,5.2,0.0,4.7,21.4,41.0,26.0,6.9
2020,Norte,RO,1100114,Jaru,Rural,Pública,34.2,2.6,23.7,15.8,10.5,13.2,78.6,0.0,14.3,7.1,0.0,0.0,8.0,4.0,28.0,24.0,16.0,20.0,,,,,,
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Federal,,,,,,,,,,,,,,,,,,,0.0,20.0,80.0,0.0,0.0,0.0
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Estadual,16.1,21.3,19.0,29.6,8.8,5.2,36.4,46.5,0.5,10.2,2.7,3.7,0.0,1.2,31.0,45.9,14.1,7.8,0.0,3.9,13.8,46.1,25.9,10.3
2020,Norte,RO,1100122,Ji-Paraná,Rural,Estadual,51.5,3.0,15.2,21.2,6.1,3.0,80.0,0.0,20.0,0.0,0.0,0.0,6.6,6.7,20.0,46.7,13.3,6.7,0.0,0.0,0.0,70.0,20.0,10.0
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Municipal,28.0,56.2,9.6,2.7,2.1,1.4,28.0,56.2,9.6,2.7,2.1,1.4,,,,,,,,,,,,
2020,Norte,RO,1100122,Ji-Paraná,Rural,Municipal,32.9,32.9,11.4,11.4,5.1,6.3,54.8,9.7,16.1,12.9,0.0,6.5,15.8,40.4,15.8,14.0,7.0,7.0,,,,,,
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Privada,19.9,10.8,38.7,22.5,5.4,2.7,34.9,12.7,33.3,12.7,3.2,3.2,0.0,7.4,42.6,38.9,7.4,3.7,0.0,10.2,36.7,40.8,8.2,4.1
2020,Norte,RO,1100122,Ji-Paraná,Rural,Privada,,,,,,,,,,,,,,,,,,,0.0,33.3,53.3,6.7,6.7,0.0
2020,Norte,RO,1100122,Ji-Paraná,Urbana,Pública,19.3,30.5,16.7,22.7,6.9,3.9,33.0,51.1,4.5,6.6,2.4,2.4,0.0,1.2,31.0,45.9,14.1,7.8,0.0,6.9,26.5,37.3,20.9,8.4
2020,Norte,RO,1100122,Ji-Paraná,Rural,Pública,38.3,24.1,12.5,14.3,5.4,5.4,64.8,5.9,17.6,7.8,0.0,3.9,14.0,33.3,16.7,20.8,8.3,6.9,0.0,0.0,0.0,70.0,20.0,10.0
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Estadual,0.0,3.6,46.4,36.9,10.7,2.4,,,,,,,0.0,3.6,46.4,36.9,10.7,2.4,9.0,2.6,6.5,37.7,37.7,6.5
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Municipal,56.1,8.2,28.8,1.4,4.1,1.4,56.1,8.2,28.8,1.4,4.1,1.4,,,,,,,,,,,,
2020,Norte,RO,1100130,Machadinho D'Oeste,Rural,Municipal,45.1,33.3,18.3,3.3,0.0,0.0,44.8,32.8,19.0,3.4,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Privada,23.5,0.0,35.3,29.4,5.9,5.9,36.3,0.0,27.3,36.4,0.0,0.0,0.0,0.0,30.0,50.0,10.0,10.0,10.0,0.0,30.0,40.0,10.0,10.0
2020,Norte,RO,1100130,Machadinho D'Oeste,Urbana,Pública,26.5,5.8,38.7,20.0,7.7,1.3,56.1,8.2,28.8,1.4,4.1,1.4,0.0,3.6,46.4,36.9,10.7,2.4,9.0,2.6,6.5,37.7,37.7,6.5
2020,Norte,RO,1100130,Machadinho D'Oeste,Rural,Pública,45.1,33.3,18.3,3.3,0.0,0.0,44.8,32.8,19.0,3.4,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Urbana,Estadual,0.0,0.0,38.5,34.6,19.2,7.7,,,,,,,0.0,0.0,38.5,34.6,19.2,7.7,0.0,0.0,23.8,52.4,9.5,14.3
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Urbana,Municipal,42.0,18.0,8.0,24.0,6.0,2.0,61.8,23.5,0.0,11.8,2.9,0.0,0.0,5.5,22.2,50.0,16.7,5.6,,,,,,
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Rural,Municipal,37.8,2.2,26.7,24.4,6.7,2.2,72.8,0.0,18.2,4.5,4.5,0.0,4.0,4.0,36.0,40.0,12.0,4.0,,,,,,
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Urbana,Pública,28.8,12.3,19.2,26.0,9.6,4.1,61.8,23.5,0.0,11.8,2.9,0.0,0.0,2.5,34.1,39.0,17.1,7.3,0.0,0.0,23.8,52.4,9.5,14.3
2020,Norte,RO,1100148,Nova Brasilândia D'Oeste,Rural,Pública,37.8,2.2,26.7,24.4,6.7,2.2,72.8,0.0,18.2,4.5,4.5,0.0,4.0,4.0,36.0,40.0,12.0,4.0,,,,,,
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Estadual,0.0,3.8,42.9,39.0,7.8,6.5,0.0,50.0,0.0,50.0,0.0,0.0,0.0,2.6,43.4,39.5,7.9,6.6,0.0,1.4,15.5,40.8,32.4,9.9
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Municipal,35.9,46.9,14.8,1.2,0.0,1.2,35.9,46.9,14.8,1.2,0.0,1.2,,,,,,,,,,,,
2020,Norte,RO,1100155,Ouro Preto do Oeste,Rural,Municipal,38.4,46.2,7.7,7.7,0.0,0.0,33.4,50.0,8.3,8.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Privada,48.0,4.3,26.1,13.0,4.3,4.3,64.6,5.9,11.8,5.9,5.9,5.9,0.0,0.0,62.5,25.0,0.0,12.5,10.0,0.0,50.0,30.0,0.0,10.0
2020,Norte,RO,1100155,Ouro Preto do Oeste,Urbana,Pública,18.7,26.3,28.8,19.2,3.8,3.2,34.9,47.0,14.5,2.4,0.0,1.2,0.0,2.6,43.4,39.5,7.9,6.6,0.0,1.4,15.5,40.8,32.4,9.9
2020,Norte,RO,1100155,Ouro Preto do Oeste,Rural,Pública,38.4,46.2,7.7,7.7,0.0,0.0,33.4,50.0,8.3,8.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Estadual,8.4,11.6,28.4,28.4,11.6,11.6,61.5,15.4,0.0,23.1,0.0,0.0,0.0,10.6,31.8,31.8,12.9,12.9,0.0,3.3,20.2,22.3,37.2,17.0
2020,Norte,RO,1100189,Pimenta Bueno,Rural,Estadual,,,,,,,,,,,,,,,,,,,0.0,16.7,61.1,22.2,0.0,0.0
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Municipal,28.6,36.7,16.3,10.2,3.1,5.1,30.4,38.0,17.4,9.8,1.1,3.3,0.0,16.7,0.0,16.7,33.3,33.3,,,,,,
2020,Norte,RO,1100189,Pimenta Bueno,Rural,Municipal,35.3,26.5,5.9,23.5,2.9,5.9,59.9,6.7,6.7,20.0,0.0,6.7,13.1,34.8,8.7,30.4,4.3,8.7,,,,,,
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Privada,21.5,7.1,21.4,35.7,0.0,14.3,42.8,14.3,14.3,28.6,0.0,0.0,0.0,0.0,22.2,55.6,0.0,22.2,0.0,0.0,0.0,77.8,0.0,22.2
2020,Norte,RO,1100189,Pimenta Bueno,Urbana,Pública,19.2,25.3,23.1,19.4,6.5,6.5,34.3,35.2,15.2,11.4,1.0,2.9,0.0,11.2,30.3,31.5,13.5,13.5,0.0,3.3,20.2,22.3,37.2,17.0
2020,Norte,RO,1100189,Pimenta Bueno,Rural,Pública,35.3,26.5,5.9,23.5,2.9,5.9,59.9,6.7,6.7,20.0,0.0,6.7,13.1,34.8,8.7,30.4,4.3,8.7,0.0,16.7,61.1,22.2,0.0,0.0
2020,Norte,RO,1100205,Porto Velho,Urbana,Federal,,,,,,,,,,,,,,,,,,,0.0,15.0,74.2,9.7,1.1,0.0
2020,Norte,RO,1100205,Porto Velho,Urbana,Estadual,7.2,8.2,22.0,42.9,12.5,7.2,36.4,26.8,11.8,21.5,0.4,3.1,0.0,3.6,23.9,48.8,15.2,8.5,0.1,2.7,14.5,53.5,19.1,10.1
2020,Norte,RO,1100205,Porto Velho,Rural,Estadual,26.3,2.0,25.3,33.3,11.1,2.0,56.1,6.3,12.5,18.8,0.0,6.3,19.6,1.1,27.6,36.8,12.6,2.3,0.0,2.7,6.8,40.5,43.2,6.8
2020,Norte,RO,1100205,Porto Velho,Urbana,Municipal,33.0,11.9,35.0,14.3,1.8,4.0,33.0,12.0,34.9,14.3,1.8,4.0,16.7,0.0,50.0,33.3,0.0,0.0,,,,,,
2020,Norte,RO,1100205,Porto Velho,Rural,Municipal,46.3,14.5,20.8,11.0,3.0,4.4,54.5,8.4,24.3,9.6,1.2,2.0,23.4,24.3,14.0,22.1,6.6,9.6,,,,,,
2020,Norte,RO,1100205,Porto Velho,Urbana,Privada,17.1,16.8,35.0,24.8,3.0,3.3,25.8,19.0,34.6,19.0,0.9,0.7,0.7,10.0,34.3,40.8,6.6,7.6,0.0,4.7,26.3,54.4,7.6,7.0
2020,Norte,RO,1100205,Porto Velho,Rural,Privada,12.3,20.4,14.3,46.9,4.1,2.0,16.3,27.0,10.8,43.2,2.7,0.0,0.0,0.0,13.7,77.3,4.5,4.5,,,,,,
2020,Norte,RO,1100205,Porto Velho,Urbana,Pública,19.5,10.3,28.0,30.0,7.7,4.5,35.0,15.6,29.6,14.8,1.5,3.5,0.3,3.5,24.2,48.6,15.0,8.4,0.0,4.1,21.0,48.8,17.1,9.0
2020,Norte,RO,1100205,Porto Velho,Rural,Pública,42.1,11.9,21.9,15.6,4.8,3.7,54.8,8.2,23.6,10.1,1.1,2.2,22.1,15.3,19.4,27.9,9.0,6.3,0.0,2.7,6.8,40.5,43.2,6.8
