ano,regiao,uf,nome_municipio,localizacao,depend_administrativa,media_infantil,media_fundamental,media_medio
2021,Norte,AM,Manacapuru,Rural,Estadual, ,17.7,21.2
2021,Norte,AM,Manacapuru,Urbana,Municipal,23.9,29.6, 
2021,Norte,AM,Manacapuru,Rural,Municipal,18.6,22.2, 
2021,Norte,AM,Manacapuru,Urbana,Privada,12.1,17.5, 
2021,Norte,AM,Manacapuru,Urbana,Publica,23.9,28.6,34.1
2021,Norte,AM,Manacapuru,Rural,Publica,18.6,21.8,21.2
2021,Norte,AM,Manaquiri,Urbana,Estadual, ,23.5,32.3
2021,Norte,AM,Manaquiri,Rural,Estadual, , ,12.9
2021,Norte,AM,Manaquiri,Urbana,Municipal,18.1,27.5, 
2021,Norte,AM,Manaquiri,Rural,Municipal,13.9,12.7, 
2021,Norte,AM,Manaquiri,Urbana,Publica,18.1,26.7,32.3
2021,Norte,AM,Manaquiri,Rural,Publica,13.9,12.7,12.9
2021,Norte,AM,Manaus,Urbana,Federal, ,20.7,27.7
2021,Norte,AM,Manaus,Urbana,Estadual, ,33.7,40.3
2021,Norte,AM,Manaus,Rural,Estadual, ,4.8,20.3
2021,Norte,AM,Manaus,Urbana,Municipal,20.2,30.0, 
2021,Norte,AM,Manaus,Rural,Municipal,12.4,16.7, 
2021,Norte,AM,Manaus,Urbana,Privada,11.3,17.9,27.1
2021,Norte,AM,Manaus,Urbana,Publica,20.2,31.2,39.9
2021,Norte,AM,Manaus,Rural,Publica,12.4,16.6,20.3
2021,Norte,AM,Manicoré,Urbana,Estadual, ,23.0,28.9
2021,Norte,AM,Manicoré,Rural,Estadual, ,8.8,14.5
2021,Norte,AM,Manicoré,Urbana,Municipal,15.5,24.7, 
2021,Norte,AM,Manicoré,Rural,Municipal,18.6,15.6, 
2021,Norte,AM,Manicoré,Urbana,Publica,15.5,23.8,28.9
2021,Norte,AM,Manicoré,Rural,Publica,18.6,14.7,14.5
2021,Norte,AM,Maraã,Urbana,Estadual, ,27.1,23.0
2021,Norte,AM,Maraã,Rural,Estadual, , ,13.0
2021,Norte,AM,Maraã,Urbana,Municipal,19.4,20.3, 
2021,Norte,AM,Maraã,Rural,Municipal,11.6,10.7, 
2021,Norte,AM,Maraã,Urbana,Publica,19.4,24.0,23.0
2021,Norte,AM,Maraã,Rural,Publica,11.6,10.7,13.0
2021,Norte,AM,Maués,Urbana,Federal, , ,36.6
2021,Norte,AM,Maués,Urbana,Estadual, ,30.6,35.2
2021,Norte,AM,Maués,Rural,Estadual, ,23.0,17.5
2021,Norte,AM,Maués,Urbana,Municipal,21.0,23.6, 
2021,Norte,AM,Maués,Rural,Municipal,12.5,15.5, 
2021,Norte,AM,Maués,Urbana,Privada,14.1,15.5, 
2021,Norte,AM,Maués,Urbana,Publica,21.0,26.6,35.4
2021,Norte,AM,Maués,Rural,Publica,12.5,15.5,17.5
2021,Norte,AM,Nhamundá,Urbana,Estadual, ,23.9,30.4
2021,Norte,AM,Nhamundá,Rural,Estadual, ,9.7,14.7
2021,Norte,AM,Nhamundá,Urbana,Municipal,17.6,23.3, 
2021,Norte,AM,Nhamundá,Rural,Municipal,14.2,14.3, 
2021,Norte,AM,Nhamundá,Urbana,Publica,17.6,23.6,30.4
2021,Norte,AM,Nhamundá,Rural,Publica,14.2,14.0,14.7
2021,Norte,AM,Nova Olinda do Norte,Urbana,Estadual, ,24.9,33.7
2021,Norte,AM,Nova Olinda do Norte,Rural,Estadual, , ,17.0
2021,Norte,AM,Nova Olinda do Norte,Urbana,Municipal,24.6,23.4, 
2021,Norte,AM,Nova Olinda do Norte,Rural,Municipal,13.5,13.5, 
2021,Norte,AM,Nova Olinda do Norte,Urbana,Privada,16.0,21.0, 
2021,Norte,AM,Nova Olinda do Norte,Urbana,Publica,24.6,24.1,33.7
2021,Norte,AM,Nova Olinda do Norte,Rural,Publica,13.5,13.5,17.0
2021,Norte,AM,Novo Airão,Urbana,Estadual, ,30.0,38.2
2021,Norte,AM,Novo Airão,Rural,Estadual, , ,15.3
2021,Norte,AM,Novo Airão,Urbana,Municipal,16.2,23.7, 
2021,Norte,AM,Novo Airão,Rural,Municipal,11.3,16.3, 
2021,Norte,AM,Novo Airão,Urbana,Publica,16.2,25.3,38.2
2021,Norte,AM,Novo Airão,Rural,Publica,11.3,16.3,15.3
2021,Norte,AM,Novo Aripuanã,Urbana,Estadual, ,25.5,30.5
2021,Norte,AM,Novo Aripuanã,Rural,Estadual, ,10.5,14.8
2021,Norte,AM,Novo Aripuanã,Urbana,Municipal,19.8,23.4, 
2021,Norte,AM,Novo Aripuanã,Rural,Municipal,11.3,12.1, 
2021,Norte,AM,Novo Aripuanã,Urbana,Publica,19.8,24.7,30.5
2021,Norte,AM,Novo Aripuanã,Rural,Publica,11.3,12.0,14.8
2021,Norte,AM,Parintins,Urbana,Federal, , ,31.9
2021,Norte,AM,Parintins,Urbana,Estadual, ,29.8,32.7
2021,Norte,AM,Parintins,Rural,Estadual, ,23.7,14.1
2021,Norte,AM,Parintins,Urbana,Municipal,19.8,25.1, 
2021,Norte,AM,Parintins,Rural,Municipal,17.6,16.0, 
2021,Norte,AM,Parintins,Urbana,Privada,9.3,18.2, 
2021,Norte,AM,Parintins,Urbana,Publica,19.8,27.5,32.7
2021,Norte,AM,Parintins,Rural,Publica,17.6,16.3,14.1
2021,Norte,AM,Pauini,Urbana,Estadual, ,30.1,32.1
2021,Norte,AM,Pauini,Rural,Estadual, ,12.6,12.7
2021,Norte,AM,Pauini,Urbana,Municipal,16.6,24.5, 
2021,Norte,AM,Pauini,Rural,Municipal,14.0,12.9, 
2021,Norte,AM,Pauini,Urbana,Publica,16.6,26.5,32.1
2021,Norte,AM,Pauini,Rural,Publica,14.0,12.8,12.7
2021,Norte,AM,Presidente Figueiredo,Urbana,Federal, , ,29.2
2021,Norte,AM,Presidente Figueiredo,Urbana,Estadual, ,28.5,27.5
2021,Norte,AM,Presidente Figueiredo,Rural,Estadual, , ,14.8
2021,Norte,AM,Presidente Figueiredo,Urbana,Municipal,19.7,23.4, 
2021,Norte,AM,Presidente Figueiredo,Rural,Municipal,15.4,16.9, 
2021,Norte,AM,Presidente Figueiredo,Urbana,Privada,8.7,12.4, 
2021,Norte,AM,Presidente Figueiredo,Urbana,Publica,19.7,24.0,28.0
2021,Norte,AM,Presidente Figueiredo,Rural,Publica,15.4,16.9,14.8
2021,Norte,AM,Rio Preto da Eva,Urbana,Estadual, ,26.1,38.0
2021,Norte,AM,Rio Preto da Eva,Rural,Estadual, , ,21.8
2021,Norte,AM,Rio Preto da Eva,Urbana,Municipal,19.3,27.7, 
2021,Norte,AM,Rio Preto da Eva,Rural,Municipal,19.4,24.7, 
2021,Norte,AM,Rio Preto da Eva,Urbana,Privada,5.0,15.0, 
2021,Norte,AM,Rio Preto da Eva,Rural,Privada,3.0,19.1,42.7
2021,Norte,AM,Rio Preto da Eva,Urbana,Publica,19.3,27.3,38.0
2021,Norte,AM,Rio Preto da Eva,Rural,Publica,19.4,24.7,21.8
2021,Norte,AM,Santa Isabel do Rio Negro,Urbana,Estadual, ,26.6,31.1
2021,Norte,AM,Santa Isabel do Rio Negro,Rural,Estadual, ,7.7,8.8
2021,Norte,AM,Santa Isabel do Rio Negro,Urbana,Municipal,18.3,23.5, 
2021,Norte,AM,Santa Isabel do Rio Negro,Rural,Municipal,8.9,10.3, 
2021,Norte,AM,Santa Isabel do Rio Negro,Urbana,Publica,18.3,25.1,31.1
2021,Norte,AM,Santa Isabel do Rio Negro,Rural,Publica,8.9,9.2,8.8
2021,Norte,AM,Santo Antônio do Içá,Urbana,Estadual, ,39.0,30.8
2021,Norte,AM,Santo Antônio do Içá,Rural,Estadual, ,17.0,24.6
2021,Norte,AM,Santo Antônio do Içá,Urbana,Municipal,19.9,24.2, 
2021,Norte,AM,Santo Antônio do Içá,Rural,Municipal,13.5,16.7, 
2021,Norte,AM,Santo Antônio do Içá,Urbana,Publica,19.9,31.3,30.8
2021,Norte,AM,Santo Antônio do Içá,Rural,Publica,13.5,16.7,24.6
2021,Norte,AM,São Gabriel da Cachoeira,Urbana,Federal, , ,32.0
2021,Norte,AM,São Gabriel da Cachoeira,Urbana,Estadual, ,29.2,31.9
2021,Norte,AM,São Gabriel da Cachoeira,Rural,Estadual, ,16.4,10.8
2021,Norte,AM,São Gabriel da Cachoeira,Urbana,Municipal,21.7,25.8, 
2021,Norte,AM,São Gabriel da Cachoeira,Rural,Municipal,12.3,12.0, 
2021,Norte,AM,São Gabriel da Cachoeira,Urbana,Privada,14.7,15.1, 
2021,Norte,AM,São Gabriel da Cachoeira,Urbana,Publica,21.7,28.3,32.0
2021,Norte,AM,São Gabriel da Cachoeira,Rural,Publica,12.3,12.7,10.8
2021,Norte,AM,São Paulo de Olivença,Urbana,Estadual, ,27.5,32.2
2021,Norte,AM,São Paulo de Olivença,Rural,Estadual, ,19.0,16.2
2021,Norte,AM,São Paulo de Olivença,Urbana,Municipal,18.3,19.7, 
2021,Norte,AM,São Paulo de Olivença,Rural,Municipal,15.2,17.9, 
2021,Norte,AM,São Paulo de Olivença,Urbana,Publica,18.3,23.6,32.2
2021,Norte,AM,São Paulo de Olivença,Rural,Publica,15.2,18.0,16.2
2021,Norte,AM,São Sebastião do Uatumã,Urbana,Estadual, ,15.3,34.2
2021,Norte,AM,São Sebastião do Uatumã,Rural,Estadual, ,11.6,11.9
2021,Norte,AM,São Sebastião do Uatumã,Urbana,Municipal,20.1,22.1, 
2021,Norte,AM,São Sebastião do Uatumã,Rural,Municipal,17.3,11.1, 
2021,Norte,AM,São Sebastião do Uatumã,Urbana,Publica,20.1,19.0,34.2
2021,Norte,AM,São Sebastião do Uatumã,Rural,Publica,17.3,11.2,11.9
2021,Norte,AM,Silves,Urbana,Estadual, ,19.1,25.9
2021,Norte,AM,Silves,Rural,Estadual, ,12.0,13.9
2021,Norte,AM,Silves,Urbana,Municipal,17.5,22.0, 
2021,Norte,AM,Silves,Rural,Municipal,16.5,15.1, 
2021,Norte,AM,Silves,Urbana,Publica,17.5,21.5,25.9
2021,Norte,AM,Silves,Rural,Publica,16.5,14.7,13.9
2021,Norte,AM,Tabatinga,Urbana,Federal, , ,23.6
2021,Norte,AM,Tabatinga,Urbana,Estadual, ,26.3,30.7
2021,Norte,AM,Tabatinga,Rural,Estadual, ,24.0,24.0
2021,Norte,AM,Tabatinga,Urbana,Municipal,19.1,24.2, 
2021,Norte,AM,Tabatinga,Rural,Municipal,15.3,23.3, 
2021,Norte,AM,Tabatinga,Urbana,Privada,10.4,13.5, 
2021,Norte,AM,Tabatinga,Urbana,Publica,19.1,24.9,29.8
2021,Norte,AM,Tabatinga,Rural,Publica,15.3,23.4,24.0
2021,Norte,AM,Tapauá,Urbana,Estadual, ,25.0,34.1
2021,Norte,AM,Tapauá,Rural,Estadual, , ,24.7
2021,Norte,AM,Tapauá,Urbana,Municipal,20.0,25.1, 
2021,Norte,AM,Tapauá,Rural,Municipal,12.4,13.1, 
2021,Norte,AM,Tapauá,Urbana,Publica,20.0,25.0,34.1
2021,Norte,AM,Tapauá,Rural,Publica,12.4,13.1,24.7
2021,Norte,AM,Tefé,Urbana,Federal, , ,34.6
2021,Norte,AM,Tefé,Urbana,Estadual, ,28.1,34.3
2021,Norte,AM,Tefé,Rural,Estadual, ,17.1,15.1
2021,Norte,AM,Tefé,Urbana,Municipal,16.4,21.5, 
2021,Norte,AM,Tefé,Rural,Municipal,13.6,12.1, 
2021,Norte,AM,Tefé,Urbana,Privada,8.5,9.4,9.0
2021,Norte,AM,Tefé,Urbana,Publica,16.4,24.3,34.3
2021,Norte,AM,Tefé,Rural,Publica,13.6,12.3,15.1
2021,Norte,AM,Tonantins,Urbana,Estadual, ,24.7,25.1
2021,Norte,AM,Tonantins,Rural,Estadual, ,10.0,16.2
2021,Norte,AM,Tonantins,Urbana,Municipal,18.9,20.8, 
2021,Norte,AM,Tonantins,Rural,Municipal,13.2,13.1, 
2021,Norte,AM,Tonantins,Urbana,Publica,18.9,21.3,25.1
2021,Norte,AM,Tonantins,Rural,Publica,13.2,13.1,16.2
2021,Norte,AM,Uarini,Urbana,Estadual, ,30.0,27.1
2021,Norte,AM,Uarini,Rural,Estadual, ,10.0,18.3
2021,Norte,AM,Uarini,Urbana,Municipal,21.4,24.9, 
2021,Norte,AM,Uarini,Rural,Municipal,12.9,14.1, 
2021,Norte,AM,Uarini,Urbana,Publica,21.4,26.4,27.1
2021,Norte,AM,Uarini,Rural,Publica,12.9,13.9,18.3
2021,Norte,AM,Urucará,Urbana,Estadual, ,22.4,29.9
2021,Norte,AM,Urucará,Rural,Estadual, , ,15.5
2021,Norte,AM,Urucará,Urbana,Municipal,20.4,20.4, 
2021,Norte,AM,Urucará,Rural,Municipal,15.2,13.1, 
2021,Norte,AM,Urucará,Urbana,Publica,20.4,21.1,29.9
2021,Norte,AM,Urucará,Rural,Publica,15.2,13.1,15.5
2021,Norte,AM,Urucurituba,Urbana,Estadual, ,26.8,32.9
2021,Norte,AM,Urucurituba,Rural,Estadual, ,14.4,13.6
2021,Norte,AM,Urucurituba,Urbana,Municipal,19.2,20.6, 
2021,Norte,AM,Urucurituba,Rural,Municipal,14.4,14.9, 
2021,Norte,AM,Urucurituba,Urbana,Privada, ,21.5, 
2021,Norte,AM,Urucurituba,Urbana,Publica,19.2,23.2,32.9
2021,Norte,AM,Urucurituba,Rural,Publica,14.4,14.8,13.6
2021,Norte,RR,Amajari,Urbana,Federal, , ,22.9
2021,Norte,RR,Amajari,Urbana,Estadual, ,16.2,23.8
2021,Norte,RR,Amajari,Rural,Estadual, ,12.8,14.9
2021,Norte,RR,Amajari,Urbana,Municipal,22.0,18.9, 
2021,Norte,RR,Amajari,Rural,Municipal,12.7,14.1, 
2021,Norte,RR,Amajari,Urbana,Publica,22.0,17.3,23.3
2021,Norte,RR,Amajari,Rural,Publica,12.7,13.1,14.9
2021,Norte,RR,Alto Alegre,Urbana,Estadual, ,18.9,21.7
2021,Norte,RR,Alto Alegre,Rural,Estadual, ,15.8,14.2
2021,Norte,RR,Alto Alegre,Urbana,Municipal,15.0,24.9, 
2021,Norte,RR,Alto Alegre,Rural,Municipal,15.7,16.4, 
2021,Norte,RR,Alto Alegre,Urbana,Publica,15.0,21.8,21.7
2021,Norte,RR,Alto Alegre,Rural,Publica,15.7,15.9,14.2
2021,Norte,RR,Boa Vista,Urbana,Federal, ,25.0,28.3
2021,Norte,RR,Boa Vista,Rural,Federal, , ,31.1
2021,Norte,RR,Boa Vista,Urbana,Estadual, ,28.5,29.4
2021,Norte,RR,Boa Vista,Rural,Estadual, ,12.6,14.0
2021,Norte,RR,Boa Vista,Urbana,Municipal,23.0,25.0, 
2021,Norte,RR,Boa Vista,Rural,Municipal,15.8,17.8, 
2021,Norte,RR,Boa Vista,Urbana,Privada,11.0,20.3,30.0
2021,Norte,RR,Boa Vista,Urbana,Publica,23.0,26.4,29.3
2021,Norte,RR,Boa Vista,Rural,Publica,15.8,15.4,17.3
2021,Norte,RR,Bonfim,Urbana,Estadual, ,17.9,20.9
2021,Norte,RR,Bonfim,Rural,Estadual, ,15.1,13.3
2021,Norte,RR,Bonfim,Urbana,Municipal,19.0,26.5, 
2021,Norte,RR,Bonfim,Rural,Municipal,19.9,19.3, 
2021,Norte,RR,Bonfim,Urbana,Publica,19.0,25.0,20.9
2021,Norte,RR,Bonfim,Rural,Publica,19.9,17.0,13.3
2021,Norte,RR,Cantá,Urbana,Estadual, ,24.5,25.8
2021,Norte,RR,Cantá,Rural,Estadual, ,16.9,18.4
2021,Norte,RR,Cantá,Urbana,Municipal,13.3, , 
2021,Norte,RR,Cantá,Rural,Municipal,18.7,19.5, 
2021,Norte,RR,Cantá,Urbana,Publica,13.3,24.5,25.8
2021,Norte,RR,Cantá,Rural,Publica,18.7,18.2,18.4
2021,Norte,RR,Caracaraí,Rural,Federal, , ,26.9
2021,Norte,RR,Caracaraí,Urbana,Estadual, ,25.4,26.5
2021,Norte,RR,Caracaraí,Rural,Estadual, ,15.1,12.9
2021,Norte,RR,Caracaraí,Urbana,Municipal,17.7,21.6, 
2021,Norte,RR,Caracaraí,Rural,Municipal,12.7,13.4, 
2021,Norte,RR,Caracaraí,Urbana,Publica,17.7,22.9,26.5
2021,Norte,RR,Caracaraí,Rural,Publica,12.7,14.0,20.3
2021,Norte,RR,Caroebe,Urbana,Estadual, ,23.8,28.1
2021,Norte,RR,Caroebe,Rural,Estadual, ,14.8,19.7
2021,Norte,RR,Caroebe,Urbana,Municipal,18.1,25.4, 
2021,Norte,RR,Caroebe,Rural,Municipal,17.2,20.4, 
2021,Norte,RR,Caroebe,Urbana,Publica,18.1,24.6,28.1
2021,Norte,RR,Caroebe,Rural,Publica,17.2,17.4,19.7
2021,Norte,RR,Iracema,Urbana,Estadual, ,23.4,19.8
2021,Norte,RR,Iracema,Rural,Estadual, ,26.3,19.8
2021,Norte,RR,Iracema,Urbana,Municipal,15.1,19.0, 
2021,Norte,RR,Iracema,Rural,Municipal,14.0,13.6, 
2021,Norte,RR,Iracema,Urbana,Publica,15.1,20.8,19.8
2021,Norte,RR,Iracema,Rural,Publica,14.0,17.4,19.8
2021,Norte,RR,Mucajaí,Urbana,Estadual, ,27.5,22.4
2021,Norte,RR,Mucajaí,Rural,Estadual, ,17.3,14.8
2021,Norte,RR,Mucajaí,Urbana,Municipal,20.2,23.5, 
2021,Norte,RR,Mucajaí,Rural,Municipal,18.4,17.8, 
2021,Norte,RR,Mucajaí,Urbana,Publica,20.2,25.1,22.4
2021,Norte,RR,Mucajaí,Rural,Publica,18.4,17.6,14.8
2021,Norte,RR,Normandia,Urbana,Estadual, ,26.6,27.4
2021,Norte,RR,Normandia,Rural,Estadual, ,14.2,10.5
2021,Norte,RR,Normandia,Urbana,Municipal,15.3,20.5, 
2021,Norte,RR,Normandia,Rural,Municipal,19.7,20.5, 
2021,Norte,RR,Normandia,Urbana,Publica,15.3,22.9,27.4
2021,Norte,RR,Normandia,Rural,Publica,19.7,15.3,10.5
2021,Norte,RR,Pacaraima,Urbana,Estadual, ,23.6,25.3
2021,Norte,RR,Pacaraima,Rural,Estadual, ,11.9,10.3
2021,Norte,RR,Pacaraima,Urbana,Municipal,25.3,31.5, 
2021,Norte,RR,Pacaraima,Rural,Municipal,16.4,18.2, 
2021,Norte,RR,Pacaraima,Rural,Privada, , ,4.3
2021,Norte,RR,Pacaraima,Urbana,Publica,25.3,29.3,25.3
2021,Norte,RR,Pacaraima,Rural,Publica,16.4,12.6,10.3
2021,Norte,RR,Rorainópolis,Urbana,Estadual, ,31.2,31.0
2021,Norte,RR,Rorainópolis,Rural,Estadual, ,14.0,15.8
2021,Norte,RR,Rorainópolis,Urbana,Municipal,17.8,21.4, 
2021,Norte,RR,Rorainópolis,Rural,Municipal,13.9,12.2, 
2021,Norte,RR,Rorainópolis,Urbana,Privada,7.1,8.8, 
2021,Norte,RR,Rorainópolis,Urbana,Publica,17.8,24.2,31.0
2021,Norte,RR,Rorainópolis,Rural,Publica,13.9,13.2,15.8
2021,Norte,RR,São João da Baliza,Urbana,Estadual, ,25.6,19.8
2021,Norte,RR,São João da Baliza,Rural,Estadual, ,9.2,8.7
2021,Norte,RR,São João da Baliza,Urbana,Municipal,20.8,21.3, 
2021,Norte,RR,São João da Baliza,Rural,Municipal,12.3,10.8, 
2021,Norte,RR,São João da Baliza,Urbana,Publica,20.8,22.9,19.8
2021,Norte,RR,São João da Baliza,Rural,Publica,12.3,10.5,8.7
2021,Norte,RR,São Luiz,Urbana,Estadual, ,12.6,30.0
2021,Norte,RR,São Luiz,Rural,Estadual, ,16.0,12.0
2021,Norte,RR,São Luiz,Urbana,Municipal, ,23.0, 
2021,Norte,RR,São Luiz,Rural,Municipal,13.2,7.8, 
2021,Norte,RR,São Luiz,Urbana,Publica, ,20.7,30.0
2021,Norte,RR,São Luiz,Rural,Publica,13.2,8.9,12.0
2021,Norte,RR,Uiramutã,Urbana,Estadual, ,17.4,26.3
2021,Norte,RR,Uiramutã,Rural,Estadual, ,15.1,12.9
2021,Norte,RR,Uiramutã,Urbana,Municipal,21.2,19.3, 
2021,Norte,RR,Uiramutã,Rural,Municipal,13.3,12.5, 
2021,Norte,RR,Uiramutã,Urbana,Publica,21.2,18.8,26.3
2021,Norte,RR,Uiramutã,Rural,Publica,13.3,14.6,12.9
2021,Norte,PA,Abaetetuba,Urbana,Federal, , ,29.9
2021,Norte,PA,Abaetetuba,Urbana,Estadual, ,35.0,34.2
2021,Norte,PA,Abaetetuba,Rural,Estadual, ,22.9,18.9
2021,Norte,PA,Abaetetuba,Urbana,Municipal,21.8,23.4, 
2021,Norte,PA,Abaetetuba,Rural,Municipal,13.8,19.6, 
2021,Norte,PA,Abaetetuba,Urbana,Privada,15.2,23.8,37.9
2021,Norte,PA,Abaetetuba,Rural,Privada, , , 
2021,Norte,PA,Abaetetuba,Urbana,Publica,21.8,28.0,33.8
2021,Norte,PA,Abaetetuba,Rural,Publica,13.8,20.6,18.9
2021,Norte,PA,Abel Figueiredo,Urbana,Estadual, , ,34.6
2021,Norte,PA,Abel Figueiredo,Urbana,Municipal,20.3,28.2, 
2021,Norte,PA,Abel Figueiredo,Rural,Municipal, ,11.2, 
2021,Norte,PA,Abel Figueiredo,Urbana,Publica,20.3,28.2,34.6
2021,Norte,PA,Abel Figueiredo,Rural,Publica, ,11.2, 
2021,Norte,PA,Acará,Urbana,Estadual, , ,32.8
2021,Norte,PA,Acará,Urbana,Municipal,20.5,28.2, 
2021,Norte,PA,Acará,Rural,Municipal,20.1,22.9, 
2021,Norte,PA,Acará,Urbana,Publica,20.5,28.2,32.8
2021,Norte,PA,Acará,Rural,Publica,20.1,22.9, 
2021,Norte,PA,Afuá,Urbana,Estadual, , ,34.0
2021,Norte,PA,Afuá,Urbana,Municipal,28.8,34.0, 
2021,Norte,PA,Afuá,Rural,Municipal,19.8,17.5, 
2021,Norte,PA,Afuá,Urbana,Publica,28.8,34.0,34.0
2021,Norte,PA,Afuá,Rural,Publica,19.8,17.5, 
2021,Norte,PA,Água Azul do Norte,Urbana,Estadual, , ,30.3
2021,Norte,PA,Água Azul do Norte,Rural,Estadual, , ,23.5
2021,Norte,PA,Água Azul do Norte,Urbana,Municipal,18.1,27.6, 
2021,Norte,PA,Água Azul do Norte,Rural,Municipal,17.9,20.9, 
2021,Norte,PA,Água Azul do Norte,Urbana,Privada,5.7,10.6, 
2021,Norte,PA,Água Azul do Norte,Urbana,Publica,18.1,27.6,30.3
2021,Norte,PA,Água Azul do Norte,Rural,Publica,17.9,20.9,23.5
2021,Norte,PA,Alenquer,Urbana,Estadual, ,30.1,35.7
2021,Norte,PA,Alenquer,Urbana,Municipal,17.3,21.8, 
2021,Norte,PA,Alenquer,Rural,Municipal,14.8,19.3, 
2021,Norte,PA,Alenquer,Urbana,Privada,7.6,10.6, 
2021,Norte,PA,Alenquer,Urbana,Publica,17.3,23.6,35.7
2021,Norte,PA,Alenquer,Rural,Publica,14.8,19.3, 
2021,Norte,PA,Almeirim,Urbana,Estadual, , ,30.3
2021,Norte,PA,Almeirim,Urbana,Municipal,18.1,23.9, 
2021,Norte,PA,Almeirim,Rural,Municipal,12.9,9.8, 
2021,Norte,PA,Almeirim,Urbana,Privada,3.5,10.6,15.7
2021,Norte,PA,Almeirim,Urbana,Publica,18.1,23.9,30.3
2021,Norte,PA,Almeirim,Rural,Publica,12.9,9.8, 
2021,Norte,PA,Altamira,Urbana,Federal, , ,23.8
2021,Norte,PA,Altamira,Urbana,Estadual, , ,32.9
2021,Norte,PA,Altamira,Urbana,Municipal,21.9,28.1, 
2021,Norte,PA,Altamira,Rural,Municipal,14.8,17.1, 
2021,Norte,PA,Altamira,Urbana,Privada,12.7,21.7,29.8
2021,Norte,PA,Altamira,Rural,Privada,16.5,15.2,14.7
2021,Norte,PA,Altamira,Urbana,Publica,21.9,28.1,32.6
2021,Norte,PA,Altamira,Rural,Publica,14.8,17.1, 
2021,Norte,PA,Anajás,Urbana,Estadual, , ,32.4
2021,Norte,PA,Anajás,Urbana,Municipal,20.6,25.7, 
2021,Norte,PA,Anajás,Rural,Municipal,13.7,15.3, 
2021,Norte,PA,Anajás,Urbana,Publica,20.6,25.7,32.4
2021,Norte,PA,Anajás,Rural,Publica,13.7,15.3, 
2021,Norte,PA,Ananindeua,Urbana,Federal, , ,30.5
2021,Norte,PA,Ananindeua,Urbana,Estadual, ,28.9,36.6
2021,Norte,PA,Ananindeua,Rural,Estadual, ,8.0, 
2021,Norte,PA,Ananindeua,Urbana,Municipal,20.0,27.6, 
2021,Norte,PA,Ananindeua,Rural,Municipal,8.5,7.7, 
2021,Norte,PA,Ananindeua,Urbana,Privada,11.4,18.1,38.9
2021,Norte,PA,Ananindeua,Urbana,Publica,20.0,28.2,36.6
2021,Norte,PA,Ananindeua,Rural,Publica,8.5,7.8, 
2021,Norte,PA,Anapu,Urbana,Estadual, , ,32.9
2021,Norte,PA,Anapu,Urbana,Municipal,24.5,31.8, 
2021,Norte,PA,Anapu,Rural,Municipal,23.5,18.4, 
2021,Norte,PA,Anapu,Urbana,Privada,7.0,4.9,5.0
2021,Norte,PA,Anapu,Rural,Privada, , ,20.2
2021,Norte,PA,Anapu,Urbana,Publica,24.5,31.8,32.9
2021,Norte,PA,Anapu,Rural,Publica,23.5,18.4, 
2021,Norte,PA,Augusto Corrêa,Urbana,Estadual, , ,43.6
2021,Norte,PA,Augusto Corrêa,Rural,Estadual, , ,37.7
2021,Norte,PA,Augusto Corrêa,Urbana,Municipal,20.0,26.5, 
2021,Norte,PA,Augusto Corrêa,Rural,Municipal,16.7,22.9, 
2021,Norte,PA,Augusto Corrêa,Urbana,Privada,7.3,12.0, 
2021,Norte,PA,Augusto Corrêa,Urbana,Publica,20.0,26.5,43.6
2021,Norte,PA,Augusto Corrêa,Rural,Publica,16.7,22.9,37.7
2021,Norte,PA,Aurora do Pará,Urbana,Estadual, ,31.3,36.2
2021,Norte,PA,Aurora do Pará,Rural,Estadual, ,12.0,34.9
2021,Norte,PA,Aurora do Pará,Urbana,Municipal,19.7,19.5, 
2021,Norte,PA,Aurora do Pará,Rural,Municipal,14.2,17.5, 
2021,Norte,PA,Aurora do Pará,Urbana,Privada,17.0,17.0, 
2021,Norte,PA,Aurora do Pará,Urbana,Publica,19.7,20.3,36.2
2021,Norte,PA,Aurora do Pará,Rural,Publica,14.2,17.5,34.9
2021,Norte,PA,Aveiro,Urbana,Estadual, , ,21.3
2021,Norte,PA,Aveiro,Urbana,Municipal,22.4,27.7, 
2021,Norte,PA,Aveiro,Rural,Municipal,17.1,17.8, 
2021,Norte,PA,Aveiro,Urbana,Publica,22.4,27.7,21.3
2021,Norte,PA,Aveiro,Rural,Publica,17.1,17.8, 
2021,Norte,PA,Bagre,Urbana,Estadual, , ,37.5
2021,Norte,PA,Bagre,Urbana,Municipal,24.9,33.4, 
2021,Norte,PA,Bagre,Rural,Municipal,14.7,19.4, 
2021,Norte,PA,Bagre,Urbana,Publica,24.9,33.4,37.5
2021,Norte,PA,Bagre,Rural,Publica,14.7,19.4, 
2021,Norte,PA,Baião,Urbana,Estadual, , ,38.5
2021,Norte,PA,Baião,Rural,Estadual, , ,27.8
2021,Norte,PA,Baião,Urbana,Municipal,14.6,21.0, 
2021,Norte,PA,Baião,Rural,Municipal,15.9,17.9, 
2021,Norte,PA,Baião,Urbana,Privada,9.8,12.2, 
2021,Norte,PA,Baião,Urbana,Publica,14.6,21.0,38.5
2021,Norte,PA,Baião,Rural,Publica,15.9,17.9,27.8
2021,Norte,PA,Bannach,Urbana,Estadual, , ,16.7
2021,Norte,PA,Bannach,Urbana,Municipal,18.8,20.2, 
