ANO,REGIAO,SIGLA_UF,COD_MUNICIPIO,NOME_MUNICIPIO,LOCALIZACAO,DEPEND_ADMINISTRATIVA,BAIXA_REGULARIDADE,BAIXA-MEDIA,MEDIA-ALTA,ALTA
2020,Norte,RO,1100379,Alto Alegre dos Parecis,Rural,Pública,0.0,33.3,50.0,16.7
2020,Norte,RO,1100403,Alto Paraíso,Urbana,Estadual,0.0,50.0,50.0,0.0
2020,Norte,RO,1100403,Alto Paraíso,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1100403,Alto Paraíso,Rural,Municipal,0.0,100.0,0.0,0.0
2020,Norte,RO,1100403,Alto Paraíso,Urbana,Privada,0.0,0.0,100.0,0.0
2020,Norte,RO,1100403,Alto Paraíso,Urbana,Pública,0.0,50.0,50.0,0.0
2020,Norte,RO,1100403,Alto Paraíso,Rural,Pública,0.0,100.0,0.0,0.0
2020,Norte,RO,1100452,Buritis,Urbana,Estadual,0.0,100.0,0.0,0.0
2020,Norte,RO,1100452,Buritis,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1100452,Buritis,Rural,Municipal,22.2,44.4,22.2,11.2
2020,Norte,RO,1100452,Buritis,Urbana,Privada,0.0,50.0,50.0,0.0
2020,Norte,RO,1100452,Buritis,Urbana,Pública,0.0,70.0,30.0,0.0
2020,Norte,RO,1100452,Buritis,Rural,Pública,22.2,44.4,22.2,11.2
2020,Norte,RO,1100502,Novo Horizonte do Oeste,Urbana,Estadual,0.0,33.3,66.7,0.0
2020,Norte,RO,1100502,Novo Horizonte do Oeste,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1100502,Novo Horizonte do Oeste,Rural,Privada,0.0,0.0,100.0,0.0
2020,Norte,RO,1100502,Novo Horizonte do Oeste,Urbana,Pública,0.0,42.9,57.1,0.0
2020,Norte,RO,1100601,Cacaulândia,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1100601,Cacaulândia,Urbana,Municipal,0.0,0.0,100.0,0.0
2020,Norte,RO,1100601,Cacaulândia,Rural,Municipal,0.0,0.0,100.0,0.0
2020,Norte,RO,1100601,Cacaulândia,Urbana,Pública,0.0,0.0,100.0,0.0
2020,Norte,RO,1100601,Cacaulândia,Rural,Pública,0.0,0.0,100.0,0.0
2020,Norte,RO,1100700,Campo Novo de Rondônia,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1100700,Campo Novo de Rondônia,Rural,Estadual,0.0,100.0,0.0,0.0
2020,Norte,RO,1100700,Campo Novo de Rondônia,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1100700,Campo Novo de Rondônia,Rural,Municipal,0.0,25.0,75.0,0.0
2020,Norte,RO,1100700,Campo Novo de Rondônia,Urbana,Pública,0.0,33.3,66.7,0.0
2020,Norte,RO,1100700,Campo Novo de Rondônia,Rural,Pública,0.0,40.0,60.0,0.0
2020,Norte,RO,1100809,Candeias do Jamari,Urbana,Estadual,0.0,25.0,75.0,0.0
2020,Norte,RO,1100809,Candeias do Jamari,Rural,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1100809,Candeias do Jamari,Urbana,Municipal,11.1,55.6,33.3,0.0
2020,Norte,RO,1100809,Candeias do Jamari,Rural,Municipal,0.0,25.0,25.0,50.0
2020,Norte,RO,1100809,Candeias do Jamari,Urbana,Pública,7.7,46.2,46.1,0.0
2020,Norte,RO,1100809,Candeias do Jamari,Rural,Pública,0.0,20.0,40.0,40.0
2020,Norte,RO,1100908,Castanheiras,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1100908,Castanheiras,Rural,Municipal,0.0,0.0,100.0,0.0
2020,Norte,RO,1100908,Castanheiras,Urbana,Pública,0.0,0.0,100.0,0.0
2020,Norte,RO,1100908,Castanheiras,Rural,Pública,0.0,0.0,100.0,0.0
2020,Norte,RO,1100924,Chupinguaia,Urbana,Estadual,0.0,100.0,0.0,0.0
2020,Norte,RO,1100924,Chupinguaia,Rural,Estadual,33.3,0.0,66.7,0.0
2020,Norte,RO,1100924,Chupinguaia,Urbana,Municipal,0.0,50.0,50.0,0.0
2020,Norte,RO,1100924,Chupinguaia,Rural,Municipal,0.0,66.7,33.3,0.0
2020,Norte,RO,1100924,Chupinguaia,Urbana,Pública,0.0,66.7,33.3,0.0
2020,Norte,RO,1100924,Chupinguaia,Rural,Pública,11.1,44.4,44.5,0.0
2020,Norte,RO,1100940,Cujubim,Urbana,Estadual,0.0,0.0,100.0,0.0
2020,Norte,RO,1100940,Cujubim,Urbana,Municipal,0.0,100.0,0.0,0.0
2020,Norte,RO,1100940,Cujubim,Rural,Municipal,0.0,33.3,66.7,0.0
