Fornecedor;idproduto;Nome do produto;Tipo de produto;Código de barras;Código interno;Agrupador;Imagem;Disponível;Url
Armazem Santa Maria;cf6302ad-19d2-4802-bf8c-21cf78b7f42b;RACAO DOG CHOW AD MIX FG E CARNE SH 100G;Simples;7891000115725;7891000115725|22618;22618;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/cf6302ad-19d2-4802-bf8c-21cf78b7f42b+633a7dbc-abf7-40a1-970a-45460a83e349
Armazem Santa Maria;fa359b0a-bdbc-4a80-882e-5cc78ba7c20f;RACAO DOG CHOW FILHOTES CARNE ARROZ 1KG;Simples;7891000116593;7891000116593|23962;23962;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fa359b0a-bdbc-4a80-882e-5cc78ba7c20f+4262fa7f-20d3-4c0c-86ab-07927c06b9ab
Armazem Santa Maria;79cad2a1-cf58-49aa-a20a-aa33ebaef577;DOG CHOW ADULTOS FRANGO E ARROZ 3KG;Simples;7891000116722;7891000116722|32252;32252;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/79cad2a1-cf58-49aa-a20a-aa33ebaef577+65da3a1f-fa6c-4004-ae84-39ffbc52bb24
Armazem Santa Maria;13d1d2bb-345b-4960-a121-03b1cbf1401d;ACHOCOLATADO LIQ NESCAU 200ML;Simples;7891000379103;7891000117675|41;41;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/13d1d2bb-345b-4960-a121-03b1cbf1401d+044a6533-a00d-45ad-9949-7d4fc95490cf
Armazem Santa Maria;813aef08-1a8d-42ad-829e-636603820c41;PICOLE NESTLE ALPINO 53G;Simples;7891000241653;7891000241653|34213;34213;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/813aef08-1a8d-42ad-829e-636603820c41+acf74db6-aff8-42a1-9915-d160517e0710
Armazem Santa Maria;d18f7ae9-d7e0-46f3-b395-12e058fa3d24;CALDO MAGGI CARNE 19G;Simples;7891000242452;7891000242452|1059;1059;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d18f7ae9-d7e0-46f3-b395-12e058fa3d24+fa2b4569-5162-47da-adc5-af57b5520539
Armazem Santa Maria;14ff0ed2-afab-4e9f-9b7c-cf760af1a5e2;NESCAFE DOLCE GUSTO CHOCOC 5CAP 169G;Simples;7891000243930;7891000243930|29634;29634;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/14ff0ed2-afab-4e9f-9b7c-cf760af1a5e2+97a94c85-66f2-41ad-96a1-a1bddaffcc54
Armazem Santa Maria;16d4ba7c-aa41-4e9c-93c6-4c1b2ddc6dc6;IOG NESTLE MORANGO 1,250G;Simples;7891000244449;78910002444449|27697;27697;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/16d4ba7c-aa41-4e9c-93c6-4c1b2ddc6dc6+6e26edfa-e762-4fda-9d94-e4293da2a694
Armazem Santa Maria;e29c8b23-3ef5-425c-a328-167c335b352b;BISCOITO PASSATEMPO RECH CHOC MORG 130G;Simples;7891000259351;7891000259351|30757;30757;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e29c8b23-3ef5-425c-a328-167c335b352b+030773ea-712b-44e2-b1ce-bc902df7db1e
Armazem Santa Maria;df916fa9-bd49-46af-8ed6-877e0acda9d9;TEMPERO MAGGI DEU LIGA CEBOLA PO 61G;Simples;7891000280508;7891000280508|34669;34669;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/df916fa9-bd49-46af-8ed6-877e0acda9d9+de19bcc4-cc36-4524-8665-a28d4b1c0126
Armazem Santa Maria;b22d340a-6f90-49dd-9737-2ea9221f95be;ACHOCOLATADO PO GALAK 200G;Simples;7891000283004;7891000283004|34748;34748;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b22d340a-6f90-49dd-9737-2ea9221f95be+790b6fc1-f257-46bd-9cd7-fd677764134d
Armazem Santa Maria;664feb4e-7d0b-4a09-af12-27ac3bc33f1c;BISCOITO BONO WAFER ALPINO CHOC 110G;Simples;7891000285541;7891000285541|34678;34678;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/664feb4e-7d0b-4a09-af12-27ac3bc33f1c+66859856-6a8b-461e-9642-cad2c260376b
Armazem Santa Maria;8f32ff02-c87f-40de-b9e5-6c5ad0cd262e;BISCOITO GAROTO WAFER MORANGO110G;Simples;7891000286852;7891000286852|38281;38281;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/8f32ff02-c87f-40de-b9e5-6c5ad0cd262e+af0c11a1-610f-4e79-976e-8af5b5476360
Armazem Santa Maria;fb0e0cc4-e336-4bf4-9bed-a140dc7d8f18;LINGUA SALG FRIMESA KG;Simples;;24766|24766;24766;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fb0e0cc4-e336-4bf4-9bed-a140dc7d8f18+e570765f-eda6-4609-b6f6-5b88853fb7b9
Armazem Santa Maria;5d2905a2-fc34-4278-a17a-0e67d20b100c;BOLO MILHO CREMOSO;Simples;;24840|24840;24840;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5d2905a2-fc34-4278-a17a-0e67d20b100c+aa54fad1-4941-4c5a-b7db-9501b9004ab0
Armazem Santa Maria;b52c8be1-8bfb-438e-a992-075e96c17f28;AGULHA COSTURA N8 DARNING;Simples;7891020009042;7891020009042|37372;37372;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b52c8be1-8bfb-438e-a992-075e96c17f28+56c8a1d0-3e66-4187-ae44-7549c913bf56
Armazem Santa Maria;16995667-b493-41ae-8d2a-e7f1f2a53add;LING FRANGO COZ DEF AMERICANO KG;Simples;;24887|24887;24887;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/16995667-b493-41ae-8d2a-e7f1f2a53add+dc89f781-e705-484d-94f9-15da6b122fde
Armazem Santa Maria;d13f3eab-8e76-4f51-97af-7fce48760eaa;SAPOLIO RADIUM BOMBRIL PO LIMAO 300ML;Simples;;7891022503005|657;657;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d13f3eab-8e76-4f51-97af-7fce48760eaa+34079321-fcc9-4bf3-8f3b-384c05a7cf34
Armazem Santa Maria;b2886be7-5baa-4e0b-b3c2-c7dac8590705;SALAME PERDIGAO DEFUMADO KG;Simples;7891515471590;25104|25104;25104;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b2886be7-5baa-4e0b-b3c2-c7dac8590705+6f53d6f3-db75-4225-a159-82ba36ac03c7
Armazem Santa Maria;f480bdf8-904a-4e8a-b8b6-f55756fd5e97;GARRAFA TERM TERMOLAR MAGIC PUMP BC 1L;Simples;7891023524009;7891023524009|32454;32454;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f480bdf8-904a-4e8a-b8b6-f55756fd5e97+ef3a280f-6948-486c-a23c-a51a04084970
Armazem Santa Maria;f3d8ed06-3966-4a9c-9f80-a33781420411;GARRAFA TERM MINIGARBO ROSA 250ML;Simples;7891023550565;7891023550565|33609;33609;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f3d8ed06-3966-4a9c-9f80-a33781420411+24e2f35d-1e21-45b0-9523-1cc482b9e1bd
Armazem Santa Maria;0c301ed9-2430-4c3b-b886-d92f5af3b4eb;GARRAFA TERM MINIGARBO DECO BCO 250ML;Simples;7891023550572;7891023550572|33611;33611;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/0c301ed9-2430-4c3b-b886-d92f5af3b4eb+a4651758-f274-4487-8833-87ad341e78cd
Armazem Santa Maria;464eb7d9-c9f7-436a-9de7-f63b84e5d6d1;GARRAFA TERM MINIGARBO AZUL 250ML;Simples;7891023565316;7891023565316|33610;33610;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/464eb7d9-c9f7-436a-9de7-f63b84e5d6d1+15a83c87-50c8-4fed-ab00-e80874ec2b10
Armazem Santa Maria;92551289-76a7-4853-96c6-9b5cb5f19a67;ALFACE CRESPO UN;Simples;;25120|25120;25120;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/92551289-76a7-4853-96c6-9b5cb5f19a67+e812f8b1-26a5-4032-bc7f-d8bc6ae61baf
Armazem Santa Maria;84c32abf-5cae-4f58-b490-1dffef444ca4;SABONETE PROTEX MACADAMIA L6P5 85G;Simples;7891024035535;7891024035535|39179;39179;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/84c32abf-5cae-4f58-b490-1dffef444ca4+dce89cfb-8a55-4638-ae89-8cc5fc13eab0
Armazem Santa Maria;3cc5aaa7-44ee-40cb-bcbc-242fd6241ece;ESCOVA DENT COLGATE CLASSIC MEDIA 4UN;Simples;7891024035634;7891024035634|32386;32386;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/3cc5aaa7-44ee-40cb-bcbc-242fd6241ece+0ebe7f87-c195-49fb-a8d1-c72181268b95
Armazem Santa Maria;d8046919-7d5a-446d-9364-6a91fc3ab435;CREME DENTAL COLGATE MENT ORIG TR 90G;Simples;7891024132005;7891024132036|5838;5838;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d8046919-7d5a-446d-9364-6a91fc3ab435+55321bbb-08e7-43f9-825e-8969f9cc4752
Armazem Santa Maria;6cc86207-bdad-4b0b-91b3-eed38f47d064;FILE PEIXE CONG ROSADO C/P KG;Simples;;25171|25171;25171;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/6cc86207-bdad-4b0b-91b3-eed38f47d064+3118d63b-14f4-4151-b5da-1895c57afd7a
Armazem Santa Maria;9703bc7c-de09-46f6-bef8-47bbc4d9961a;BIFE DO VAZIO CARNE BOV JBS RESF KG;Simples;;25192|25192;25192;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/9703bc7c-de09-46f6-bef8-47bbc4d9961a+fe5e86f0-a711-484e-98f1-66355438b71d
Armazem Santa Maria;d306ff77-a7b6-4578-8977-b15c83be17cb;LAVA ROUP LIQ KM ESP COQUEL RPA ESC 500M;Simples;;25|25;25;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d306ff77-a7b6-4578-8977-b15c83be17cb+60c4d23d-d0d3-4587-8ccf-fe874a339aef
Armazem Santa Maria;4be82590-6558-47a0-8f11-17b532350432;CIGARRO LUCKY STRIKE DOUBLE CLICK;Simples;78937314;7891028001000|6799;6799;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4be82590-6558-47a0-8f11-17b532350432+095bdf79-34b4-4154-9713-32236e6c4dd5
Armazem Santa Maria;5fbf18a5-4835-45dd-9ec7-6b4d5b88ab91;CIGARRO ROTHMANS SILVER BOX  HW18;Simples;78937123;7891028007507|33268;33268;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5fbf18a5-4835-45dd-9ec7-6b4d5b88ab91+437a1fb4-0cd4-45e7-a288-2d9ca4b27eb6
Armazem Santa Maria;c19d562f-c0c0-4a8b-aa57-87a730c9ddb2;CIGARRO KENT CONTROL COBRIN HW2018;Simples;78938021;7891028599262|34322;34322;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c19d562f-c0c0-4a8b-aa57-87a730c9ddb2+6d057a63-21f2-48ae-b858-c74d3b1257fd
Armazem Santa Maria;68957468-67bc-4dbc-95d7-1d5e97dcd83e;CIGARRO DUNHILL CARLTON BOX BC;Simples;78938069;7891028599293|32320;32320;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/68957468-67bc-4dbc-95d7-1d5e97dcd83e+dfb61565-c197-458d-af96-02ea39bf299b
Armazem Santa Maria;5a937da2-af4e-44de-8174-2e0932c591f1;CIGARRO KENT ACCESS AZUL;Simples;78919440;7891028602719|38161;38161;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5a937da2-af4e-44de-8174-2e0932c591f1+6ec52724-5f13-497e-a4e4-dfa775f30eba
Armazem Santa Maria;f6bb8d43-a1fa-434f-8c55-5eaf9922df0f;CIGARRO KENT ACCESS PRATA;Simples;78919457;7891028602726|38162;38162;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f6bb8d43-a1fa-434f-8c55-5eaf9922df0f+83a923ef-ee10-4ced-88e8-8d6b19e6712c
Armazem Santa Maria;1c69e1fc-34fd-4d2d-b4e6-a0c3eaad9411;CHICLE PLUTONITA ABRACO CONGELANTE;Simples;;25292|25292;25292;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1c69e1fc-34fd-4d2d-b4e6-a0c3eaad9411+091775f6-2a52-4ee1-b4cb-a8f5218ccf08
Armazem Santa Maria;16318187-07fc-4d67-a151-49e600db1000;MOSTARDA OLE 180ML;Simples;7891032015994;7891032015994|211;211;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/16318187-07fc-4d67-a151-49e600db1000+19e4c186-4771-4108-854d-c721e46d84c9
Armazem Santa Maria;f39ea48c-5c80-4d69-9858-e238a877bc5d;PIRULITO BIG BIG TUTTI-FRUTTI 600G;Simples;;25301|25301;25301;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f39ea48c-5c80-4d69-9858-e238a877bc5d+38cd1f2b-3c51-4297-974c-88da51a14b3c
Armazem Santa Maria;f5e9a971-adb8-4d12-b18b-b1b5ef1a9be8;COXINHA DE CARNE UN;Simples;;25367|25367;25367;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f5e9a971-adb8-4d12-b18b-b1b5ef1a9be8+3d803876-170b-4e11-a1d1-dbb523dd0ce0
Armazem Santa Maria;a243605a-1fa0-4981-9d01-fe7de8bf4106;FRANGO FRIATO KG;Simples;;25825|25825;25825;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a243605a-1fa0-4981-9d01-fe7de8bf4106+61e5a765-504e-4261-81d7-a28153b61a90
Armazem Santa Maria;e44139b6-d9d3-476a-8038-f7f4d42f54e7;FOLHADOS DE QUEIJO E PRESUNTO UN;Simples;;25856|25856;25856;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e44139b6-d9d3-476a-8038-f7f4d42f54e7+2d7f84e1-f2d7-4a97-a231-c82f621fb964
Armazem Santa Maria;06727328-7cb6-489b-92ff-e553acb6ed6f;SACO LISO PLASFORT DEN BAIXA CENTO 1KG;Simples;;25861|25861;25861;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/06727328-7cb6-489b-92ff-e553acb6ed6f+a3049f12-4930-46ac-9531-d2b7fc33702a
Armazem Santa Maria;947d7c15-5316-4fe2-9128-768eb08e6606;ISCA P RATO MORTEIN 15G;Simples;7891035619236;7891035619229|19513;19513;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/947d7c15-5316-4fe2-9128-768eb08e6606+aa76020e-db22-460c-ac21-55c6f7214c45
Armazem Santa Maria;118ec2ee-7d63-484e-8f69-54803cf9a73c;SACO LISO PLASFORT CENTO 2KG;Simples;;25863|25863;25863;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/118ec2ee-7d63-484e-8f69-54803cf9a73c+63b01c66-71ad-4076-8bb0-88100bd89d9f
Armazem Santa Maria;78838c80-ac8c-47e9-b747-e5c15196df2a;SACO P ACAI PLASFORT 1/2KG 13X25X04 BD;Simples;;25864|25864;25864;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/78838c80-ac8c-47e9-b747-e5c15196df2a+66375baa-487b-4583-a05f-d65c3f9c8304
Armazem Santa Maria;2bfbc340-5e01-466f-8569-37e5a088c68b;RODO CONDOR DUPLO 30CM 1126;Simples;7891055128503;7891055128503|16783;16783;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2bfbc340-5e01-466f-8569-37e5a088c68b+ea4e89ea-6a38-4ea3-a1ad-50491dd88a18
Armazem Santa Maria;79d1b7e6-a297-463d-9f95-26bd4a8085ec;ESPONJA BANHO CONDOR SNOOPY;Simples;7891055523315;7891055523315|22170;22170;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/79d1b7e6-a297-463d-9f95-26bd4a8085ec+d252e297-88ca-4568-a74c-53fc0acf9f44
Armazem Santa Maria;e53bb4d4-16c2-4615-b72e-5bdd0d9f8b7d;TESOURA UNHA FLEX CURVA 9CM  MUNDIAL;Simples;7891060836325;7891060836325|37006;37006;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e53bb4d4-16c2-4615-b72e-5bdd0d9f8b7d+33968f9f-ca84-415c-a696-40f023e8d321
Armazem Santa Maria;fcb2ff27-f7dd-4c75-b740-8fbb9ab3a9ef;NAVALHETE FLEX MUNDIAL BC-980;Simples;7891060945720;7891060945720|36976;36976;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fcb2ff27-f7dd-4c75-b740-8fbb9ab3a9ef+caf6a87d-370b-4cd7-b886-7f475e31ad73
Armazem Santa Maria;02f0ddda-0c78-4df3-99ac-94f6517bfc96;PENTE CONDOR PROF PENTEADO 8204;Simples;7891055143056;7891055143056|32573;32573;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/02f0ddda-0c78-4df3-99ac-94f6517bfc96+8296b42e-7e9e-4b98-99e1-1c49ecb992af
Armazem Santa Maria;2977859b-bd00-4ed2-9b7f-43340b88031a;SOBREMESA BATAVO CHOCOLATE 320G;Simples;7891097000171;7891097000171|37870;37870;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2977859b-bd00-4ed2-9b7f-43340b88031a+f840f0f2-3f22-418e-b3d7-8c5985845da8
Armazem Santa Maria;e0844dbb-3ad4-4455-942d-954b50d3155c;BEB LACT FERM ELEGE MORANGO 900G;Simples;7891097101878;7891097101878|37586;37586;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e0844dbb-3ad4-4455-942d-954b50d3155c+7dc90a5b-2d3f-4361-82f0-423ca5326710
Armazem Santa Maria;050486c3-1667-46cd-92a0-1f4afd74f632;REFRESCO TANG CAJU 25G;Simples;7622300861346;7891099691193|10742;10742;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/050486c3-1667-46cd-92a0-1f4afd74f632+4a2827fc-1a3d-49b3-a8f2-528ce6a67e1a
Armazem Santa Maria;49dcaf4a-37c6-462a-98d3-f9f1411f64ec;GARRAFA TERM ALADDIN 750ML;Simples;7891108030364;7891108030364|10061;10061;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/49dcaf4a-37c6-462a-98d3-f9f1411f64ec+d052313a-30d9-412f-bd64-21ab85235913
Armazem Santa Maria;01bf986c-b4ae-4c0e-a947-054f9cf4cef5;PLASVALE 8015 ESPREMEDOR FRUTAS;Simples;7891115031828;7891115031828|35993;35993;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/01bf986c-b4ae-4c0e-a947-054f9cf4cef5+3924bce9-17bc-4173-98c0-ca64c799643e
Armazem Santa Maria;ae5f5d53-ae89-4636-b000-42adc17c2671;PLASVALE 8890 BACIA RED CINZ TRANSP 5,5L;Simples;7891115042442;7891115042442|35965;35965;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/ae5f5d53-ae89-4636-b000-42adc17c2671+351163e5-b31a-4883-b077-6461b0152a3d
Armazem Santa Maria;c0327473-e7ab-45d6-bea1-435945a04e80;PLASVALE 5027 BACIA RED VER TRANSP 19,5L;Simples;7891115048710;7891115048710|35968;35968;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c0327473-e7ab-45d6-bea1-435945a04e80+98adc71c-dce2-45d8-9210-7183eecf1252
Armazem Santa Maria;6dd80a84-3b9b-4e8c-be48-1daa7142190b;PLASVALE 3079 BACIA RED ROS TRANSP 19,5L;Simples;7891115048727;7891115048727|35966;35966;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/6dd80a84-3b9b-4e8c-be48-1daa7142190b+c2dbd1b4-7261-407f-835c-e71078806997
Armazem Santa Maria;50a219d3-6f04-4187-b2ad-4f18c43a8f40;PLASVALE 4717 POTE QD LARANJA NEON 2L;Simples;7891115050324;7891115050324|35988;35988;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/50a219d3-6f04-4187-b2ad-4f18c43a8f40+c3809daa-53ef-4a78-ad17-04be9a51762d
Armazem Santa Maria;a88d55af-0446-4d58-b6be-532f55d90a40;CHICLE BIG BIG BOLITAS 280G;Simples;;7891118001910|18105;18105;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a88d55af-0446-4d58-b6be-532f55d90a40+6b69bf0e-afec-4c33-b2cf-10ec327fee87
Armazem Santa Maria;72da38f1-e890-403f-87ff-4b90418d6367;CHICLE BIG BIG HUEVITOS 25G;Simples;7891118006922;7891118006922|25585;25585;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/72da38f1-e890-403f-87ff-4b90418d6367+bbc6afd8-6115-476a-bcb9-0b077e9bbac3
Armazem Santa Maria;c5f11488-7258-42a2-a88c-c4a68af443a0;CHICLE FLICS TUTTI FRUTTI 17G;Simples;7891118007820;7891118007820|25206;25206;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c5f11488-7258-42a2-a88c-c4a68af443a0+7f73067e-111e-4d8d-a08e-540841827714
Armazem Santa Maria;bf5998e1-d711-4276-bf7e-8be18d2d4571;CHICLE FLICS HORTELA 17G;Simples;7891118007837;7891118007837|25205;25205;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/bf5998e1-d711-4276-bf7e-8be18d2d4571+6e63e46b-08a0-43f1-95c2-4bc00521e109
Armazem Santa Maria;417b8be6-d3cf-464d-9904-278b593bf543;CHICLE PLUTONITA ABRACO CONGELANTE;Simples;;7891118011056|25292;25292;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/417b8be6-d3cf-464d-9904-278b593bf543+fbbfafa6-7c23-4d9c-9a37-706d9ce116fc
Armazem Santa Maria;7cda7b0a-99e0-4158-98de-4bedb7e2de55;PIRULITO BIG BIG TUTTI-FRUTTI 600G;Simples;;7891118011957|25301;25301;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7cda7b0a-99e0-4158-98de-4bedb7e2de55+e98d1c08-cbe9-4e2a-9d07-4cc53d2dd3a5
Armazem Santa Maria;fdd24f4f-064f-49f3-a6c8-6e6d03a048e4;CHICLE BIG BIG HUEVITOS JUST LEAGUE 25G;Simples;7891118013517;7891118013517|25203;25203;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fdd24f4f-064f-49f3-a6c8-6e6d03a048e4+09adfed8-8c1b-46fb-8750-a11ded19ea37
Armazem Santa Maria;2b45eb77-a163-49ec-a93e-b3abdc1497eb;CHICLE BIG BIG HORTELA 350G;Simples;;7891118013692|18099;18099;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2b45eb77-a163-49ec-a93e-b3abdc1497eb+dcec656b-9c71-4fb5-bc1b-4558a1275388
Armazem Santa Maria;5d197e55-b6fe-43e7-8d9d-f3643e1ae836;CHICLE BIG BIG MORANGO 350G;Simples;;7891118013715|1199;1199;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5d197e55-b6fe-43e7-8d9d-f3643e1ae836+080a89b8-f376-4246-895d-c454c731c4b5
Armazem Santa Maria;63d6b620-efbd-471d-a821-0af47aaf2886;ACHOCOLATADO PO QUALIMAX 200G;Simples;7891122109930;7891122109930|18745;18745;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/63d6b620-efbd-471d-a821-0af47aaf2886+47ea7a9e-9694-44a7-a7f9-461a46d82075
Armazem Santa Maria;7a63868f-2c7d-4dd5-aef3-b35b667e0d07;TEMPERO QUALIMAX AVES PEIXES ARROZ 50G;Simples;7891122123509;7891122110134|17227;17227;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7a63868f-2c7d-4dd5-aef3-b35b667e0d07+1dd59230-0fbf-474b-977c-8ab1f66c4a57
Armazem Santa Maria;345a3db1-a0e9-4633-a488-6da707091b40;REFRESCO QUALIMAX DA TURMA MORANGO 25G;Simples;7891122115757;7891122115641|16831;16831;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/345a3db1-a0e9-4633-a488-6da707091b40+5226174a-f754-46aa-baea-1db275f53be9
Armazem Santa Maria;4af6c39b-bdbc-4e0e-be3e-068ef05b3e47;REFRESCO QUALIMAX DA TURMA TANGERINA 25G;Simples;7891122115733;7891122115733|23038;23038;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4af6c39b-bdbc-4e0e-be3e-068ef05b3e47+040ed387-909d-4eee-9d5e-de8ca9dc4119
Armazem Santa Maria;7a63868f-2c7d-4dd5-aef3-b35b667e0d07;TEMPERO QUALIMAX AVES PEIXES ARROZ 50G;Simples;7891122123509;7891122123509|17227;17227;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7a63868f-2c7d-4dd5-aef3-b35b667e0d07+8b949632-b978-41e6-a0ca-ab9c1083ccc8
Armazem Santa Maria;4710ea62-5c53-40a4-a452-ac4354cd4980;TEMPERO QUALIMAX CARNES LEG ARROZ 50G;Simples;7891122123516;7891122123516|17236;17236;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4710ea62-5c53-40a4-a452-ac4354cd4980+c5a0aecc-98ed-4bd5-a742-89dabc3009b0
Armazem Santa Maria;574db7e8-7085-40db-abfc-79df9dc75d79;TEMPERO QUALIMAX LEG VERD ARROZ 50G;Simples;7891122123523;7891122123523|17241;17241;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/574db7e8-7085-40db-abfc-79df9dc75d79+e6983b85-0e23-4c62-a73e-5a138cb88bf8
