Fornecedor;idproduto;Nome do produto;Tipo de produto;Código de barras;Código interno;Agrupador;Imagem;Disponível;Url
Armazem Santa Maria;8109334b-5130-469f-882f-4995a67d0822;CAFE C LEITE MARATA DESCAF 200G;Simples;10009543;10009543|16094;16094;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/8109334b-5130-469f-882f-4995a67d0822+223b66c8-c4cc-422f-be4a-e72156a4a8ba
Armazem Santa Maria;5a3bd3d5-da9a-4953-8331-68636bbc0934;CANETA BIC CRISTAL AZUL;Simples;;1062|1062;1062;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5a3bd3d5-da9a-4953-8331-68636bbc0934+325089be-b60a-4f74-a93f-8a4dcd1c42a7
Armazem Santa Maria;60e047d9-6a66-4f5d-8338-6ab7a691d456;CANETA BIC CRISTAL PRETA;Simples;;1063|1063;1063;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/60e047d9-6a66-4f5d-8338-6ab7a691d456+98ab30b0-77dd-4daf-b1a8-eaec64610f6b
Armazem Santa Maria;59c1d056-21a2-4a7f-9d85-a21016e5acbc;CANETA BIC CRISTAL VERMELHA;Simples;;1064|1064;1064;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/59c1d056-21a2-4a7f-9d85-a21016e5acbc+d22b6718-d37e-4e2d-b011-7365b52f8820
Armazem Santa Maria;cebddfc6-ba8c-4d6b-b8ce-c99b55b06fd1;BOLO POTE;Simples;;11081|33977;33977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/cebddfc6-ba8c-4d6b-b8ce-c99b55b06fd1+caaac230-1dbc-4f5b-b952-12a25e6eba46
Armazem Santa Maria;5c246c0a-cbf0-465e-a285-cbb94bca02da;ENERGETICO RED BULL ENERGY 250ML;Simples;;11269991000|3851;3851;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5c246c0a-cbf0-465e-a285-cbb94bca02da+382e9e24-2644-4f3b-b728-247cb8ed87e0
Armazem Santa Maria;62cba90c-9f52-46bd-bec9-4597baad0a27;QUEIJO MUSSARELA CRIS KG;Simples;;11372|19458;19458;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/62cba90c-9f52-46bd-bec9-4597baad0a27+aedb4de4-a23d-482b-9f80-0c1f2daf559b
Armazem Santa Maria;3b908b01-0634-40f8-92c5-fb0f6a6d7b74;UVA BLACK KG;Simples;;11396|22424;22424;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/3b908b01-0634-40f8-92c5-fb0f6a6d7b74+51a75263-0471-4485-9906-8a67c1694177
Armazem Santa Maria;fe16e5e4-c67a-476b-a3cc-ef1d45db8933;GALINHA CAIPIRA NOROESTE KG;Simples;700371783600;11655|18117;18117;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fe16e5e4-c67a-476b-a3cc-ef1d45db8933+a8c2a077-d333-4383-9cf2-86150926138b
Armazem Santa Maria;3b95255e-0f3f-4a8a-a560-561d8af84a8e;CHICLE BIG BIG MORANGO 350G;Simples;;1199|1199;1199;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/3b95255e-0f3f-4a8a-a560-561d8af84a8e+7e43d905-153a-4e64-9af4-aa3ea151d41e
Armazem Santa Maria;5c76fa3e-8ba9-4be0-9604-ee13f1c8d198;ICE 51 BALADA 275ML;Simples;7896002111034;1215|1215;1215;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5c76fa3e-8ba9-4be0-9604-ee13f1c8d198+9a7bdd45-86f9-42f8-aadc-ee435bbf4a6b
Armazem Santa Maria;4052bd9a-10a0-48af-ad02-0a28eec42534;GARFO DE MESA BRINOX 5108;Simples;;12228|12228;12228;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4052bd9a-10a0-48af-ad02-0a28eec42534+d861024e-a42c-4295-adf3-032e3851fae6
Armazem Santa Maria;d1158926-a36f-44fc-8f34-cf9ac5efe93f;BATATA ESCOVADA KG;Simples;;12701|22369;22369;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d1158926-a36f-44fc-8f34-cf9ac5efe93f+b5b2f880-d6f7-4dc8-87f7-bd74fdc837d0
Armazem Santa Maria;9c195d9e-8c66-437b-a0d7-e6c56067055f;APONTADOR PLAST NEW SIMPLE S DEP;Simples;;13308|13308;13308;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/9c195d9e-8c66-437b-a0d7-e6c56067055f+63584342-4a09-49c3-8885-a576cfa390d7
Armazem Santa Maria;686e0016-df62-4c11-9795-0801b96864a5;BISCOITO VITORIA SABOROSA 400G;Simples;;1342|1342;1342;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/686e0016-df62-4c11-9795-0801b96864a5+6c22b811-ab2f-4b5e-ac56-9ad645d38da2
Armazem Santa Maria;6944c3f1-5df8-42e0-a961-d13568896a34;FARINHA TRIGO ROSA BRANCA 50KG;Simples;;1368|1368;1368;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/6944c3f1-5df8-42e0-a961-d13568896a34+0503435c-4938-4fea-a6eb-ec1d3c1c9c58
Armazem Santa Maria;2e28590f-f647-495e-b35b-222ff6e965e3;DESINFETANTE CASAPERF SENSAZI VER 500ML;Simples;;14|14;14;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2e28590f-f647-495e-b35b-222ff6e965e3+f5c3690d-7fb0-4a79-9fa2-f163a0ceb0de
Armazem Santa Maria;1343a327-e2bd-473f-b8e3-da48528409fa;PA P LIXO BETTANIN CLIPA;Simples;;1420|1420;1420;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1343a327-e2bd-473f-b8e3-da48528409fa+3f759e94-47dd-4e23-827b-d6d828e508ed
Armazem Santa Maria;d28df580-0c75-4b07-b01a-34de5afa222b;SACO PLASTICO CESTA BASICA UN;Simples;;142366|23987;23987;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d28df580-0c75-4b07-b01a-34de5afa222b+5711bc3d-09d0-4450-939b-b9cac01ba868
Armazem Santa Maria;ba494bd6-8c35-4254-bb96-79a01526cbbf;LING TP CALAB COZ DEF FRIMESA KG;Simples;;14919|14919;14919;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/ba494bd6-8c35-4254-bb96-79a01526cbbf+2e337998-1d35-4d2a-87a4-1648eae43298
Armazem Santa Maria;10758a44-98cc-4c77-b9d5-88271410acf0;QUEIJO MUSSARELA ITALAC KG;Simples;;15001|15001;15001;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/10758a44-98cc-4c77-b9d5-88271410acf0+8f560f37-cf47-4fb5-a125-deca5b20cdb9
Armazem Santa Maria;63ab1380-0a6b-4c5e-bc84-e0c5f518ce88;SACO GALA DE PRESENTE GRANDE;Simples;;15153|15153;15153;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/63ab1380-0a6b-4c5e-bc84-e0c5f518ce88+a20b0349-2fc6-4767-a2ac-0a46aef1cde0
Armazem Santa Maria;d4923dc2-6ceb-4610-bc7f-82a04016d932;SACO GALA PRESENTE 43X59CM;Simples;;15154|15154;15154;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d4923dc2-6ceb-4610-bc7f-82a04016d932+23695d90-2329-4697-b0ba-c30245b76f26
Armazem Santa Maria;79bb19f4-4ff9-44e0-8cb4-c7622ce96a7a;SACO PRESENTE CROMUS 35X55;Simples;;15158|15158;15158;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/79bb19f4-4ff9-44e0-8cb4-c7622ce96a7a+ddd34ac3-bd3a-4e93-aad3-0aee66f841d7
Armazem Santa Maria;8b7433ad-0afa-4791-8dae-1cf11b4341b5;SACO PRESENTE CROMUS 45X59;Simples;;15163|15163;15163;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/8b7433ad-0afa-4791-8dae-1cf11b4341b5+20f26807-a2a7-435b-a9a4-a3857cd9ed0f
Armazem Santa Maria;7db20832-0cfd-406c-8b28-ba5e2923c898;FRUTAS CRISTALIZADAS KG;Simples;;15330|27065;27065;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7db20832-0cfd-406c-8b28-ba5e2923c898+9813433e-1652-40f6-ba14-85af5d7202ff
Armazem Santa Maria;1ccd1e74-12a1-4534-b65b-5fc9a3cf8e8d;COXA SOBRECOXA CONG AMERICANO KG;Simples;;15358|30758;30758;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1ccd1e74-12a1-4534-b65b-5fc9a3cf8e8d+fd1dd1e5-6e3b-4f99-8c01-3a05dbcde1a9
Armazem Santa Maria;dbd87c4e-14c4-4d26-ab7f-fbcf8f605e86;APONTADOR PLAST REDONDO PEQ LEO LEO;Simples;;15471|15471;15471;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/dbd87c4e-14c4-4d26-ab7f-fbcf8f605e86+c48ce3a2-5578-48e1-bd10-71485b8ace8e
Armazem Santa Maria;08108a2d-f6c5-4b4a-8622-1ad2caf12538;BOLO POTE;Simples;;15535|33977;33977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/08108a2d-f6c5-4b4a-8622-1ad2caf12538+d26c4eea-a146-42a3-9ceb-f88887303e3d
Armazem Santa Maria;d4474534-4045-48a7-bf0d-eb523f4484d1;COXA SOBRECOXA CONG AMERICANO KG;Simples;;157555|30758;30758;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d4474534-4045-48a7-bf0d-eb523f4484d1+064f494c-592e-4efd-b125-0ac95a41dd43
Armazem Santa Maria;23870598-d211-44d2-bbde-548d3a1936bb;BOLO POTE;Simples;;15952|33977;33977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/23870598-d211-44d2-bbde-548d3a1936bb+f918cc4e-c8f2-4ef7-bd4f-340e2386011c
Armazem Santa Maria;5c510613-85b5-4351-acc8-c8665112a515;SALSICHA HOT DOG AURORA RESF KG;Simples;;16000|18724;18724;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5c510613-85b5-4351-acc8-c8665112a515+8e2d9c6b-7156-4dc5-806d-fce1123840ec
Armazem Santa Maria;910c3e4a-cdba-4a74-b758-dfca462950c7;PIZZA BACON;Simples;;16215|37976;37976;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/910c3e4a-cdba-4a74-b758-dfca462950c7+4caf4420-986b-4ac1-a291-d0287cb3f1c4
Armazem Santa Maria;fd5aee69-9a86-47f3-91a6-a133bb150764;SACO BAIXA DENSIDADE 1KG;Simples;;16260|16260;16260;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fd5aee69-9a86-47f3-91a6-a133bb150764+27609f8c-bd19-43d6-8400-3d331472e75e
Armazem Santa Maria;97592e90-871b-4d2b-ad28-5ce2844ea8fa;SACO HAMBURGUER LISO C/100UN;Simples;;16267|16267;16267;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/97592e90-871b-4d2b-ad28-5ce2844ea8fa+2918b726-f3e8-4e56-b1ad-7b2822a22b26
Armazem Santa Maria;f5b7d4ee-d5fe-4cd0-bbff-b25244a9c404;SACO PLASTICO DE ALTA DENSIDADE CENTO2KG;Simples;;16286|16286;16286;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f5b7d4ee-d5fe-4cd0-bbff-b25244a9c404+31d0b9df-30a7-4fa8-9d23-724c248cbc8c
Armazem Santa Maria;5eb0f33c-3666-455d-b945-09684ae090a3;PIMENTAO VERMELHO KG;Simples;;16727|22416;22416;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5eb0f33c-3666-455d-b945-09684ae090a3+63f09b98-c4b5-449c-9574-cb9020e891ff
Armazem Santa Maria;55674802-ceeb-4f89-9533-c084de643462;GARRAFAO COMPLETO INDAIA 20L;Simples;;16803|16803;16803;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/55674802-ceeb-4f89-9533-c084de643462+cad316a2-c9bf-410b-97ee-7143a37c5e60
Armazem Santa Maria;17e65310-1eae-48b0-9284-5dea1d04f764;BOLO POTE;Simples;;16946|33977;33977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/17e65310-1eae-48b0-9284-5dea1d04f764+9f8eb9a4-be6a-41b3-984a-1d697b97c4a8
Armazem Santa Maria;cd354bff-a6ac-48f2-9d89-bc2544d8cc6d;SACO PRESENTE CROMUS 30X44;Simples;;17584|17584;17584;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/cd354bff-a6ac-48f2-9d89-bc2544d8cc6d+53736cd1-5f83-4979-8a57-6a31d0f8f5aa
Armazem Santa Maria;569e0b26-47b0-465b-934c-bc4f4195c394;ESCOVA DENT COLGATE CASSIC C.A.MC;Simples;7891024184509;17891024184506|16162;16162;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/569e0b26-47b0-465b-934c-bc4f4195c394+f7cdf9ee-0d44-4548-aa3a-b1bb1e6ce804
Armazem Santa Maria;281a3289-1a00-4707-90e2-7b78eb359f61;OVO VERMELHO EXTRA GRD AVINE 20UN;Simples;7896304100279;17896304100276|34258;34258;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/281a3289-1a00-4707-90e2-7b78eb359f61+1507f645-8ec7-48a0-b901-6707585a79b3
Armazem Santa Maria;2b88b9d1-8bff-477c-9bb5-48bca63c29c1;SACO P LIXO PRATIK ALMOF AZ 100L;Simples;7896480654054;17896480654051|34475;34475;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2b88b9d1-8bff-477c-9bb5-48bca63c29c1+47b19bdf-ceb2-4243-a8ca-65cf55abd1b8
Armazem Santa Maria;4cc169ff-d678-4990-a80f-1a21ee058c50;SACO P LIXO PRATIK 100L;Simples;7896480654061;17896480654068|27779;27779;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4cc169ff-d678-4990-a80f-1a21ee058c50+fc1de452-f384-41cf-a77c-54bf45e3db5a
Armazem Santa Maria;e8bf8160-a9e9-4b59-ab88-fe667a397e05;SACO P LIXO PRATIK DOBRADO AZUL 50L;Simples;17896480654105;17896480654105|28418;28418;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e8bf8160-a9e9-4b59-ab88-fe667a397e05+3641dd5b-ad1e-4d3b-bce0-50609198ac7d
Armazem Santa Maria;19a0b6c7-54b5-4f2f-9165-92c0692dc1bc;SPRAY BUCAL ENLACE MENTA EXTRA FORT 20ML;Simples;17896480657458;17896480657458|16830;16830;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/19a0b6c7-54b5-4f2f-9165-92c0692dc1bc+ea63faa9-b61b-4c4b-8869-0e092fb9f3c9
Armazem Santa Maria;aa7ee150-14b7-4cca-b024-c005a56f270c;SACO P LIXO PRATIK PRETO 50LT;Simples;17896480660830;17896480660830|24912;24912;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/aa7ee150-14b7-4cca-b024-c005a56f270c+62e976ed-c71e-45af-9ba0-3c63854eb212
Armazem Santa Maria;d1167ed5-9202-45f4-8d1f-3491ef0842f7;CAFE SOLUVEL MARATA VIDRO 100G;Simples;;17898286200203|2950;2950;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d1167ed5-9202-45f4-8d1f-3491ef0842f7+3e296d9b-5415-40bd-a1c2-baa6c8bdf77d
Armazem Santa Maria;1594c57e-f548-4d10-95d1-98398fe21115;FILME PVC BILLA 28X15MTS;Simples;7898918339748;17898918339745|30633;30633;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1594c57e-f548-4d10-95d1-98398fe21115+bd314ae4-9453-48f0-8376-9dc847a55e6b
Armazem Santa Maria;e987c7fa-d19f-4fed-a287-bfc2c5ffc7e2;FILME PVC BILLA 28X30MTS;Simples;7898918339755;17898918339752|30634;30634;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e987c7fa-d19f-4fed-a287-bfc2c5ffc7e2+7cd9a514-7813-4aad-b0f8-1a5c6b892ca1
Armazem Santa Maria;fe16e5e4-c67a-476b-a3cc-ef1d45db8933;GALINHA CAIPIRA NOROESTE KG;Simples;700371783600;179858|18117;18117;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/fe16e5e4-c67a-476b-a3cc-ef1d45db8933+fa8fe5b4-8d33-4493-bc62-0ccaf6258191
Armazem Santa Maria;4000e18a-b9ed-4380-96d8-c2433780c1c0;MANGA TOMMY KG;Simples;;18014|22435;22435;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4000e18a-b9ed-4380-96d8-c2433780c1c0+74260420-3b25-421e-840b-4023fa1331b2
Armazem Santa Maria;a4683ae7-a08e-4cd4-9c9b-b9416e7635d4;CHICLE BIG BIG HORTELA 350G;Simples;;18099|18099;18099;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a4683ae7-a08e-4cd4-9c9b-b9416e7635d4+7c791dba-c046-4573-96be-a6259aea9bf1
Armazem Santa Maria;0d20c3cb-8f61-49ba-8ff2-283114476469;CHICLE BIG BIG BOLITAS 280G;Simples;;18105|18105;18105;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/0d20c3cb-8f61-49ba-8ff2-283114476469+8c97bc78-d8d1-44e2-ae6d-e41ea6602546
Armazem Santa Maria;a1dce0c4-f135-4a1b-8823-7b14d77f515d;REFRI PITCHULA LARANJA 250ML;Simples;7896520021198;18131|18131;18131;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a1dce0c4-f135-4a1b-8823-7b14d77f515d+cb55efa2-3ae8-4d5e-a13b-370fc642e4a5
Armazem Santa Maria;4d048d52-21b4-4ac1-9098-4472f169210b;CONDIC PALM OLEO DE ARGAN 350ML;Simples;;1815|1815;1815;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4d048d52-21b4-4ac1-9098-4472f169210b+05a78d8a-4ea2-42c2-aef7-4c4ac35a04ec
Armazem Santa Maria;37ce6ce7-1cf0-434c-a20c-d044862340f8;JOELHINHO SUINO AURORA SALGADO KG;Simples;;18195|18195;18195;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/37ce6ce7-1cf0-434c-a20c-d044862340f8+27260641-4e87-4549-b677-7b8959747525
Armazem Santa Maria;96f8423d-40be-4d20-a315-d0fee2cab619;CARA KG;Simples;;18205|18205;18205;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/96f8423d-40be-4d20-a315-d0fee2cab619+10d0a7e4-6485-4688-aff2-1d1958caf7d0
Armazem Santa Maria;05e67517-17d0-4d09-8c14-c2b3962fa4ea;MELAO VERDE KG;Simples;;18234|18234;18234;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/05e67517-17d0-4d09-8c14-c2b3962fa4ea+3d02f403-88db-4996-a3ff-4613df14bb30
Armazem Santa Maria;64ce5502-382f-4eef-a166-5de4d8866ece;LING CALABRESA RETA AURORA KG;Simples;;18258|18258;18258;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/64ce5502-382f-4eef-a166-5de4d8866ece+9e77ab3d-d08d-4bd1-9e28-cbf4328cccfb
Armazem Santa Maria;63ac1cbb-cef6-4efb-9258-5c42fbdf588a;LING TOSC FRANGO AURORA KG;Simples;;18266|18266;18266;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/63ac1cbb-cef6-4efb-9258-5c42fbdf588a+1758d63c-81e0-47d0-aa7c-628ac2607148
Armazem Santa Maria;66cd957e-dbd6-4274-a3df-b3dda3c69639;SALSINHA;Simples;;18278|18278;18278;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/66cd957e-dbd6-4274-a3df-b3dda3c69639+07605234-5f96-4b81-821d-1b71908ef45d
Armazem Santa Maria;0c893a2c-1956-4f1a-a304-c72914ea8f30;MORTADELA FRANGO AURORA KG;Simples;;18361|18361;18361;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/0c893a2c-1956-4f1a-a304-c72914ea8f30+964e8d8a-0495-4456-b26b-df151311b7a5
Armazem Santa Maria;a9528e72-c197-41df-9a7c-f4709010497f;MORTADELA SUINA PEPERI KG;Simples;;18365|18365;18365;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a9528e72-c197-41df-9a7c-f4709010497f+f447399b-8065-4b65-9186-30cb3bec1408
Armazem Santa Maria;789b9917-df68-47a1-b400-89fa8c0bd906;ORELHA AURORA SUINO KG;Simples;;18387|18387;18387;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/789b9917-df68-47a1-b400-89fa8c0bd906+afc89e2f-3c4c-449d-8b4b-ff2bcd74600b
Armazem Santa Maria;91ece3f4-e661-46b8-b9d0-1b15be169e7b;COLHER PLASTICA SOBREMESA C/10;Simples;;18423|18423;18423;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/91ece3f4-e661-46b8-b9d0-1b15be169e7b+43c84668-0163-41e7-a79f-cf5cf49bb510
Armazem Santa Maria;c077356a-8416-4655-bdf2-68e96959289a;GELO GELIMPO 2KG;Simples;;18527|18527;18527;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c077356a-8416-4655-bdf2-68e96959289a+08747eb2-bf33-4358-ab7b-378a5ecb99dd
Armazem Santa Maria;7818bd10-9e96-4e8c-8f4a-9527423c0af7;MELANCIA KG;Simples;;18646|19021;19021;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7818bd10-9e96-4e8c-8f4a-9527423c0af7+46d5c88e-9967-47c0-b9b6-25d8cb3d1278
Armazem Santa Maria;50ced1e6-dc8c-40d9-8bf7-5e64258d7bf5;PRESUNTO PERU PERDIGAO KG;Simples;;18666|18666;18666;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/50ced1e6-dc8c-40d9-8bf7-5e64258d7bf5+31e899a4-a829-4329-9da4-0626739dcf81
Armazem Santa Maria;2fe41823-b47f-4f1b-be14-5f3ee85b2058;GALINHA CAIPIRAO NOROESTE KG;Simples;;18894|24059;24059;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2fe41823-b47f-4f1b-be14-5f3ee85b2058+3c8016a2-1f3e-487e-a049-1f655e3e4e7f
Armazem Santa Maria;15ad5b44-6987-433e-bcb4-45293cca7aa0;BANDEJA BOREDA 3 DIV FORM Y C TAMPA B17;Simples;;18909|18909;18909;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/15ad5b44-6987-433e-bcb4-45293cca7aa0+0f1ec012-10fc-43a6-9def-d6a19fb29764
Armazem Santa Maria;de084115-10a9-435d-a0d0-fd8085490d28;BOLO POTE;Simples;;19001|33977;33977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/de084115-10a9-435d-a0d0-fd8085490d28+d722b734-11b6-48ff-a37d-a192c31072bf
Armazem Santa Maria;e3c34894-6231-42f6-834a-4253a85d2aca;MANGA PALMER KG;Simples;;19018|19018;19018;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e3c34894-6231-42f6-834a-4253a85d2aca+53956785-a595-4c9a-a4c3-078a4bd00f52
Armazem Santa Maria;61e9dc3a-ec91-49a7-81bf-9aef52e03214;MORTADELA MISTA AMERICANO KG;Simples;;19192|19192;19192;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/61e9dc3a-ec91-49a7-81bf-9aef52e03214+5cba0644-0b38-4d35-bd47-32b693b0b758
Armazem Santa Maria;1da7c28d-5551-4d51-98ff-59b0925bad57;PALMITO MARACA PREMIUM INTEIRO 300G;Simples;192505097743;192505097743|36477;36477;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1da7c28d-5551-4d51-98ff-59b0925bad57+1e29c486-5564-499d-b6d7-aec7bcc25f6e
Armazem Santa Maria;1d6bf015-4a61-435d-90e0-ab57fc4c03fe;PALMITO MARACA PREMIUM PICADO 300G;Simples;192505097750;192505097750|38535;38535;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1d6bf015-4a61-435d-90e0-ab57fc4c03fe+149ea8da-9347-441f-9043-d05bff425b8d
Armazem Santa Maria;b34e8a76-514a-401d-b562-49c4c2faacd4;BOLO POTE;Simples;;19346|33977;33977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b34e8a76-514a-401d-b562-49c4c2faacd4+9b5d4176-0b75-476e-9190-6b1aca20c671
Armazem Santa Maria;ca0b8cd6-c2d3-450d-82ef-03b1f4a8a01a;CABO DE VASSOURA C/ ROSCA UN;Simples;;19530|19530;19530;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/ca0b8cd6-c2d3-450d-82ef-03b1f4a8a01a+636d4848-2f34-4069-bb45-120f1f1e754d
Armazem Santa Maria;b914d605-cc1e-4135-901f-ff14a3d56b20;PIZZA MUSSARELA;Simples;;19665|29088;29088;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b914d605-cc1e-4135-901f-ff14a3d56b20+91d0e42f-0d95-431a-b15d-3742f881eeca
Armazem Santa Maria;b542d5d5-7f43-48e5-b88e-aee9e38f0f3d;PIZZA MISTA;Simples;;19666|29003;29003;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b542d5d5-7f43-48e5-b88e-aee9e38f0f3d+4cca45b5-61a7-4fbe-b255-bd2c82808fba
Armazem Santa Maria;d814cfdb-100a-47a0-b951-fa74792da56f;FEIJAO TANK RAJADO CLARO 1KG;Simples;7897656600011;19724|19724;19724;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d814cfdb-100a-47a0-b951-fa74792da56f+6b3df526-4caf-484b-912b-1403b2c256c4
